"","ID","tau","lrc","sal","lp","ll","Persec"
"25","587291591c35f20001955c45",9.79993777290139,0.0537122228513804,0.785206676916008,-97.9111985823026,-62.2969528703783,0
"26","587388b9db3e720001e2320e",6.16186706008246,0.187152111449563,0.160384067901737,-81.103949534473,-45.4334269933367,6
"27","587620554254cb0001c15a23",4.2347685986308,6.67755324551664e-09,0.499829771249039,-101.432585393985,-65.9167378913845,5
"28","5883d68d300c0b000113db56",4.28231318010431,0.794868970687449,0.499971136890624,-73.6405010545591,-38.1246535801034,0
"29","58c3c197da66280001b3c6e8",3.84826107071209,0.205603757281015,0.0343919073988238,-76.0428487761689,-40.0223420876657,0
"30","58cef97d5e07b6000139fa16",7.09341743996399,0.0480873606527454,0.889019736117363,-97.0373105662151,-61.2890269979486,3
"31","58f364d67b2e410001c2ed1d",2.22253746920129e-08,0.0636483206570161,0.0142582772484863,-38.0272669987784,-1.79179846930526,0
"32","58f89d1cedf274000143eb4e",0.0056466477641018,0.0260815306391873,0.499570120480306,-37.307646127777,-1.7917984693579,3
"33","58fa6e1bd0055c0001dd838a",5.16474178977657e-09,7.51930806496817e-11,0.177126484007117,-58.4587194136783,-22.8079845355007,0
"34","590f202eea0e130001039e1f",5.64730122185388,0.120392792519418,0.49553878407355,-77.8864256559512,-42.3705582790888,6
"35","593ead9ea514380001e5cf86",1.99631520113358,0.602797249820879,0.000596468090553621,-65.8418897296819,-28.8163454817474,2
"36","595339f4ad2ce90001b88266",2.75372863525629,0.460339461827635,0.000637983575703811,-64.2243701326054,-27.2156371978788,0
"37","5953d37b3d663c00011d233c",7.89732978168897,0.151003946124502,0.063109297546503,-95.0903913135272,-59.2140984742153,0
"38","598ab1ed19432500016fafa1",19.9999918657276,0.0673454581353054,0.272596459295739,-100.842859449837,-65.2690764096767,0
"39","5991c4a8e339120001fb8c7e",4.72441504518457,0.191172679499707,0.0691183350001256,-79.4277162570601,-43.5725527841266,0
"40","5995ed90d1732a00013425c5",1.89176406185429,0.00982451665028575,0.814223874864547,-92.0504590637972,-56.4090019607639,2
"41","599614af004c4f0001cc8642",0.732697583698856,0.0126183249877226,0.0221479554205655,-77.6625451252841,-41.5351694927231,0
"42","59c80c180aaf750001213cbf",4.45060393996646,0.604253059067436,0.00063283263371858,-85.6021196909167,-48.5913614062127,0
"43","59d38d62323bd80001e200bc",13.3287968115895,0.131860896149634,0.412270287786507,-95.2982589701378,-59.7745940327235,12
"44","59d4b084115096000190dbce",2.88690319974946,0.440774762302944,0.000812495788048476,-70.7773024513019,-33.8289754045204,0
"45","59e5fd82e75b450001a691ec",1.79718767316859,0.0761559572092678,0.402093828462239,-57.4459510699494,-21.9203293729598,5
"46","59e8cb08bab73300016bd7f7",3.21296492433431,0.404516082466341,0.00173374577776621,-82.4250770745198,-45.6660016231494,0
"47","59e9d2c6c0d35a0001295448",4.97363686706261,0.507365323810225,0.499918863257555,-69.4860132270402,-33.9701657468344,0
"48","5a3996f6ae52e600010a0192",3.54020488383304,0.050489582261283,0.157541427346208,-87.4615436357801,-51.7873953488319,0
"49","5a3a570307245d0001fc0692",4.52981793478473,0.350941848991509,0.00280597639494837,-86.1361586820745,-49.4971813911787,2
"50","5a3c0b842f91ec0001dc9bb4",2.13671486709357,0.037204222107588,0.0901405372646559,-83.6245814547198,-47.8300949640386,0
"51","5a4e26a8f4c9dc0001b7a1b5",5.67067999680038,0.228345866282862,0.0872015870564567,-79.9548172807307,-44.152850155601,0
"52","5a5a3ec6ac5624000153e0f7",8.56102462403137,0.179422324357856,0.337105149877083,-87.8800127033945,-52.336114000469,0
"53","5a5d1194acc75b00017a7b8f",4.31113093016787,0.0780035421363922,0.106082567905512,-91.9774958020143,-56.2193020657983,9
"54","5a69d77a56585a0001633482",6.10967399633736,0.134786025922564,0.162780913630899,-87.5325986815425,-51.8650699078911,2
"55","5a6f7604ff6f2300013edcd8",7.69834168628467,0.0684279099554924,0.749192809844268,-91.5251665473932,-55.9379352372203,3
"56","5a8b513317ef35000170b86f",4.45588288982447,0.143516561677646,0.242836392516882,-75.9251551239227,-40.332495423834,10
"57","5a8c78b0ae9a0b0001aa27fd",7.59026282949469,0.229711806664851,0.111059540313136,-89.2882987465345,-53.5401714025783,21
"58","5a90460d1eda41000135f918",4.2909748991778,0.269678971344866,0.00189430756480323,-89.347784260789,-52.6108108743422,8
"59","5a94a3344eecca0001dd3c52",0.401879345966584,0.0539320974380015,0.937803876246324,-45.986931685855,-10.1072385427006,0
"60","5a9d68a3dbdb470001eefb79",6.50993339295132,0.128550620721853,0.133637539912881,-88.465647974964,-52.7573550959145,8
"61","5aa696af6219a30001c75d2a",0.91898054269704,0.0799353922205795,0.475190695819604,-55.1399375508503,-19.6234738167235,0
"62","5aa9528235237b0001132675",7.23904544226039,0.126409160939642,0.0557518435025504,-97.4957842701069,-61.5904576188604,6
"63","5ab3bc131204f90001c965bd",0.558136091610913,0.23004849380205,0.0148099316882553,-46.2499035991841,-10.0237852266098,4
"64","5ab4e55cf69e940001d8d3bf",4.54709901067185,0.185067937302589,0.44017050363107,-74.5693686806001,-39.0499157644418,7
"65","5ab5509cf69e940001d8d954",9.14204943528621,0.639757671915586,0.50031345815374,-88.8610134836721,-53.3451659117934,11
"66","5ac3b825e734400001da2436",1.87002512430434,0.144405942028732,0.0964628242965416,-61.3470251882064,-25.5677424026677,1
"67","5ad3bfc75b53cb0001f35839",4.80718709101682,0.0847943952240068,0.256939737256739,-82.8018549578769,-47.2186081152361,0
"68","5ad658e2a38d7b00013afe89",0.0051061893456399,1.79928672191891e-06,0.568979277742647,-101.381758951065,-65.8611074740229,0
"69","5adf629ddee8590001b05f7b",4.57376685120708,0.316799098219841,0.000856907150774683,-89.9393250713581,-53.0042916225418,0
"70","5ae1a263066c510001d48146",0.243995375074491,0.0662127917167249,0.00036129059378695,-54.0924507041476,-16.9416294932096,6
"71","5ae59bec7edeb000014a828c",0.637175592322212,0.258945512118589,0.0294402431901975,-45.2218266688142,-9.1637340280546,2
"72","5ae9f13b9b283d00017ee04d",19.9999702314023,0.0344454968665019,0.191542196326526,-100.883233603532,-65.2476412350673,6
"73","5af344dfdf9933000161f47a",5.96388570153427,0.0281274040449786,0.342702283503282,-96.2951563281107,-60.753254593609,0
"74","5afc2d1f2406810001d625c0",0.991351853446335,0.235989206958722,0.000237838214301849,-54.1067797596918,-16.8514664379027,1
"75","5b1d5e16503f020001e684aa",2.30807188447405,0.106681115695709,0.00066506226787856,-82.636009293419,-45.6376616177503,11
"76","5b1ed2783522660001b464eb",6.91638538754224,0.0695242387061987,0.109977697897272,-96.4955440945376,-60.7452736016546,0
"77","5b1fe253b803da0001dfbc8d",0.856007130398621,0.0673365341592952,0.0763951657519734,-51.5125252278977,-15.6804246376329,6
"78","5b35bd1d532e3d00018e8b27",5.41683134260255,0.16140503804728,0.246472029525596,-74.2429403226952,-38.6527924635298,0
"79","5b491b4eac6f5a0001549493",5.50400908891267,0.160508510869544,0.329830590855804,-79.6456898757373,-44.0990657757775,13
"80","5b49d3a519f8e70001b7df02",5.47273541895162,0.446834274034457,0.500942688679713,-78.7153847556348,-43.1995363933486,0
"81","5b5d4bfc4e945800017db533",5.27735540534333,0.256280270146076,0.0388979147187254,-82.809718949426,-46.8188227452157,2
"82","5b5dfd9c4e945800017dcd79",7.31792110621089,0.151046250734525,0.282292125365146,-86.979286990307,-51.4108867341549,0
"83","5b630cec6abdd90001d98c3f",8.20500008574264,0.232710164431899,0.0529041373703229,-92.5082350060148,-56.5905539488625,6
"84","5b707d214415ce0001b1fd78",2.44745929807591,0.594835366533747,0.00113957141750637,-64.6955482001664,-27.8317135023135,2
"85","5b72d8042aeef10001972da0",0.770722554442071,0.385043095245156,0.0107103069785971,-47.5672331585187,-11.2611300733521,1
"86","5b8fe19ae3a406000131f1a6",1.62063811541951,0.0725689242063353,0.512652814554258,-61.2104671921678,-25.6944595735471,5
"87","5b97a1e083bd380001b92485",2.29696683938497,0.335717522864944,0.00655641129748546,-62.9424126938978,-26.5146663398053,0
"88","5b9e1e607b196f000195b599",0.714080864105668,0.0408695190455462,0.261151106419153,-51.6867231530589,-16.1061197845884,0
"89","5bb756696322c5000159756c",9.93599763649833,0.687238040023273,0.499325603651571,-90.4125099105457,-54.8966619821122,3
"90","5bbe3c5cee6586000142be43",4.92573549907344,0.65183476717675,0.500117433531582,-69.9035900905194,-34.3877426031062,11
"91","5bc08c345e8a950001892156",0.115207602371433,0.0452784623541415,0.0113426409373594,-40.3146079804133,-4.02268570202061,0
"92","5bc642c0069008000139d18b",3.32705096000044,0.137237043876624,0.158750041432698,-67.5986264785008,-31.9260298882855,1
"93","5bdc3c8182698d0001f076c3",0.000143356877026573,0.265973528415856,0.424580408961082,-56.7399596771284,-21.218358380905,0
"94","5be1f75bd536990001a4410c",10.277865147368,0.0475565489906097,0.806905155884741,-99.9509823405965,-64.3169277235284,1
"95","5be2fadf5e9fd30001696162",0.00014303978306731,0.00747147332565742,0.500108179901046,-36.61449910734,-1.09865162201455,1
"96","5be415810241050001ca2318",0.278076218590351,0.000522417639969385,0.747539701575229,-99.038177429524,-63.4520362613706,0
"97","5bec2847ac6b780001fec122",2.76774418655337,0.408369285288439,0.0114236846751802,-61.2311913563644,-24.9410284950421,0
"98","5bec6a8b1209fb00011bb521",3.8428999104088,0.178567339714366,0.0301693422481315,-75.1777214042542,-39.1255568134286,0
"99","5beefb60e015710001cbb721",6.88936857698932,0.307376545653676,0.0169915932597599,-92.862290399106,-56.6699729712346,14
"100","5bf2f728bd9f150001f6cc42",0.509287556043192,0.113522506802423,0.0162766471699429,-45.0837107022765,-8.88082820534216,32
"101","5bf4123e840310000124cfca",9.09555693473621,0.152838612215529,0.359078496050867,-89.4826392878785,-53.9460997668508,0
"102","5bf44a04d7e7a70001d7a672",1.89614457182092,0.0241461273644727,0.713579990338993,-83.2975473425562,-47.7313342795248,0
"103","5bf4584fabf94600013a9fa1",2.05769408010169,0.0584119321621284,0.939012937600748,-65.8034760118263,-29.9191972407523,10
"104","5bf5b2627ea49f0001ba9372",4.44183831453462,0.262773497865587,0.0327589242259384,-78.3727616102005,-42.3405158842562,0
"105","5bf728483db90d0001f48ff7",1.58963877927707,0.0480896452844036,0.207177082835305,-62.9796183776093,-27.3587603021268,10
"106","5bfed3f1aa5fa3000136a998",1.73377795316121,0.211311632191937,0.0258122479087906,-60.4676955548897,-24.3776573204181,0
"107","5c081c45fd9c080001709937",10.9246162593384,0.582627211801646,0.49912385657334,-94.0283361371083,-58.5124878958573,10
"108","5c0843f24452300001df4ea0",1.18330232303108,0.0825791218473441,0.0335781631758958,-67.3737122813205,-31.3474298517834,0
"109","5c10377461df5c0001cb4906",3.44279398540943,0.0178778128478987,0.237842947353491,-95.9511750368381,-60.3549643167712,2
"110","5c1129084be31a00014802fb",3.11051307902677,0.106881878153696,0.0560354766327995,-77.6603746074628,-41.7562414810571,33
"111","5c1a54257fa1590001b96070",1.938619985506,0.179781726573047,0.0261300160388336,-66.8729670831141,-30.7859061856256,9
"112","5c1a9e323407be0001cf8165",2.01709209747491,0.0380935999084495,0.72534147615189,-65.2898197608903,-29.7172110231004,0
"113","5c23615d70d93a0001202ea2",9.45116926447577,0.168294938997706,0.128042282958065,-92.0965946597784,-56.3792185064655,0
"114","5c28b31a0091e40001ca5030",1.24674317439571,0.201262448480713,0.00237626863924228,-66.6693591598329,-29.9889345473241,0
"115","5c296b31e9b1b20001b8ac77",2.92994204723323,0.463060279146822,0.00334963715904709,-70.3384207670986,-33.7435822563819,4
"116","5c36776624643200010eb6e5",3.03390585639652,0.0467427981011296,0.847038427034921,-84.8030923823921,-49.1229240582532,1
"117","5c377f1965e5c300013ee88a",6.3408489524666,0.103434729474435,0.166702372097936,-90.1448176277605,-54.4820663284643,0
"118","5c3ce5cde0ea82000145f9f9",1.29271208269456,0.159373628569187,0.0286702952400288,-51.1302612963931,-15.0657416585927,0
"119","5c3d9334337ac90001a4d6cf",0.666977440809291,0.289539783283046,0.00968711309964649,-47.1670731103028,-10.8361259365569,0
"120","5c3f7c6329966300010dce78",6.53583147077071,0.448159451279231,0.499444176528342,-82.2637597546673,-46.7479119721048,7
"121","5c47260028cab20001a74aae",12.9276416083893,0.133571403705413,0.467754688283063,-96.6558802653585,-61.1389908633921,1
"122","5c4783f5c41b2a000183a24d",2.83800939145653e-10,1.18758022994639e-17,0.055328198110557,-69.9641422455849,-34.0570207871847,6
"123","5c48f116c41b2a000183e340",1.00777083890839,0.026124318621575,0.401005141813741,-57.5179447850439,-21.9921000781564,0
"124","5c4b6366c547dc0001934854",2.27977452165688,0.553505540177021,0.000646934898660264,-67.4690469198488,-30.4637950282347,1
"125","5c50ce81d99f9d0001b0f696",1.65637590893298,0.216174186675578,0.0112790573262076,-64.1633827146025,-27.8700711424977,25
"126","5c56eb0e59095a0001bac969",4.03521957103143,0.451412458797013,0.000504705002923702,-79.0810086771855,-42.0137244727409,0
"127","5c576413a7890b0001f59a92",4.79933571995915,0.266009057399477,0.113634163137029,-74.6017718582794,-38.858648827126,9
"128","5c5d4afe4cc94200016a4982",2.229931572066,0.0315893076041318,0.0756249388115467,-91.0379072800164,-55.2034817589094,5
"129","5c634aca9d0d7000012479a0",0.0977333052267954,0.00451136553735403,0.160934816406602,-61.0138830018393,-25.3440534318605,6
"130","5c654e352f6d5e000174bae5",10.9206833997731,0.116250472188008,0.181910468820505,-95.6849077665353,-60.0393778483054,13
"131","5c69be6ac3aaf50001c69311",13.8231142913612,0.0605109304372027,0.463556301717704,-99.5122082590317,-63.9950291017913,0
"132","5c6c08c5d9c1580001ce9aab",1.65461394385478,0.194639581382487,0.00172067458858125,-66.5333856352775,-29.7724214971764,0
"133","5c6c78c4f9951f0001db8bd5",0.086259327555436,0.529574736595756,0.0279794674454531,-55.4981631513993,-19.4277235945457,4
"134","5c6fc42118508b0001e1e711",5.13331250256431,0.294325587594336,0.070346828825637,-74.1808248026388,-38.329735601757,2
"135","5c7840493454d70001df81ee",4.69629286159866,0.11213626262315,0.129170704653385,-79.1419737806334,-43.426467455835,2
"136","5c790c7e8fbcb100146b6cd8",13.2028030845923,0.672253920471861,0.500620280824914,-94.7805666162771,-59.2647187579059,7
"137","5c7bc8ea5a669300172440fc",4.83832050024917,0.456034386487844,0.00107391055124311,-79.3116905136566,-42.4330358654162,4
"138","5c7e22dc6babcb0001850548",5.93944145673002,0.0750877517704054,0.550379449825912,-87.1715108005919,-51.6531122663434,0
"139","5c7fa97a212cc800147dd154",2.77281381285779,0.216211277048617,0.0072628899631116,-80.7332475440044,-44.3309069466714,1
"140","5c80097d514b730001d662f4",0.109181659218795,1.74694746241248e-05,0.496965965411324,-101.412796166499,-65.8969394873407,13
"141","5c8119441c40f30001b464b1",1.44405766443572,0.026605468541103,0.0391913673392705,-83.8373024683829,-47.8482088848492,9
"142","5c823b094c3d3f000182fc57",5.48844446047941,0.0891588817667944,0.421803459741767,-82.639016034596,-47.1169778408276,1
"143","5c8831d20d005a00131367d3",4.86620255856472,0.797370451922984,0.499597342872216,-72.6006906433596,-37.0848430076042,0
"144","5c8a65405abd6b0016767b56",3.15747023921367,0.0376467473963294,0.591607254543737,-82.6113159717164,-47.0869325279195,0
"145","5c8bdc00302d6c0016a70680",3.72246602190146,0.142686290229876,0.113730568357745,-70.738442100574,-34.9955038824677,8
"146","5c8cfc3772503f0001e9c965",9.78691589392058e-08,3.36767944200002e-16,0.266531986684784,-101.319704195157,-65.7423722347796,0
"147","5c8e05e7aa473f00015e5fe7",6.28048940615643,0.198538618683418,0.369071046835263,-77.0513268751401,-41.5177209589376,0
"148","5c915492399a770001aece93",1.89130951242503,0.179692856231832,0.000417339230617934,-82.5680920023813,-45.4533109714038,3
"149","5c92a94f5983f5001664fe08",0.000888971788186105,2.77534312891308e-07,0.496272155242169,-101.276900366226,-65.7610389953906,12
"150","5c9776a67610c800126a37a5",5.07208019763315,0.106787362168569,0.622145726368299,-80.8448122950148,-45.3135815106458,29
"151","5c9879aed87fc4000155f4ac",1.46839162109495,0.372271171008276,0.0013925731421844,-56.2590599096793,-19.4452871249842,0
"152","5c9e119a881e9800147050da",0.483149073065191,0.00631137464479276,0.886064604172085,-62.5859299410735,-26.8433837805181,17
"153","5ca0de7d8001d50018c69031",0.485952675058408,0.00132099767933828,0.309539441829868,-97.2673722993295,-61.7123318694448,3
"154","5ca1f3847a29720017ba6e03",3.90612075100311e-10,3.32882889505611e-12,0.196177858321701,-53.1243385536375,-17.4932869598191,5
"155","5ca3adc28618ca001742161b",9.00497681184441,0.427548484865113,0.0165435936723144,-94.7567291985077,-58.5578457380265,0
"156","5ca62ff267351c0001a652d4",4.79190686818769,0.0762921845818986,0.871859195377156,-77.2584563480637,-41.5412442335097,1
"157","5ca730801c2e7b0012af7c21",2.36899061495418,0.0156551496092725,0.645997187643268,-83.3826962058988,-47.8445696850383,1
"158","5ca86b3cb55c520017af9d7e",1.60860704837422,0.0165961912896093,0.280319810365229,-80.5989969083194,-45.0295299013666,0
"159","5cab2b8f1a90ba00141fb656",1.23381576624111,0.0144423327402635,0.115277795806412,-77.5157414779992,-41.7757445884975,0
"160","5cade9a95baa830017900127",5.37472340844984,0.589139056920672,0.00215792614949986,-82.7800747680892,-46.0756089116735,9
"161","5cb1ffae6e3f2c001740dfdf",3.08394699056899,0.029065774185526,0.0654387562160456,-92.3243774009146,-56.4565238397816,0
"162","5cb237be9d908d000120453a",1.4252574798796,0.259208140550482,0.005397053530197,-63.2466761523763,-26.7705738222527,17
"163","5cbf52b5bba52700168cbe22",0.874579297280676,0.0168705307313513,0.0881003472724938,-85.7738664338328,-49.9742165182116,1
"164","5cc1a87f3e1f030016f31afe",7.40005001245569,0.69638502210374,0.00124659792409872,-90.2381042625496,-53.3966842606032,0
"165","5cc4969c3b1b1c0018f9da36",2.68648337904056,0.0302953533105808,0.908996707840185,-90.1723730347878,-54.3800308009231,1
"166","5cc8745ba94e300001fd9687",2.05818542186372,0.235490293256117,0.208103374607701,-59.222819449361,-23.6027843788643,0
"167","5ccafdfd42a8970001f8081f",3.34030735643729,0.0459560868619042,0.884395474866619,-86.0740444807331,-50.3346628160446,0
"168","5ccdb020ed1c4f001649810e",0.018518597695536,0.00823797144932416,0.0224357037945608,-39.6802777276547,-3.55605562361734,0
"169","5cd707bb2e50c90017583e61",5.5300920015387,0.0690442674095524,0.100297015220013,-95.1044298797899,-59.3338285139428,0
"170","5cd726aab1fa62001a8de584",5.23815206137563,0.121594008522558,0.134277341704361,-84.0832756198436,-48.3759920911386,10
"171","5cdc5fc0243827001706434f",3.37759702347834,0.576393892957287,0.00405472075998373,-67.8495718832379,-31.3023138948076,2
"172","5cdd35e1ffe01a001631cd78",0.628430340487823,0.168476192829444,0.0193233549476525,-51.2425148559613,-15.0817526463249,0
"173","5cdd8bb5fceec6001763f998",6.39700272501055,0.0563496623981345,0.819191333715932,-94.0722458710163,-58.425533611949,5
"174","5cdfb5e4b5dcb500011d0d07",0.00460526171255749,0.000191221815563966,0.0238602261325404,-53.5728022909915,-17.463605438455,0
"175","5ce50e4054e33d0001189577",4.44554602250799,0.09815970633869,0.0769282317029989,-84.8675565237466,-49.0370499805035,1
"176","5ce56b5de9e85d00159a0174",4.50254645578037,0.617171101383798,0.500480016228963,-66.7041269614042,-31.1882792573659,0
"177","5ce65aa96ad4e50001097566",3.8861633437514e-09,0.0171589815295408,0.210514036282529,-37.4097163954708,-1.791798469241,17
"178","5cee4a172674040001d07c5b",3.67842091440953,0.154633983410257,0.0418545430385543,-82.7566076377357,-46.783256101592,0
"179","5ceebfea7a3448001a6dd6ee",3.26148341980391e-08,5.9189576994069e-11,0.548749347079333,-86.7749977571386,-51.2567624170844,2
"180","5cf03597beaebd001f0d73ab",4.61178550581219,0.0602179555183249,0.0717873293358573,-90.6180932271956,-54.771683920947,0
"181","5cf0f45706fb120015ecfd2e",1.86569408343524,0.0842714976033959,0.754228243751587,-58.4676726315143,-22.8770456881453,0
"182","5cf12ddbf17e370017a278c5",1.84212529995457,0.405921098176056,0.0029202772413628,-68.8189789801128,-32.1899547789934,2
"183","5cf656e90acc8f000147f643",6.98548322556382,0.105631623779668,0.360172081967313,-94.5615504514251,-59.0253442247995,0
"184","5cfe7e8bc2acc60001196300",2.27847099981821,0.0440828809474178,0.141507559436721,-76.606744059254,-40.9104752899541,0
"185","5d0124a5b35d41000152ded3",0.902275425856832,0.756395828252009,0.000785342271425587,-49.0225285254281,-12.0657104992185,12
"186","5d0a345d8d7a4b000172fb93",14.2570246967169,0.0864055446137735,0.504072258886124,-97.0735031618692,-61.5576391044042,0
"187","5d0b787c4d659a000139110b",2.84450803801668,0.0930284567912088,0.0908886566663401,-72.83941717243,-37.0467913448062,0
"188","5d0cc9b80622c6000144f1d6",4.85078084680091,0.201788822393248,0.0825479105260725,-81.985899984017,-46.1714932657928,13
"189","5d124464019fa6000162bfdb",2.45682097381196,0.0188027191711922,0.046911661613957,-95.8118533285566,-59.8656952775832,1
"190","5d1290103b20b0000102e8e3",2.69046913045607,0.493036863354147,0.500225873044188,-58.4048978601224,-22.8890503354812,2
"191","5d166c21e1c05200198b446d",3.5434260361433,0.362989196116904,0.00219053647732365,-86.325195956001,-49.6244716382707,0
"192","5d1bbbd63788ac0019ced5d9",1.14070124028531,0.0368830562481955,0.102085382752139,-63.8718345929581,-28.105154203048,0
"193","5d1bcfd2e24a990001f327a3",0.0747206100422793,0.248870239606962,0.172505848813511,-50.2819838867446,-14.6260406592198,0
"194","5d211227bdbc65001b7ace0a",11.1399041384033,0.239234079632222,0.49935466692918,-93.887784606072,-58.3719367159943,0
"195","5d24c2146dd2960016cef0b7",2.0051036107235,0.391817987477589,0.000469532522781146,-57.5438543813583,-20.4585198396648,11
"196","5d26c8bc341630001a250a2f",3.1455488021702,0.182145679021368,0.287410672396329,-64.1691119710208,-28.6034147940896,3
"197","5d279cd62c5700001b7ec29a",4.66800507297486,0.170821809963385,0.219179449476528,-72.5221536388031,-36.9115611541878,29
"198","5d285eb5324974001908c626",3.95904233301743,0.0616793314878834,0.263019545779536,-88.22214496637,-52.6426908733051,1
"199","5d2e2703a845b0001b439e08",1.51200973764883,0.107678790413689,0.275926114245507,-55.3189751960423,-19.7470803150075,4
"200","5d37763a3cedb40001afecf5",7.99647709097639e-05,1.36304551459432e-07,0.586005100024176,-97.147468825677,-61.6241128397189,6
"201","5d39bb499f4f3f00158298f2",2.19856976714766,0.0715302288319467,0.0785926246803256,-65.4811913054985,-29.6555848122622,0
"202","5d3e019693eb2d0015788062",2.4719045900368,0.0778106424345567,0.199217918449189,-63.9854116543364,-28.3572571678087,0
"203","5d404c6a584cc80017e81001",4.03878186022841,0.755043755288984,0.49970828046022,-69.0064862526966,-33.4906386939737,0
"204","5d442c09f7386b001a3c2477",0.189783686660474,0.621813494385171,0.00992524576988708,-47.5001344804842,-11.1751984672948,0
"205","5d45521afdaaad00010ec185",2.1855786746832,0.506090716128915,0.0143161195133796,-60.3743614883899,-24.1398904246258,3
"206","5d4b334b1813250017d3c6cc",4.83561301290399,0.151066273213655,0.116841208938081,-78.6522381642284,-42.9151668514405,0
"207","5d4b4d093574500018795f36",7.29159370264368,0.0184820584288734,0.398709782393248,-99.6270783054118,-64.100754657324,8
"208","5d53346807e8740015e561ed",1.3182776381003,0.151998713550877,0.00834294686867468,-54.813047689085,-18.4450946238691,13
"209","5d53b3d1e8e8960018276120",2.02398659151407,0.3198444196603,0.000215361640015616,-65.9569853597774,-28.6768596561493,0
"210","5d53dbf16b0cf6001646dbf1",4.5067452957052,0.0466878888302095,0.216446104255372,-94.4542496642948,-58.8413934972713,0
"211","5d5402545aef9b000118fd50",4.08761279785884,0.687486615503168,0.500089420850789,-67.7634591628315,-32.2476116812128,8
"212","5d5560c71f535a00183d28e5",0.749353926892887,0.0142255165543115,0.0741612455248793,-77.939918735925,-42.1010026642081,0
"213","5d5582d5c20c10001aaba934",2.83568747911791,0.076613616687918,0.414602732517621,-60.157158609333,-24.6339099607944,0
"214","5d55a320d9450800172506d4",8.15600491302249,0.0647741473127342,0.49523235910989,-94.3556724362775,-58.8398022312219,0
"215","5d55aa13b125380018b5562c",0.608366822844335,0.94597844432907,0.499934541358758,-55.9843635365546,-20.4685160586472,3
"216","5d55b289e04e1c0017f5e602",2.17031190190802,0.0103683152476068,0.479630217012014,-94.7637819219348,-59.2475191755411,10
"217","5d5728471da7d10001a1a600",0.909350135336116,0.0141382488248671,0.0421925117323022,-90.2573325732925,-54.2859034415258,2
"218","5d5c1fec3690e5000187b4fb",7.42176784278193,0.139827495080245,0.0420685645787631,-93.1110330273014,-57.1389007499824,6
