"","ID","tau","lrc","res","sal","mem","zet","lp","ll","Persec"
"reset569","5f18362e7f876d064235cd4d",0.001,0.999,0.614663532089905,0.500424288362269,0.283118929461949,0.627625629485167,-61.0317927089747,-60.4778237195153,7
"reset570","5f188417c5b3a405f3ccaf42",0.001,0.999,0.482741120845397,0.305398564517211,0.99991206113181,0.394607627207694,-53.1671274366301,-52.7274071608089,8
"reset571","5f197913958d110428c74dc3",0.001,0.999,0.464168971824006,0.429030378852302,0.999975328988499,0.187048328364141,-42.1666634653841,-42.1729532723838,2
"reset572","5f1992235bab3d018fea7199",0.001,0.999,0.567649085674339,0.296474267762313,0.999897299370343,0.234086997081848,-43.2439427534778,-43.246301619409,0
"reset573","5f1cbc000b408b58e8d2799d",0.001,0.999,0.709858907585881,1.21687037003756e-05,0.999999590858609,0.15045227421274,-29.4713910587524,-26.6463626617367,0
"reset574","5f1dbd03e2aa49719e42be44",0.001,0.999,0.571233108445944,0.393908297252542,0.999970639030531,0.107996947923461,-31.6187547908573,-31.7879762923084,3
"reset575","5f1e8c0cff2a66849b622c3f",0.001,0.999,0.348192070201564,0.589860931723792,0.999965654969617,0.508464051514872,-58.9312265795445,-58.0272067978628,2
"reset576","5f1ec05b39c51401c9816f75",0.001,0.999,0.535091825020304,0.311124002003714,0.999995792659569,0.102191899748218,-33.1182144276412,-33.0776242174244,0
"reset577","5f1ecb5f19d0160009650698",0.001,0.999,0.397845425281,0.499561559678001,0.999997820072493,0.065755320541316,-27.5205159927353,-27.5044220258717,2
"reset578","5f2022e9b0c712068b39881d",0.001,0.999,0.500293758148779,0.486085516418926,0.999999400180286,0.17841644712751,-36.4777405237505,-36.1360000152824,1
"reset579","5f219544dd502e57a6fbc1ea",0.001,0.999,0.490164819439745,0.499636855550235,0.589332060220616,0.361064483654339,-44.4808960524937,-44.9750586892655,3
"reset580","5f22d64ea30b70011ef0c798",0.001,0.999,0.463053649990287,0.491491868262476,0.999999745107185,0.269970216201625,-47.5338063418918,-46.8963814443393,0
"reset581","5f230a01e84721061b991468",0.001,0.999,0.433304154761656,0.287135716987671,0.99995932225478,0.202059654766726,-44.7451754218019,-44.7227999799925,0
"reset582","5f23f14e2ecae8011ec4021f",0.001,0.999,0.302280750687446,0.35088921893883,0.999999116321044,0.454790953352914,-56.8081477630021,-55.7122179363757,0
"reset583","5f241d0b45dc8a000bf6598e",0.001,0.999,0.531588568279826,0.422983710083791,0.999998396225484,0.408878666021811,-56.3241938825453,-55.4740934991399,10
"reset584","5f2458749912ad00087e5677",0.001,0.999,0.674201237878556,3.79147990156955e-06,0.999994055373235,0.221599496143066,-37.9682853794569,-34.9745950525932,0
"reset585","5f248b5e85d14607869bf0b1",0.001,0.999,0.500775234498739,0.500160525002656,0.500076318543528,0.388264267771625,-46.8098016114735,-47.2260472826507,3
"reset586","5f259a37b31f0a24d246592c",0.001,0.999,0.639819497340859,0.396564488413191,0.999991040367761,0.81207534090605,-69.6649168353258,-66.77382592677,2
"reset587","5f26f8c4865df449da96eb01",0.001,0.999,0.233778989720256,0.498272589026905,0.999917633254099,0.444586074730762,-55.7137086610261,-55.1132317482573,4
"reset588","5f27f1cb93d6b104aba364b7",0.001,0.999,0.574821174254059,0.499460453048387,0.999998562621043,0.378247817016196,-52.7044570355279,-51.9421618503157,0
"reset589","5f2855353350fe14fdf0e5ed",0.001,0.999,0.500167563344716,0.499471392989848,0.499173326080824,0.728593833942923,-65.0349193273499,-63.8979025840369,7
"reset590","5f2923126e0e8f000bf30b5e",0.001,0.999,0.657406088088171,0.571063769347071,0.999992972427456,0.0924414096837632,-28.8256932477156,-28.8758994390048,0
"reset591","5f29771a02125b079dfbd06f",0.001,0.999,0.383767975662886,0.448210972273124,0.999998661959213,0.442790409590188,-56.4153475397512,-55.4340609373698,0
"reset592","5f2ada2a200d1e3e9055a672",0.001,0.999,0.254712469722512,0.500624071057473,0.401600057073682,0.466381092115305,-52.4869883051708,-52.6145126286347,0
"reset593","5f2aeb4488d9b2432bb9e1c0",0.001,0.999,0.321341153769419,0.498769740072163,0.999998943891515,0.270464554115832,-43.7079049369727,-43.1983598171922,3
"reset594","5f2afb53c46fc647c2340fd1",0.001,0.999,0.500871536861437,0.499728593198244,0.500427035095906,0.501455557677063,-54.0974900974282,-54.1275421241834,9
"reset595","5f2b24337bf4715276306315",0.001,0.999,0.195878572521943,0.0905352588282575,0.999963711124618,0.465108340481888,-58.8232676502893,-57.7791559185526,0
"reset596","5f2b24c4224df7527baee383",0.001,0.999,9.8763917463979e-06,0.0110363329129354,0.999999757505659,0.228515783668792,-55.1624788128281,-52.8233029192926,2
"reset597","5f2bc8528a626e67a97c0aa1",0.001,0.999,0.499185741929494,0.500850202145335,0.500130699992393,0.85274771777384,-69.0577274924984,-66.7362128513676,4
"reset598","5f2bca23a5b07c67ada7968a",0.001,0.999,0.151090276189073,0.128316053082079,0.999937642138834,0.371143822732827,-52.6575359928294,-52.027900701838,1
"reset599","5f2be26ccab8eb00086d40b5",0.001,0.999,0.534627159646286,0.496215687203476,0.999999333224675,0.40407717827957,-52.8966692461994,-51.9798952112439,0
"reset600","5f2be5fbd7e754013893eb59",0.001,0.999,0.431169671826587,0.305275532256965,0.999987334511081,0.205955269088089,-42.556216006439,-42.4173278875024,2
"reset601","5f2bee3fa37b0b0132970ddc",0.001,0.999,0.451763301206371,0.500697675744306,0.999999100918302,0.218151197180628,-37.1975888319971,-36.808968419174,0
"reset602","5f2bffa8d4f0d601244ab240",0.001,0.999,0.0962668485384226,4.84927448163001e-06,0.999998879017511,0.228663724824335,-40.4351756140218,-37.227351800646,17
"reset603","5f2c05948726de01f9bf6a7c",0.001,0.999,0.57241509150864,0.481347306040756,0.99999876781271,0.326952188984961,-46.3663872831932,-45.735785078818,5
"reset604","5f2c07c53622f2034a40db50",0.001,0.999,0.50054704711195,0.499718613779837,0.500451666460582,0.411866372034139,-48.5143769636884,-48.856848172852,14
"reset605","5f2c10bad876b704a0759fd6",0.001,0.999,0.754136841769981,0.27572030267536,0.999983749697813,0.224081796465504,-41.6849803172611,-41.4871869038312,2
"reset606","5f2d10d8f5f28c000afb87d3",0.001,0.999,0.632427419533145,2.72085217078215e-06,0.999994660098166,0.298063166372617,-45.1960165503964,-41.9275095120109,5
