"","ID","tau","lrc","res","sal","mem","zet","dlrc","lp","ll","Persec"
"1","54240de1fdf99b691fb383a8",0.222114777200153,0.286619766899061,0.630692848358621,0.529982712632994,NA,NA,NA,-15.9459666815149,-15.668988187015,0
"2","54b60d74fdf99b1ce0367ab5",0.37711688675072,0.0617831513241135,0.983252163456823,0.00192457944647337,NA,NA,NA,-16.0017716222149,-13.8694033220908,17
"3","55780ee6fdf99b4cbc0aef95",1.2509879189805,0.0162620199191718,0.976770811543081,0.0324089849698726,NA,NA,NA,-51.8592196442086,-49.5706651923789,20
"4","559cdad9fdf99b66f54b7794",2.49897581864714,0.515253555583725,0.759577835935575,0.00194777978020208,NA,NA,NA,-37.8426725300514,-35.1830532548136,15
"5","55a77810fdf99b444b9d255c",0.0964454501250771,0.00787709249731321,0.0514634310341533,0.00309100696328273,NA,NA,NA,-16.126319431304,-13.2661945353235,1
"6","55b95e2ffdf99b469f622883",2.1455483589318,0.0455143675916596,0.155416059452258,0.030215570177108,NA,NA,NA,-57.1162767999147,-55.0695674643571,0
"7","55d6d91d69dbc30005b66ffe",1.76361063970545,0.0149885985326324,0.761828955757815,0.209676288029668,NA,NA,NA,-56.6143598729235,-54.6959146664584,1
"8","56051814e372c00011bd556a",1.09121724034515,0.619370013565476,0.585340273982557,0.00258947657093771,NA,NA,NA,-13.1462288974956,-10.9288592538345,1
"9","560aef7d01c38a00127693d3",1.18698181433597,0.0268790111827333,0.102674676731733,0.0448286748539123,NA,NA,NA,-45.3642393040664,-43.554090676157,5
"10","5687d434369319000c269c03",2.20005106237984,0.0845543213958358,0.879355952645632,0.155016263821229,NA,NA,NA,-34.502931035776,-33.0313179367653,4
"11","56c81007ba8e37000d7b211e",0.787295399225892,0.07729162493808,0.991965441587509,0.00248763932236693,NA,NA,NA,-32.5023168673077,-30.3318535167025,1
"12","56f699e876348f000c883bba",4.25092067057316,0.249488962572584,0.993674798301321,0.500506275993258,NA,NA,NA,-44.0929177858847,-41.7074560144671,12
"13","571de7af13b1b70009be2f26",0.419515815653739,0.00705336562482971,0.981466568543882,0.0475518873500342,NA,NA,NA,-44.6530451905377,-42.311874232579,0
