"","ID","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","ll","Persec","ICARTot","Order"
"ID43","59d4b084115096000190dbce",0.999539326726198,3.17473041848012,0.998920130752873,3.1308441576801,2.2379251167837,0.92212097914436,0.389811490148415,0.266508389810093,NA,NA,NA,NA,-69.4737917614054,0,7,"Unfair"
"ID44","59e5fd82e75b450001a691ec",0.00564907282503298,1.53527626938889,0.17498141878429,2.66624454553591,0.619665752434967,-1.23628850128221,0.47070740852666,0.973543262050414,NA,NA,NA,NA,-28.2549625818073,5,6,"Fair"
"ID45","59e8cb08bab73300016bd7f7",4.05452400931311e-07,5.23983864804296,0.999981986700215,2.66674316715215,2.38948889313434,-7.01724073591109,0.644660200876533,0.496023801937297,NA,NA,NA,NA,-41.0195407218956,0,5,"Fair"
"ID46","59e9d2c6c0d35a0001295448",0.357164564642516,0.049282953001939,0.601782855100637,0.0428443660047644,6.95834066242216,-6.83659309723014,0.385980446268,0.399230278290776,NA,NA,NA,NA,-48.5613932056107,0,1,"Fair"
"ID47","5a3996f6ae52e600010a0192",6.78493584860558e-08,9.27686274143459,0.687279857841376,4.7760122782629,2.67674751999321,-11.4728293174754,1.62864860337336,0.553934866968607,NA,NA,NA,NA,-48.9459201707223,0,8,"Fair"
"ID48","5a3a570307245d0001fc0692",0.981772111332577,2.66876724815422,0.77113958674841,0.429123097761673,1.35402652495168,2.94363411904319,2.25340125213233,1.28717717012729,NA,NA,NA,NA,-41.952426403457,2,9,"Fair"
"ID49","5a3c0b842f91ec0001dc9bb4",0.76619829420305,0.416148541302044,0.71337759158699,0.399085623128109,1.04020331689793,3.95544404205307,1.80549392283767,1.59009597433985,NA,NA,NA,NA,-47.3592933481788,0,2,"Unfair"
"ID50","5a4e26a8f4c9dc0001b7a1b5",0.6651789245565,0.653254031010752,0.771623347997838,0.0287888227461941,2.83528604269427,-2.71341924662611,0.0656632576714946,1.39177785053334,NA,NA,NA,NA,-51.3570556850194,0,6,"Fair"
"ID51","5a5a3ec6ac5624000153e0f7",0.999999959847417,4.87712549486688,0.997656634396412,0.100604850345715,3.54056910229826,2.28941448268411,1.63283307503881,2.22391357223655,NA,NA,NA,NA,-28.9923025549447,0,2,"Unfair"
"ID52","5a5d1194acc75b00017a7b8f",0.78333464273699,2.1044667000918,0.484370889032608,0.185586897876578,0.597295814748585,-1.22791823953184,1.93530651054303,1.00146195074668,NA,NA,NA,NA,-27.6406441754834,9,4,"Fair"
"ID53","5a69d77a56585a0001633482",0.999977815477916,6.55572930793146,0.999442205022339,5.87879085599409,2.82760028216602,8.62425133915982,1.29275758741857,0.971520984908102,NA,NA,NA,NA,-69.7570128468252,2,4,"Unfair"
"ID54","5a6f7604ff6f2300013edcd8",0.730878634586952,0.196487111528702,0.999913371018074,4.43554173772434,1.09609551619419,0.48631646350388,0.107387676841954,0.166034097874775,NA,NA,NA,NA,-41.1046011854319,3,0,"Unfair"
"ID55","5a8b513317ef35000170b86f",0.987838834059688,1.455910138185,0.93506760920206,0.880204534936168,1.03666719196635,-4.47254962565917,0.286770106445273,0.330889101948055,NA,NA,NA,NA,-34.9823821811309,10,6,"Unfair"
"ID56","5a8c78b0ae9a0b0001aa27fd",0.54936155765697,0.387957906038944,0.912694360863458,2.72149430342671,7.94802481489671,-0.379941993897205,2.52912106676807,2.26314383064722,NA,NA,NA,NA,-76.4175101870417,21,2,"Fair"
"ID57","5a90460d1eda41000135f918",0.594870789159477,0.8313213219121,0.862750493174915,2.5396393111918,0.54078189075516,4.17978099152654,0.623424651637873,0.248336816771166,NA,NA,NA,NA,-55.9362449430354,8,6,"Unfair"
"ID58","5a94a3344eecca0001dd3c52",0.000514088621072232,5.92438773397715,0.997606575065815,2.46459945770693,0.494606091379464,-9.94815494472181,0.528727882647186,0.364621128526765,NA,NA,NA,NA,-32.4383999416203,0,2,"Fair"
"ID59","5a9d68a3dbdb470001eefb79",0.962368311103011,1.66539558139365,0.94607798825846,1.75492638821182,0.205022214110311,-5.25231876087507,0.575543488704536,0.759690070930749,NA,NA,NA,NA,-0.422794820661831,8,6,"Unfair"
"ID60","5aa696af6219a30001c75d2a",0.055787626596628,0.754139706149558,0.0130539591827616,0.675986811523849,1.44591660585758,0.999264981206605,1.23922906253783,2.3839845007453,NA,NA,NA,NA,-60.1464556583659,0,4,"Fair"
"ID61","5aa9528235237b0001132675",0.637753326325807,0.318846489541587,0.605363027243023,0.352862725003837,1.25240275126607,2.53182183477006,0.610137902679329,0.442296751167588,NA,NA,NA,NA,-53.348378467417,6,1,"Unfair"
"ID62","5ab3bc131204f90001c965bd",0.00092155356987465,0.681607304819938,1.34642640543344e-07,3.79996338183284,3.15010804695103,-0.0191284131539105,0.984484643597166,1.2232127392389,NA,NA,NA,NA,-39.7903497532767,4,6,"Fair"
"ID63","5ab4e55cf69e940001d8d3bf",0.61208443681565,1.76939132264039,0.409929709039552,1.14034681684926,1.75386677080389,6.08277483314517,0.509085831557712,0.370938711696485,NA,NA,NA,NA,-60.6312034597777,7,1,"Unfair"
"ID64","5ab5509cf69e940001d8d954",0.487986666392166,0.15683727653855,0.499550043316281,0.425435871882727,0.395309672240114,-6.45454649757048,1.85188924119593,1.31032482189843,NA,NA,NA,NA,-41.7216529355105,11,5,"Fair"
"ID65","5ac3b825e734400001da2436",0.3974526712201,2.67298918816625,0.636267301860235,2.70085911585401,2.63751369077763,-1.14894496216288,0.221888105687195,0.10055287562656,NA,NA,NA,NA,-85.2296558282887,1,2,"Fair"
"ID66","5ad3bfc75b53cb0001f35839",0.445645789086811,0.146438121099366,0.511435746936073,0.207172820775513,2.47446800355731,-8.67836725279617,1.59931250313804,1.03686925534326,NA,NA,NA,NA,-49.8319267091243,0,2,"Fair"
"ID67","5ad658e2a38d7b00013afe89",0.22050256990629,0.30262853737391,0.995629509501147,2.30249571358259,2.91248988002466,7.31371875341534,2.8272239447085,0.752174372147477,NA,NA,NA,NA,-53.4307954728828,0,5,"Unfair"
"ID68","5adf629ddee8590001b05f7b",4.83040543540428e-05,0.00318761687821477,0.647297752347229,0.0947429300485115,5.47522126356703,1.90598483626087,4.23971332268461,0.00428020106499944,NA,NA,NA,NA,-97.7886762041762,0,8,"Fair"
"ID69","5ae1a263066c510001d48146",0.232479089114022,1.40473480186675,0.234646418918967,1.43357613531999,0.0367741984518233,-2.04970949337012,0.509528059703835,0.487905731050095,NA,NA,NA,NA,-40.7530935068276,6,1,"Fair"
"ID70","5ae59bec7edeb000014a828c",0.999580000802848,2.54586849233402,0.987965170368043,1.18132573799895,4.1949230360545,-1.15292222868598,0.675558538377353,0.294184639688039,NA,NA,NA,NA,-62.2791223984825,2,0,"Unfair"
"ID71","5ae9f13b9b283d00017ee04d",0.766908750485939,0.918244570182347,0.999473441564801,2.14013641431627,1.87169563488078,-1.0644494709525,1.39989070254651,1.78316199175273,NA,NA,NA,NA,-56.476994499449,6,0,"Fair"
"ID72","5af344dfdf9933000161f47a",0.00495471875185052,0.626436347920407,0.999820530685478,2.61782243871335,2.68419172892536,3.72282367775923,0.36798120695871,0.719241817034648,NA,NA,NA,NA,-40.8615533024435,0,3,"Unfair"
"ID73","5afc2d1f2406810001d625c0",0.00246383607903604,0.337291312432451,0.96194091141083,1.47454430366614,2.0245204019444,1.09381885473411,0.0460139647992627,0.648806450987169,NA,NA,NA,NA,-33.1555197445971,1,8,"Unfair"
"ID74","5b1d5e16503f020001e684aa",0.920106606354825,1.65796065908478,0.944303737657838,1.48477526574604,0.185921896554189,-5.17058233623932,0.750588389194165,0.485185948338989,NA,NA,NA,NA,-0.433167934862654,11,4,"Unfair"
"ID75","5b1ed2783522660001b464eb",0.998099117938235,1.2066887314053,0.999978285075329,1.72989654949535,1.16635815064937,0.786905953376404,1.31023198327154,1.64270893943017,NA,NA,NA,NA,-59.5997778033972,0,2,"Unfair"
"ID76","5b1fe253b803da0001dfbc8d",0.983145835368825,2.76921188241861,0.625104177829341,0.0311164769854326,9.72734409621752,1.65214586747692,1.6744184050426,0.124034543584226,NA,NA,NA,NA,-61.1535081213776,6,0,"Unfair"
"ID77","5b35bd1d532e3d00018e8b27",0.276612020148017,0.0501265951729069,0.965102199898913,0.633409678317097,1.1252277473901,2.357952456066,1.88422223745949,0.936560139861473,NA,NA,NA,NA,-18.5081622993331,0,3,"Unfair"
"ID78","5b491b4eac6f5a0001549493",0.999930784652878,1.17221178306912,0.997962936342293,2.63977834282515,1.20896481648058,-2.46713359732882,0.325603516057989,0.15440590944044,NA,NA,NA,NA,-28.888638326324,13,3,"Fair"
"ID79","5b49d3a519f8e70001b7df02",0.0996917079994387,1.79917628325283,0.862407030850682,0.105435829242908,1.59365740596779,-11.6800508785807,1.13037867001331,0.681031528424616,NA,NA,NA,NA,-18.6542529339618,0,3,"Unfair"
"ID80","5b5d4bfc4e945800017db533",0.382654643727189,5.62299934032913,0.899815005171013,3.33230169277531,2.07957235688794,11.8445876606666,1.00979589012345,1.09042197712591,NA,NA,NA,NA,-76.9411788277074,2,0,"Unfair"
"ID81","5b5dfd9c4e945800017dcd79",0.00347261402321656,1.61162854241639,5.89616779757374e-06,6.50815723152796,1.83199099822229,-3.32798650098195,4.93674888629882,5.57329208447188,NA,NA,NA,NA,-33.5852831131318,0,6,"Unfair"
"ID82","5b630cec6abdd90001d98c3f",0.0115739390174583,6.59067243633077,0.935708361625198,2.11636081951767,2.05463856678291,-11.6535532570418,0.409797959811665,1.83911816167449,NA,NA,NA,NA,-45.8748929284211,6,5,"Fair"
"ID83","5b707d214415ce0001b1fd78",1.78620377433026e-07,2.21333305189244,0.837420809858371,3.13724786708577,0.714720010024634,1.64053381816235,1.76276897018362,1.99746376196876,NA,NA,NA,NA,-9.92519120848201,2,8,"Fair"
"ID84","5b72d8042aeef10001972da0",0.020876991489497,3.54030082547583,0.798032388796239,1.74422883554332,0.429850492518364,0.658289276784411,1.02662263589045,0.036348929139312,NA,NA,NA,NA,-60.1249314847225,1,3,"Unfair"
"ID85","5b8fe19ae3a406000131f1a6",0.763401722077876,0.510003149600665,0.0237445143671807,0.428182339696823,5.73364501882471,-9.5744344021806,1.02277045993012,2.25528845926831,NA,NA,NA,NA,-46.0851147361752,5,2,"Unfair"
"ID86","5b97a1e083bd380001b92485",0.376508919200509,3.94914803023199,0.573317678693112,4.28849397048214,0.0644752792493042,0.302423700478437,0.215020759908411,0.227441495156593,NA,NA,NA,NA,-34.0888773462071,0,6,"Unfair"
"ID87","5b9e1e607b196f000195b599",5.56782881092136e-08,2.17371525868292,0.966379895441211,2.29624789814711,1.55333011781449,3.50107093897823,0.885169216974748,0.347431343100523,NA,NA,NA,NA,-29.8189002847736,0,8,"Unfair"
"ID88","5bb756696322c5000159756c",0.580154865639144,0.775373238749559,0.634437656798671,1.11390665957253,0.165797593042705,-5.84148854589089,0.438813693007406,0.268633554401513,NA,NA,NA,NA,-31.2185028534798,3,9,"Fair"
"ID89","5bbe3c5cee6586000142be43",0.0312970078214547,7.36369971373521,0.954965810921736,5.55301760400356,7.78326957082779,0.244295278806406,7.66011764693329,7.60756039375092,NA,NA,NA,NA,-67.5793842838972,11,2,"Unfair"
"ID90","5bc08c345e8a950001892156",0.000394390858507423,0.120061175560687,0.754990287755513,0.402560013939301,2.70464462103298,1.23733469919434,3.25082710649795,0.0633206747432787,NA,NA,NA,NA,-31.6017484758812,0,9,"Unfair"
"ID91","5bc642c0069008000139d18b",0.0475561299394415,0.474642322773375,0.887500340564451,3.20887431183371,1.01398920834409,-1.11278160858152,0.987936738549206,0.0113252919403149,NA,NA,NA,NA,-53.3903175663333,1,9,"Unfair"
"ID92","5bdc3c8182698d0001f076c3",0.208013979926545,0.0493752282209679,0.999672142638776,5.10964963370531,1.57457467304895,4.6342161187997,1.75287184617988,0.909909774297193,NA,NA,NA,NA,-33.5430332112766,0,7,"Unfair"
"ID93","5be1f75bd536990001a4410c",0.027864803350757,5.60718001820645,0.256894893201224,1.62701139575942,1.50215761096597,-9.45080183447229,0.359785972904972,1.05547692031485,NA,NA,NA,NA,-68.2947954094397,1,4,"Fair"
"ID94","5be2fadf5e9fd30001696162",0.995479523343601,0.830944646237744,0.999990320212092,1.6683090922086,2.8542591891411,4.82950461505196,1.74339123870987,1.76134633677094,NA,NA,NA,NA,-66.4263912704305,1,7,"Unfair"
"ID95","5be415810241050001ca2318",0.999994142523079,0.544603812081536,0.936711596333786,0.00602327836321653,2.4437233808997,5.95963878295389,0.846973206077894,6.17024868892979,NA,NA,NA,NA,-83.5324712782155,0,5,"Fair"
"ID96","5bec2847ac6b780001fec122",0.0429020570061784,0.833088111032077,0.0696127679592002,1.338841702967,0.220166642465006,-2.76690986928636,0.749773085016159,0.532949629102607,NA,NA,NA,NA,-34.0314467733337,0,9,"Fair"
"ID97","5bec6a8b1209fb00011bb521",0.851661753231891,8.68042561629485,0.989939205147673,7.95791041793759,6.21366111455594,-0.095777894095097,3.46004412936857,3.42683706715685,NA,NA,NA,NA,-72.8744894599123,0,7,"Fair"
"ID98","5beefb60e015710001cbb721",0.982064182392949,2.03623643588951,0.9917694585915,0.340282010336325,2.35911342780115,-2.14795750483867,0.928596591402652,0.951520517390856,NA,NA,NA,NA,-43.7019352511624,14,3,"Unfair"
"ID99","5bf2f728bd9f150001f6cc42",0.00385209855952693,3.29605613132232,0.0424845840628681,4.51994969666426,1.80266802468081,-1.26910028224262,7.14570177734616,7.31610068719513,NA,NA,NA,NA,-41.9765764218748,32,6,"Fair"
