"","ID","tau","lrc","reset","sal","mem","zeta","lp","sumll"
"ID208","5d53b3d1e8e8960018276120","0.01","0.99","0.01","1e-06","0.999999","0.1","-53.9596749300726","-43.9307223509196"
"ID209","5d53dbf16b0cf6001646dbf1","0.01","0.99","0.43","0.3","0.9","0.1","-57.98167758806","-52.4781107095998"
"ID210","5d5402545aef9b000118fd50","0.01","0.99","0.43","0.3","0.9","0.1","-24.6596323443829","-19.1560654659227"
"ID211","5d5560c71f535a00183d28e5","0.01","0.99","0.43","0.3","0.999999","0.1","-62.3939901398825","-55.7496666664939"
"ID212","5d5582d5c20c10001aaba934","0.01","0.99","0.43","0.3","0.999999","0.1","-35.7191845443531","-29.0748610709645"
"ID213","5d55a320d9450800172506d4","0.01","0.99","0.57","0.3","0.999999","0.1","-79.3870034817438","-72.7426800083551"
"ID214","5d55aa13b125380018b5562c","0.01","0.99","0.43","0.3","0.999999","0.0285721428571429","-29.9124578459979","-23.3544233489748"
"ID215","5d55b289e04e1c0017f5e602","0.01","0.99","0.43","0.3","0.999999","0.1","-98.2329820154082","-91.5886585420195"
"ID216","5d5728471da7d10001a1a600","0.01","0.99","0.43","0.3","0.9","0.1","-64.6460866084104","-59.1425197299502"
"ID217","5d5c1fec3690e5000187b4fb","0.01","0.99","0.43","0.3","0.999999","0.1","-78.1709187827476","-71.5265953093589"
"ID218","5d61aca9b242ef0001f125b3","0.01","0.99","0.01","1e-06","0.999999","0.1","-48.5805083794125","-38.5515558002595"
"ID219","5d62e42406ed5a001a2084f3","0.01","0.99","0.15","1e-06","0.999999","0.1","-36.9974436841282","-27.224049265721"
"ID220","5d643088609a430016a3d990","0.01","0.99","0.43","0.3","0.999999","0.1","-49.2296596764226","-42.585336203034"
"ID221","5d654a1e855d77001b10dd92","0.01","0.99","0.43","0.3","0.999999","0.1","-44.4388842566935","-37.7945607833049"
"ID222","5d692e475719130015a805cd","0.01","0.99","0.57","0.3","0.9","0.1","-37.9884505270088","-32.4848836485486"
"ID223","5d6ae722c160f500175daa9b","0.01","0.99","0.43","0.3","0.999999","0.0571432857142857","-30.8403210858225","-24.2587303421599"
"ID224","5d6eb1ba1c79b20001fa0386","0.01","0.99","0.43","0.3","0.999999","0.1","-43.2134963707892","-36.5691728974005"
"ID225","5d73e916515c8b001bed0c5d","0.01","0.99","0.43","0.3","0.999999","0.1","-46.3276942737023","-39.6833708003137"
"ID226","5d756ce093a94500163ea6a2","0.01","0.99","0.43","0.3","0.999999","0.0142865714285714","-22.699656478379","-16.1354337692958"
"ID227","5d7693e9e8e18a0001f28996","0.01","0.99","0.57","0.3","0.999999","0.1","-78.4942315486114","-71.8499080752227"
"ID228","5d78a675b04edb001a089150","0.01","0.99","0.43","0.3","0.999999","0.1","-43.7100728483616","-37.0657493749729"
"ID229","5d7e1d2db5bd580017d11cec","0.01","0.99","0.43","0.3","0.999999","0.1","-122.865183924788","-116.220860451399"
"ID230","5d8154a847a45600189e8f35","0.01","0.99","0.43","0.3","0.999999","0.1","-120.132731455079","-113.48840798169"
"ID231","5d825b9b812e1e001556261f","0.01","0.99","0.43","0.3","0.999999","0.1","-71.2521988988664","-64.6078754254777"
"ID232","5d85994fbbc0800019390cd4","0.01","0.99","0.99","0.3","0.985713428571429","0.0714288571428571","-23.5153078621846","-17.549458354165"
"ID233","5d87eff52447650001f822cc","0.01","0.99","0.43","0.3","0.999999","0.1","-98.7809170285239","-92.1365935551353"
"ID234","5d893e68f58b17000184839f","0.01","0.99","0.43","0.3","0.999999","0.0714288571428571","-34.0125539219829","-27.4123488965957"
"ID235","5d8f59c15231090015a7ae08","0.01","0.99","0.43","0.3","0.999999","0.1","-96.5173874660796","-89.873063992691"
"ID236","5d91a7c336017c00192a6755","0.01","0.99","0.43","0.3","0.999999","0.1","-45.3547673096996","-38.710443836311"
"ID237","5d921a2e34fc500016df8e5f","0.01","0.99","0.57","0.3","0.999999","0.0142865714285714","-23.7295670489248","-17.1653443398416"
"ID238","5d9d0791f03a95001726799d","0.01","0.99","0.57","0.3","0.999999","0.1","-65.4693274874456","-58.8250040140569"
"ID239","5d9e1929203419001625df07","0.01","0.99","0.01","1e-06","0.999999","0.1","-36.1813052919476","-26.1523527127946"
"ID240","5da1eb441b927a00168d2a30","0.01","0.99","0.99","1e-06","0.999999","0.1","-53.5361520595366","-43.5071994803835"
"ID241","5da4ae83fa7abd0016ddd461","0.01","0.99","0.43","0.3","0.9","0.1","-57.98167758806","-52.4781107095998"
"ID242","5db1b1b6cd3329000ba29566","0.01","0.99","0.43","0.3","0.9","0.1","-31.3240415066519","-25.8204746281917"
"ID243","5db1f2b6dd5fa3000a552ede","0.01","0.99","0.43","0.3","0.999999","0.1","-93.3570177272107","-86.7126942538221"
"ID244","5db4ab7dc8f993000c9d2c5f","0.01","0.99","0.57","0.3","0.9","0.1","-83.981257808713","-78.4776909302527"
"ID245","5db6ec97d9b41d000b2464eb","0.01","0.99","0.43","0.3","0.999999","0.1","-54.6861928420339","-48.0418693686453"
"ID246","5db8a8831d5c1a000e5bc4dc","0.01","0.99","0.43","0.3","0.999999","0.1","-81.5628643462556","-74.9185408728669"
"ID247","5db92f4d8e9761000d7d7a8b","0.01","0.99","0.43","0.3","0.999999","0.1","-52.409572142673","-45.7652486692844"
"ID248","5dba043b732f4c0607595ec5","0.01","0.99","0.57","0.3","0.999999","0.1","-62.0881173490415","-55.4437938756529"
"ID249","5dbab43dfbc6bc0d009d6c6e","0.01","0.99","0.57","0.3","0.999999","0.1","-52.2307615546515","-45.5864380812628"
"ID250","5dbc7bb351b13c22d8df0fe8","0.01","0.99","0.43","0.3","0.999999","0.1","-103.721298986937","-97.0769755135483"
"ID251","5dc486da84799a35fbede98d","0.01","0.99","0.43","0.3","0.999999","0.0142865714285714","-36.8278151150407","-30.2635924059576"
"ID252","5dc6eadc4d2b664e2ce6d319","0.01","0.99","0.43","0.3","0.999999","0.1","-68.3827885012692","-61.7384650278805"
"ID253","5dcb2bb4ae3b3b814b5fe27d","0.01","0.99","0.57","0.3","0.999999","0.1","-52.0416687666644","-45.3973452932757"
"ID254","5dcd4ccd0ee193016c26409f","0.01","0.99","0.43","0.3","0.999999","0.1","-71.912475285412","-65.2681518120233"
"ID255","5dcd9694f6695d000b53f502","0.01","0.99","0.43","0.3","0.999999","0.1","-100.714902722522","-94.0705792491335"
"ID256","5dce556e93729c0dd37e570c","0.01","0.99","0.43","0.3","0.999999","0.1","-83.4280009804247","-76.7836775070361"
"ID257","5dceb951381b67000e06113d","0.01","0.99","0.57","0.3","0.999999","0.1","-66.424481507906","-59.7801580345173"
"ID258","5dcfe05d1228d90e53724347","0.01","0.99","0.43","0.3","0.999999","0.1","-66.9204943269377","-60.2761708535491"
"ID259","5dd28e64cf08aa2982532314","0.01","0.99","0.57","0.3","0.999999","0.1","-104.307932185184","-97.6636087117955"
"ID260","5dd5b7e718beb657ad00c313","0.01","0.99","0.57","0.3","0.999999","0.1","-67.0533989019453","-60.4090754285567"
"ID261","5ddcf7679dac7cc5e395cd35","0.01","0.99","0.43","0.3","0.999999","0.1","-90.1124802863853","-83.4681568129966"
"ID262","5ddd9d0e40460ecfff653cb5","0.01","0.99","0.43","0.3","0.999999","0.1","-61.9632753159558","-55.3189518425672"
"ID263","5de1868db28cf71e8fd77007","0.01","0.99","0.57","0.3","0.999999","0.1","-64.4246704107671","-57.7803469373784"
"ID264","5de25cb38fde1c290dfa32a6","0.01","0.99","0.43","0.3","0.999999","0.1","-55.9907881365856","-49.346464663197"
"ID265","5de960efa71cf402386bfe40","0.01","0.99","0.01","1e-06","0.999999","0.1","-54.2656509507069","-44.2366983715538"
"ID266","5deaabae61513d1d56c7e52a","0.01","0.99","0.57","0.3","0.999999","0.1","-63.49087600109","-56.8465525277014"
"ID267","5dead046603cf720024181d8","0.01","0.99","0.57","0.3","0.999999","0.1","-39.5782495346804","-32.9339260612917"
"ID268","5dece22f8b5f8b3a80ab3f54","0.01","0.99","0.57","0.3","0.999999","0.1","-94.3971039892626","-87.752780515874"
"ID269","5def763ea484415fecd02221","0.01","0.99","0.43","0.3","0.999999","0.0857144285714286","-34.8911377399319","-28.2698158072855"
"ID270","5df77c5f69a11751a9e8c6d7","0.01","0.99","0.57","0.3","0.999999","0.1","-93.0918921517035","-86.4475686783149"
"ID271","5dfa688379f2fa7b1cdf180f","0.01","0.99","0.43","0.3","0.999999","0.1","-104.305133056563","-97.6608095831747"
"ID272","5dfa781efa3d107cc08854a9","0.01","0.99","0.57","0.3","0.999999","0.1","-97.7808132453191","-91.1364897719304"
"ID273","5e0125d4c12a36d0d6b84b93","0.01","0.99","0.57","0.3","0.999999","0.1","-51.2200051681036","-44.575681694715"
"ID274","5e06174335a7a5006aa0df98","0.01","0.99","0.57","0.3","0.999999","0.0714288571428571","-36.9323543114482","-30.332149286061"
"ID275","5e067f13e632e10594734ab5","0.01","0.99","0.57","0.3","0.999999","0.1","-86.9621809771219","-80.3178575037333"
"ID276","5e0b3cf40db89237cdbd9e31","0.01","0.99","0.57","0.3","0.999999","0.1","-90.3970962115962","-83.7527727382075"
"ID277","5e0f26b63ccda26295505f0d","0.01","0.99","0.57","0.3","0.999999","0.1","-44.4269784062073","-37.7826549328187"
"ID278","5e0f5f8658a5c768bf461df8","0.01","0.99","0.57","0.3","0.999999","0.1","-47.7080892630121","-41.0637657896234"
"ID279","5e1339cd11d87998afeb8825","0.01","0.99","0.43","0.3","0.999999","0.1","-49.5244953464571","-42.8801718730685"
"ID280","5e13a1381e2e589db94cd20b","0.01","0.99","0.57","0.3","0.999999","0.1","-47.6558768375175","-41.0115533641289"
"ID281","5e14c7c3cbfadc000d032ddf","0.01","0.99","0.57","0.3","0.999999","0.1","-76.5468971950837","-69.9025737216951"
"ID282","5e15da8a805a30bcd2ed796d","0.01","0.99","0.43","0.3","0.999999","0.1","-71.3023728457953","-64.6580493724067"
"ID283","5e185c397eeb87000d989683","0.01","0.99","0.43","1e-06","0.999999","0.1","-42.1959963915573","-32.4879569657436"
"ID284","5e18c4dd21c2a7000c60f8cf","0.01","0.99","0.43","0.3","0.999999","0.1","-61.8869126767054","-55.2425892033167"
"ID285","5e18ca0eba65e719f09679ba","0.01","0.99","0.43","0.3","0.999999","0.1","-82.0141465450763","-75.3698230716876"
"ID286","5e1ceadb86880807648d5ec0","0.01","0.99","0.43","0.3","0.999999","0.1","-74.7679819549571","-68.1236584815684"
"ID287","5e21d5235f39764b9b58af17","0.01","0.99","0.43","0.3","0.999999","0.1","-47.5498180044845","-40.9054945310958"
"ID288","5e222f8048ea75061f1eb5c7","0.01","0.99","0.01","1e-06","0.999999","0.1","-44.1468933198743","-34.1179407407213"
"ID289","5e26e486fcf95e90fcc7c175","0.01","0.99","0.57","0.3","0.999999","0.1","-61.3822609092652","-54.7379374358766"
"ID290","5e2c2d3a8800e72590334bdb","0.01","0.99","0.43","0.3","0.999999","0.1","-51.0703419523739","-44.4260184789852"
"ID291","5e2c96a6ec357b2b16b15d31","0.01","0.99","0.43","0.3","0.999999","0.1","-56.8604562335921","-50.2161327602035"
"ID292","5e3012c68dc3120111433304","0.01","0.99","0.57","1e-06","0.999999","0.1","-38.863137778579","-29.1550983527654"
"ID293","5e30492697a58001749fce6b","0.01","0.99","0.43","0.3","0.999999","0.1","-55.7808792063477","-49.1365557329591"
"ID294","5e317e93287816155e5ac60d","0.01","0.99","0.43","0.3","0.999999","0.1","-83.5787128877776","-76.934389414389"
"ID295","5e32c95c87b8ef28e5aff6ea","0.01","0.99","0.57","0.3","0.999999","0.1","-71.3808739532731","-64.7365504798845"
"ID296","5e32d8909af66c000b4d8a82","0.01","0.99","0.43","0.3","0.999999","0.1","-41.5207284552933","-34.8764049819046"
"ID297","5e33190a5a41122e93c40989","0.01","0.99","0.57","0.3","0.999999","0.1","-109.453473670193","-102.809150196805"
"ID298","5e3326095a41122f66244612","0.01","0.99","0.43","0.3","0.999999","0.1","-79.4308403913949","-72.7865169180062"
"ID299","5e34a2c2f1319b4763f82289","0.01","0.99","0.43","0.3","0.999999","0.1","-75.3049488340571","-68.6606253606684"
"ID300","5e360848a42bce5c5fce0b89","0.01","0.99","0.43","0.3","0.999999","0.1","-110.198623162224","-103.554299688835"
"ID301","5e3aa9e1764672000d62723d","0.01","0.99","0.01","1e-06","0.999999","0.1","-43.0966706704785","-33.0677180913255"
"ID302","5e3b07fddc4a3431fbcc6235","0.01","0.99","0.43","0.3","0.999999","0.1","-40.4725114518774","-33.8281879784887"
"ID303","5e3b0defeab8663234a735c0","0.01","0.99","0.43","0.3","0.9","0.1","-31.3240415066581","-25.8204746281979"
"ID304","5e3c595d955ce604ac669fcb","0.01","0.99","0.57","0.3","0.999999","0.1","-50.6730149193766","-44.0286914459879"
"ID305","5e43e3fdb58b932646448d07","0.01","0.99","0.43","0.3","0.999999","0.1","-58.0578536084451","-51.4135301350565"
"ID306","5e443478b58b932c06d95bbf","0.01","0.99","0.01","1e-06","0.999999","0.1","-41.7218928396236","-31.6929402604706"
"ID307","5e44375e6294c22ba48ef3b7","0.01","0.99","0.57","0.3","0.999999","0.0142865714285714","-27.0086872094087","-20.4444645003255"
"ID308","5e4503cbc031dd370fd4aae3","0.01","0.99","0.43","0.3","0.999999","0.1","-41.2450620488126","-34.600738575424"
"ID309","5e4554f745ab32032eb5205b","0.01","0.99","0.43","0.3","0.999999","0.1","-66.0674097539803","-59.4230862805916"
"ID310","5e45c6a821fc4a089b895774","0.01","0.99","0.43","0.3","0.999999","0.1","-61.0312505061203","-54.3869270327316"
"ID311","5e4721a7eab94f1f27d57fe0","0.01","0.99","0.57","0.3","0.999999","0.0428577142857143","-35.3907607832024","-28.824109810626"
"ID312","5e47ad846c3d4425c60ccbe5","0.01","0.99","0.43","0.3","0.999999","0.1","-61.0213931179703","-54.3770696445817"
"ID313","5e4c1b96d4ca7604f95231e0","0.01","0.99","0.01","1e-06","0.999999","0.1","-55.557412875624","-45.528460296471"
"ID314","5e4feb8037713502e9ed364b","0.01","0.99","0.57","0.3","0.999999","0.1","-54.2910336084364","-47.6467101350478"
"ID315","5e5024d8b0c66e06d4d4c5d8","0.01","0.99","0.15","1e-06","0.999999","0.1","-40.3614219148163","-30.588027496409"
"ID316","5e505e8297da520a2f046a09","0.01","0.99","0.71","1e-06","0.999999","0.1","-34.6704257932635","-24.9449587997998"
"ID317","5e510d0760dd0913e45370dc","0.01","0.99","0.57","0.3","0.999999","0.1","-73.5106231752353","-66.8662997018466"
"ID318","5e516283779c71000b8e4493","0.01","0.99","0.43","0.3","0.9","0.1","-77.9749046491112","-72.471337770651"
"ID319","5e54041653ecf1405f8b228c","0.01","0.99","0.43","0.3","0.999999","0.1","-56.6114740932201","-49.9671506198315"
"ID320","5e58333d4b439f04b1069026","0.01","0.99","0.99","1e-06","0.999999","0.1","-35.7029122887147","-25.6739597095617"
"ID321","5e59a78652cf771b84dc6da7","0.01","0.99","0.43","0.3","0.999999","0.1","-39.593238822829","-32.9489153494404"
"ID322","5e5a5cff514eb6000d5c5354","0.01","0.99","0.57","0.3","0.999999","0.1","-44.2147207154863","-37.5703972420977"
"ID323","5e5ad8d315b8d42db10b84ce","0.01","0.99","0.43","0.3","0.999999","0.1","-65.9621184641538","-59.3177949907651"
"ID324","5e5bb20d6551fe38c99ede03","0.01","0.99","0.43","0.3","0.999999","0.1","-44.6894453162783","-38.0451218428896"
"ID325","5e5fc346cf3e300453d01cde","0.01","0.99","0.43","0.3","0.999999","0.1","-61.3544670749571","-54.7101436015685"
"ID326","5e662ebd5c28e1000c543cab","0.01","0.99","0.01","1e-06","0.999999","0.0571432857142857","-25.0631002002375","-15.0968803508105"
"ID327","5e6684fbad227705baafcd27","0.01","0.99","0.43","0.3","0.999999","0.0714288571428571","-39.2315265809498","-32.6313215555626"
"ID328","5e67d165cbb37e037909c20f","0.01","0.99","0.57","0.3","0.999999","0.1","-76.8069589871158","-70.1626355137271"
"ID329","5e68e37d1f156a187d75e7b8","0.01","0.99","0.57","0.3","0.999999","0.1","-79.0309317074271","-72.3866082340384"
"ID330","5e6a53649dae0e000cbe6857","0.01","0.99","0.57","0.3","0.999999","0.0285721428571429","-32.3597330247864","-25.8016985277633"
"ID331","5e6e37cf6c47283eaa39ceeb","0.01","0.99","0.01","1e-06","0.999999","0.1","-104.892795660586","-94.8638430814325"
"ID332","5e6e5193add3930009257bb0","0.01","0.99","0.01","1e-06","0.999999","0.1","-40.5218977676027","-30.4929451884497"
"ID333","5e6ec0b3b0939647aa5cfd10","0.01","0.99","0.43","0.3","0.999999","0.1","-95.9957913866113","-89.3514679132226"
"ID334","5e70af30559b240008daeae3","0.01","0.99","0.43","0.3","0.999999","0.1","-85.443690465046","-78.7993669916574"
"ID335","5e70dca90e26b505a29430ba","0.01","0.99","0.57","0.3","0.999999","0.1","-97.8760449152483","-91.2317214418596"
"ID336","5e7119565b050e0255fc4577","0.01","0.99","0.43","0.3","0.999999","0.1","-94.7581922858043","-88.1138688124156"
"ID337","5e713a14dcb6a904c303ade8","0.01","0.99","0.43","0.3","0.999999","0.1","-100.198424039759","-93.5541005663703"
"ID338","5e722d54811ec3046b5defbd","0.01","0.99","0.01","0.3","0.999999","0.1","-85.3379903785721","-78.3727537518441"
"ID339","5e7257649b289e07c047155f","0.01","0.99","0.43","0.3","0.9","0.1","-61.3138820982352","-55.810315219775"
"ID340","5e7412a64f333138fb44c599","0.01","0.99","0.57","0.3","0.999999","0.1","-37.6405279912317","-30.9962045178431"
"ID341","5e7772003da1362dc44fdea9","0.01","0.99","0.01","1e-06","0.999999","1e-06","-22.1540724070727","-11.7549246102029"
"ID342","5e77733a2e31442cbf638265","0.01","0.99","0.99","0.3","0.9","0.1","-85.4928300166873","-79.6683499848877"
"ID343","5e7921fcbd76c94d6b4fac57","0.01","0.99","0.57","0.3","0.999999","0.1","-64.5763139168273","-57.9319904434386"
"ID344","5e7c7bf3ca18002bd9cf6eca","0.01","0.99","0.43","0.3","0.999999","0.0285721428571429","-29.8708551917711","-23.312820694748"
"ID345","5e7c94cc23469b0172ccdb3f","0.01","0.99","0.57","0.3","0.999999","0.1","-97.3283963608724","-90.6840728874838"
"ID346","5e804dbf2962d37261e58004","0.01","0.99","0.43","0.3","0.999999","0.1","-53.1264488149478","-46.4821253415592"
"ID347","5e808eb795fdc17626bcc164","0.01","0.99","0.43","0.3","0.999999","0.1","-96.0373824141921","-89.3930589408035"
"ID348","5e8237491699ef955427c59a","0.01","0.99","0.43","0.3","0.999999","0.1","-70.4561610981348","-63.8118376247461"
"ID349","5e83b9e3e3a9da1163fdd0dc","0.01","0.99","0.57","0.3","0.999999","0.1","-70.0966552137107","-63.4523317403221"
"ID350","5e850a7b45c5ca0ec7b99507","0.01","0.99","0.57","0.3","0.999999","0.1","-90.894734787927","-84.2504113145383"
"ID351","5e870beea13e700009960abe","0.01","0.99","0.43","0.3","0.999999","0.1","-56.2575625527647","-49.613239079376"
"ID352","5e87c4c242701c45712423d9","0.01","0.99","0.57","0.3","0.999999","0.1","-59.0094012751908","-52.3650778018022"
"ID353","5e87ef6eec9b3347e5eae408","0.01","0.99","0.57","0.3","0.999999","0.1","-42.0018009761498","-35.3574775027611"
"ID354","5e89f8a5141e8b69bf1ee867","0.01","0.99","0.43","0.3","0.999999","0.1","-72.0111841494942","-65.3668606761055"
"ID355","5e8b2835da38297d4e63e3cc","0.01","0.99","0.57","0.3","0.999999","0.1","-50.1191445471153","-43.4748210737266"
"ID356","5e8b765e88065404c4d50fe2","0.01","0.99","0.43","0.3","0.999999","0.1","-46.1155691938309","-39.4712457204423"
"ID357","5e8cb846e94a4406307d6da2","0.01","0.99","0.43","0.3","0.999999","0.1","-42.2189720938336","-35.574648620445"
"ID358","5e8d2e6df549ba100a770cba","0.01","0.99","0.57","0.3","0.9","0.1","-34.6562460168336","-29.1526791383733"
"ID359","5e8d804740aaf4000a51d9e9","0.01","0.99","0.57","0.3","0.999999","0.1","-54.2936049447793","-47.6492814713906"
"ID360","5e8e053e16b8100a136c871a","0.01","0.99","0.57","0.3","0.999999","0.1","-91.9774460738544","-85.3331226004658"
"ID361","5e8f4b597ec957073a4ea143","0.01","0.99","0.57","0.3","0.999999","0.1","-56.3491836176827","-49.7048601442941"
"ID362","5e8f8c171bd6f70ea39197d9","0.01","0.99","0.57","0.3","0.999999","0.0428577142857143","-35.6057705002178","-29.0391195276415"
"ID363","5e90c561bdeaf60737085250","0.01","0.99","0.43","0.3","0.999999","0.1","-95.1251814919931","-88.4808580186044"
"ID364","5e91c2c8cc3d6c4f2e8e8c30","0.01","0.99","0.57","0.3","0.999999","0.1","-59.683423442443","-53.0390999690543"
"ID365","5e93f6b64d246b73073c3ba1","0.01","0.99","0.57","0.3","0.999999","0.1","-62.595434110063","-55.9511106366744"
"ID366","5e96df278f41320009c08d70","0.01","0.99","0.57","0.3","0.999999","0.1","-41.4283281487935","-34.7840046754049"
"ID367","5e97f51d048d682c884ae09b","0.01","0.99","0.57","0.3","0.999999","0.1","-70.7435380099738","-64.0992145365852"
"ID368","5e998401c38a2e1b542531e2","0.01","0.99","0.01","1e-06","0.999999","0.1","-45.8490533259854","-35.8201007468323"
"ID369","5e99ad97cdf86a000855cea7","0.01","0.99","0.43","0.3","0.999999","0.1","-38.791229392314","-32.1469059189253"
"ID370","5e9eb7feae5c8e27ada35b9e","0.01","0.99","0.57","0.3","0.999999","0.1","-56.2584933962421","-49.6141699228534"
"ID371","5e9ec50dee2ccf0009319b7c","0.01","0.99","0.01","1e-06","0.999999","0.1","-82.7523466640701","-72.7233940849171"
"ID372","5e9eca0cd09bbd0008c315bc","0.01","0.99","0.43","0.3","0.999999","0.1","-72.0957624605716","-65.451438987183"
"ID373","5e9f383061281c0c4c598dc9","0.01","0.99","0.57","0.3","0.999999","0.1","-87.4675990245413","-80.8232755511526"
"ID374","5e9ffcf4db51941ad78e04f3","0.01","0.99","0.43","0.3","0.999999","0.1","-39.574346566502","-32.9300230931134"
"ID375","5ea01b4b2d7b4d0243d93f78","0.01","0.99","0.57","0.3","0.999999","0.1","-113.103667088946","-106.459343615558"
"ID376","5ea03ed29cb1f00672af3eda","0.01","0.99","0.57","0.3","0.999999","0.1","-95.3910869239101","-88.7467634505214"
"ID377","5ea04f7f43bc6507508c9aba","0.01","0.99","0.57","0.3","0.999999","0.1","-58.6036369370423","-51.9593134636536"
"ID378","5ea0516dee594a000932857a","0.01","0.99","0.43","0.3","0.999999","0.1","-49.6824080330612","-43.0380845596725"
"ID379","5ea0619b737ba601d76cc9ff","0.01","0.99","0.43","0.3","0.999999","0.1","-63.8334504417452","-57.1891269683565"
"ID380","5ea06914c2b73202ae7a3f29","0.01","0.99","0.57","0.3","0.999999","0.1","-59.3196951230489","-52.6753716496603"
"ID381","5ea0a23a2c66d008a96313a8","0.01","0.99","0.01","1e-06","0.999999","0.1","-43.6370599501988","-33.6081073710458"
"ID382","5ea14bf64f71e2000acbc618","0.01","0.99","0.43","0.3","0.999999","0.1","-68.3672628324518","-61.7229393590631"
"ID383","5ea15f2e173fb7000932a6ff","0.01","0.99","0.43","0.3","0.999999","0.1","-47.1773584544668","-40.5330349810781"
"ID384","5ea16f92a2f503017ada93dc","0.01","0.99","0.43","1e-06","0.999999","0.1","-45.5251307081154","-35.8170912823017"
"ID385","5ea1950819664f04542a50bf","0.01","0.99","0.43","0.3","0.999999","0.1","-43.6096699592837","-36.965346485895"
"ID386","5ea19c748809ad05af2d33d1","0.01","0.99","0.57","0.3","0.999999","0.1","-65.6210291631279","-58.9767056897393"
"ID387","5ea31e2cfe333e274552c8d6","0.01","0.99","0.57","0.3","0.999999","0.1","-66.1539437071667","-59.5096202337781"
"ID388","5ea343dd9b066613c3804f6e","0.01","0.99","0.57","0.3","0.999999","0.1","-50.3829231168187","-43.7385996434301"
"ID389","5ea350945df820104602e2d0","0.01","0.99","0.57","0.3","0.999999","0.1","-61.8006801823788","-55.1563567089902"
"ID390","5ea35c4c1d36a81597d48873","0.01","0.99","0.43","0.3","0.999999","0.1","-90.2347138620281","-83.5903903886394"
"ID391","5ea4864445b9ce057f270e90","0.01","0.99","0.43","0.3","0.999999","0.1","-74.0262723840196","-67.3819489106309"
"ID392","5ea4886d2da60f057634cabc","0.01","0.99","0.57","0.3","0.999999","0.1","-98.7310523278393","-92.0867288544506"
"ID393","5ea4a9cac3872a06b560229f","0.01","0.99","0.57","0.3","0.999999","0.1","-65.0974847952218","-58.4531613218331"
"ID394","5ea5cf998366db5d39a2dcb0","0.01","0.99","0.43","0.3","0.999999","0.1","-124.179402592633","-117.535079119244"
"ID395","5ea611dda778214a5e89fbf2","0.01","0.99","0.57","0.3","0.999999","0.1","-100.66944565495","-94.025122181561"
"ID396","5ea69195ed92c0000a285a1d","0.01","0.99","0.57","0.3","0.999999","0.1","-47.4410705082534","-40.7967470348648"
"ID397","5ea721158bfde70ca3b31580","0.01","0.99","0.01","1e-06","0.999999","0.1","-39.1582569901733","-29.1293044110203"
"ID398","5ea824f580b9ef228f589930","0.01","0.99","0.57","0.3","0.999999","0.0285721428571429","-26.7358586082019","-20.1778241111787"
"ID399","5ea85f0ccbdc9b0aaa815e39","0.01","0.99","0.57","0.3","0.999999","0.0714288571428571","-38.5136369953193","-31.9134319699321"
"ID400","5ea889bc80b9ef2d0e1fda83","0.01","0.99","0.57","0.3","0.999999","0.1","-69.4476827469935","-62.8033592736049"
"ID401","5ea96eb7083ea5057fd3003c","0.01","0.99","0.43","0.3","0.999999","0.0285721428571429","-30.9483251468159","-24.3902906497927"
"ID402","5ea97f82f47d1e074f75a5b2","0.01","0.99","0.57","0.3","0.999999","0.1","-64.234525975026","-57.5902025016374"
"ID403","5ea9d6ef7223d915f9157284","0.01","0.99","0.43","0.3","0.999999","0.1","-44.298304307678","-37.6539808342894"
"ID404","5eaa8fa180e800012e13e9b8","0.01","0.99","0.01","1e-06","0.999999","0.0714288571428571","-29.3909580196989","-19.4061238885473"
"ID405","5eaaa1f09980ee025a0e1f12","0.01","0.99","0.57","0.3","0.999999","0.1","-93.6437397935384","-86.9994163201497"
"ID406","5eaabd69a768fc01c972b6ea","0.01","0.99","0.57","0.3","0.999999","0.0571432857142857","-29.1209677625786","-22.539377018916"
"ID407","5eab1f263437620e2c6909eb","0.01","0.99","0.43","0.3","0.999999","0.1","-70.9903310163629","-64.3460075429743"
"ID408","5eab3a9bfec73d10dc9291f7","0.01","0.99","0.43","0.3","0.999999","0.1","-77.6968312418207","-71.0525077684321"
"ID409","5eac2efe4efbe80621541711","0.01","0.99","0.01","1e-06","0.999999","0.1","-93.8137777904181","-83.7848252112651"
"ID410","5eac70db94edd22d57fa00c4","0.01","0.99","0.57","0.3","0.999999","0.1","-48.3180445871802","-41.6737211137916"
"ID411","5ead4a2f13f83a3cf7f69d13","0.01","0.99","0.57","1e-06","0.999999","0.1","-38.2274681307678","-28.5194287049541"
"ID412","5eb1ad7d6e2f922d409a33f4","0.01","0.99","0.43","0.3","0.999999","0.1","-49.0554020781594","-42.4110786047708"
"ID413","5eb2796f11e9d21ccfc58b17","0.01","0.99","0.57","0.3","0.999999","0.1","-40.6420373662164","-33.9977138928278"
"ID414","5eb2ced773246705b92e0774","0.01","0.99","0.57","0.3","0.999999","0.1","-53.7341507507743","-47.0898272773856"
"ID415","5eb2e35ef11f47099b68d077","0.01","0.99","0.01","1e-06","0.999999","0.1","-54.5450615424735","-44.5161089633205"
"ID416","5eb2e570f2dbc909af1e16f7","0.01","0.99","0.01","1e-06","0.999999","0.0857144285714286","-31.1544157828179","-21.1484647444071"
"ID417","5eb415e40b324a222db46f01","0.01","0.99","0.43","0.3","0.999999","0.1","-44.5234088532464","-37.8790853798578"
