"","ID","tau","lrc","reset","sal","mem","zeta","lp","sumll"
"ID27","5883d68d300c0b000113db56","2.20071021028099","0.85","0.99","1e-06","0.999999","1e-06","-41.2458861514229","-34.3273120679171"
"ID28","58c3c197da66280001b3c6e8","4.69117278543542","0.57","0.71","1e-06","0.999999","1e-06","-48.4515058682494","-41.9354719200902"
"ID29","58cef97d5e07b6000139fa16","4.69117278543542","0.29","0.85","1e-06","0.999999","1e-06","-68.6538882426271","-62.504268792622"
"ID30","58f364d67b2e410001c2ed1d","0.05","0.29","0.71","1e-06","0.999999","1e-06","-6.67702698809111","-2.50438932705408"
"ID31","58f89d1cedf274000143eb4e","0.05","0.29","0.43","1e-06","0.999999","1e-06","-5.94808078549078","-1.79287069210378"
"ID32","58fa6e1bd0055c0001dd838a","0.106583155826692","0.01","0.99","1e-06","0.999999","1e-06","-29.5203571711509","-23.9093737134879"
"ID33","590f202eea0e130001039e1f","4.69117278543542","0.71","0.85","1e-06","0.999999","1e-06","-48.5840543058446","-41.5390508087846"
"ID34","593ead9ea514380001e5cf86","2.20071021028099","0.57","0.15","1e-06","0.999999","1e-06","-34.0481473774234","-28.7650563322225"
"ID35","595339f4ad2ce90001b88266","0.106583155826692","0.01","0.99","1e-06","0.999999","1e-06","-28.2706694892528","-22.6596860315898"
"ID36","5953d37b3d663c00011d233c","4.69117278543542","0.15","0.71","1e-06","0.999999","1e-06","-70.3351823721827","-64.1738246018525"
"ID37","598ab1ed19432500016fafa1","1.03239118471","0.01","0.99","1e-06","0.999999","1e-06","-70.4803055217987","-64.6674875483964"
"ID38","5991c4a8e339120001fb8c7e","4.69117278543542","0.71","0.57","1e-06","0.999999","1e-06","-53.2648447788164","-46.28519627435"
"ID39","5995ed90d1732a00013425c5","4.69117278543542","0.15","0.15","1e-06","0.999999","1e-06","-63.070344574016","-56.8610593787423"
"ID40","599614af004c4f0001cc8642","0.484312542963499","0.01","0.15","1e-06","0.999999","1e-06","-49.062329709097","-43.685752766113"
"ID41","59c80c180aaf750001213cbf","2.20071021028099","0.57","0.99","1e-06","0.999999","1e-06","-35.4652934940296","-29.9266442880829"
"ID42","59d38d62323bd80001e200bc","0.484312542963499","0.01","0.99","1e-06","0.999999","1e-06","-64.0356911932508","-58.403556089521"
"ID43","59d4b084115096000190dbce","2.20071021028099","0.43","0.99","1e-06","0.999999","1e-06","-28.0978647985809","-22.8410667447752"
"ID44","59e5fd82e75b450001a691ec","2.20071021028099","0.57","0.85","1e-06","0.999999","1e-06","-26.7850042533843","-21.5019132081834"
"ID45","59e8cb08bab73300016bd7f7","2.20071021028099","0.29","0.71","1e-06","0.999999","1e-06","-50.751000124147","-45.9301784269873"
"ID46","59e9d2c6c0d35a0001295448","1.03239118471","0.15","0.99","1e-06","0.999999","1e-06","-26.0254110173582","-21.3379152540406"
"ID47","5a3996f6ae52e600010a0192","4.69117278543542","0.29","0.15","1e-06","0.999999","1e-06","-61.6424035559818","-55.4927841059767"
"ID48","5a3a570307245d0001fc0692","2.20071021028099","0.15","0.85","1e-06","0.999999","1e-06","-52.7421899012385","-47.8137750338666"
"ID49","5a3c0b842f91ec0001dc9bb4","2.20071021028099","0.15","0.43","1e-06","0.999999","1e-06","-54.5394240931479","-49.6763642183695"
"ID50","5a4e26a8f4c9dc0001b7a1b5","4.69117278543542","0.71","0.57","1e-06","0.999999","1e-06","-50.7013430827965","-43.7216945783301"
"ID51","5a5a3ec6ac5624000153e0f7","0.227199382119539","0.01","0.99","1e-06","0.999999","1e-06","-56.264937395364","-50.6749099836503"
"ID52","5a5d1194acc75b00017a7b8f","4.69117278543542","0.43","0.57","1e-06","0.999999","1e-06","-63.0917487959573","-56.8749935675891"
"ID53","5a69d77a56585a0001633482","0.484312542963499","0.01","0.57","1e-06","0.999999","1e-06","-57.710500733045","-52.3992787826546"
"ID54","5a6f7604ff6f2300013edcd8","4.69117278543542","0.29","0.15","1e-06","0.999999","1e-06","-64.1396172104214","-57.9899977604163"
"ID55","5a8b513317ef35000170b86f","4.69117278543542","0.85","0.85","1e-06","0.999999","1e-06","-48.8483243462904","-40.9044380956286"
"ID56","5a8c78b0ae9a0b0001aa27fd","4.69117278543542","0.57","0.99","1e-06","0.999999","1e-06","-59.2509537781138","-52.4314342442653"
"ID57","5a90460d1eda41000135f918","0.227199382119539","0.01","0.99","1e-06","0.999999","1e-06","-45.6078154547259","-40.0177880430123"
"ID58","5a94a3344eecca0001dd3c52","2.20071021028099","0.57","0.01","1e-06","0.999999","1e-06","-19.0075263672821","-13.4688771613355"
"ID59","5a9d68a3dbdb470001eefb79","4.69117278543542","0.29","0.57","1e-06","0.999999","1e-06","-63.8156387099124","-57.7313742525009"
"ID60","5aa696af6219a30001c75d2a","2.20071021028099","0.71","0.85","1e-06","0.999999","1e-06","-28.8171020409934","-23.0529688718353"
"ID61","5aa9528235237b0001132675","4.69117278543542","0.43","0.85","1e-06","0.999999","1e-06","-69.7836753442116","-63.5015651232499"
"ID62","5ab3bc131204f90001c965bd","0.227199382119539","0.29","0.85","1e-06","0.999999","1e-06","-8.09779145836267","-3.94831016274816"
"ID63","5ab4e55cf69e940001d8d3bf","4.69117278543542","0.85","0.85","1e-06","0.999999","1e-06","-45.9385051928563","-37.9946189421944"
"ID64","5ab5509cf69e940001d8d954","4.69117278543542","0.29","0.71","1e-06","0.999999","1e-06","-64.9217050252878","-58.8200130002262"
"ID65","5ac3b825e734400001da2436","2.20071021028099","0.57","0.71","1e-06","0.999999","1e-06","-33.8221171698117","-28.5869535495543"
"ID66","5ad3bfc75b53cb0001f35839","4.69117278543542","0.57","0.85","1e-06","0.999999","1e-06","-53.9256895710065","-47.3617281979038"
"ID67","5ad658e2a38d7b00013afe89","1.03239118471","0.01","0.29","1e-06","0.999999","1e-06","-71.6993401575","-66.190007769787"
"ID68","5adf629ddee8590001b05f7b","2.20071021028099","0.15","0.71","1e-06","0.999999","1e-06","-58.419289773807","-53.5388023313786"
"ID69","5ae1a263066c510001d48146","0.05","0.01","0.57","1e-06","0.999999","1e-06","-25.8765718951567","-20.5363738464164"
"ID70","5ae59bec7edeb000014a828c","1.03239118471","0.57","0.57","1e-06","0.999999","1e-06","-14.9176985123318","-10.1964397245246"
"ID71","5ae9f13b9b283d00017ee04d","2.20071021028099","0.01","0.85","1e-06","0.999999","1e-06","-71.530990668798","-65.4772535913415"
"ID72","5af344dfdf9933000161f47a","0.484312542963499","0.01","0.85","1e-06","0.999999","1e-06","-67.0884793806091","-61.7119024376251"
"ID73","5afc2d1f2406810001d625c0","0.484312542963499","0.15","0.71","1e-06","0.999999","1e-06","-18.3131869127613","-14.1098596048055"
"ID74","5b1d5e16503f020001e684aa","0.227199382119539","0.01","0.85","1e-06","0.999999","1e-06","-49.0847523157497","-43.7502830647818"
"ID75","5b1ed2783522660001b464eb","0.484312542963499","0.01","0.99","1e-06","0.999999","1e-06","-64.0913351730683","-58.4592000693385"
"ID76","5b1fe253b803da0001dfbc8d","2.20071021028099","0.57","0.43","1e-06","0.999999","1e-06","-22.4105612250778","-17.1928251724705"
"ID77","5b35bd1d532e3d00018e8b27","2.20071021028099","0.29","0.99","1e-06","0.999999","1e-06","-37.6734862138243","-32.5491789309752"
"ID78","5b491b4eac6f5a0001549493","4.69117278543542","0.57","0.85","1e-06","0.999999","1e-06","-47.812257631692","-41.2482962585892"
"ID79","5b49d3a519f8e70001b7df02","4.69117278543542","0.85","0.71","1e-06","0.999999","1e-06","-51.1151045977499","-43.2191457720315"
"ID80","5b5d4bfc4e945800017db533","4.69117278543542","0.57","0.85","1e-06","0.999999","1e-06","-54.9097010350104","-48.3457396619077"
"ID81","5b5dfd9c4e945800017dcd79","2.20071021028099","0.15","0.99","1e-06","0.999999","1e-06","-39.52655888585","-34.3425858577323"
"ID82","5b630cec6abdd90001d98c3f","4.69117278543542","0.57","0.85","1e-06","0.999999","1e-06","-68.6761715935258","-62.1122102204231"
"ID83","5b707d214415ce0001b1fd78","2.20071021028099","0.57","0.57","1e-06","0.999999","1e-06","-30.8478882736318","-25.6301522210245"
"ID84","5b72d8042aeef10001972da0","1.03239118471","0.57","0.57","1e-06","0.999999","1e-06","-15.8744305909145","-11.1531718031073"
"ID85","5b8fe19ae3a406000131f1a6","1.03239118471","0.29","0.01","1e-06","0.999999","1e-06","-31.8419912693974","-27.2141612513484"
"ID86","5b97a1e083bd380001b92485","1.03239118471","0.15","0.99","1e-06","0.999999","1e-06","-23.7779270365365","-19.0904312732189"
"ID87","5b9e1e607b196f000195b599","1.03239118471","0.15","0.71","1e-06","0.999999","1e-06","-19.6676949901116","-15.2836848124833"
"ID88","5bb756696322c5000159756c","4.69117278543542","0.43","0.99","1e-06","0.999999","1e-06","-56.6620844956147","-50.1244161139072"
"ID89","5bbe3c5cee6586000142be43","1.03239118471","0.15","0.99","1e-06","0.999999","1e-06","-36.2096506072729","-31.5221548439553"
"ID90","5bc08c345e8a950001892156","0.227199382119539","0.15","0.01","1e-06","0.999999","1e-06","-9.98129451494423","-5.51658931331529"
"ID91","5bc642c0069008000139d18b","2.20071021028099","0.43","0.85","1e-06","0.999999","1e-06","-40.6129856872172","-35.6117457941574"
"ID92","5bdc3c8182698d0001f076c3","0.484312542963499","0.15","0.85","1e-06","0.999999","1e-06","-19.8036280030408","-15.5523732701415"
"ID93","5be1f75bd536990001a4410c","0.484312542963499","0.01","0.71","1e-06","0.999999","1e-06","-69.5232909251007","-64.1946414070602"
"ID94","5be2fadf5e9fd30001696162","0.05","0.01","0.43","1e-06","0.999999","1e-06","-7.09759557755667","-1.75739752881635"
"ID95","5be415810241050001ca2318","0.484312542963499","0.01","0.43","1e-06","0.999999","1e-06","-68.0269194173594","-62.715697466969"
"ID96","5bec2847ac6b780001fec122","1.03239118471","0.43","0.99","1e-06","0.999999","1e-06","-14.8845628354195","-10.1242420464139"
"ID97","5bec6a8b1209fb00011bb521","4.69117278543542","0.57","0.85","1e-06","0.999999","1e-06","-44.7567727037821","-38.1928113306794"
"ID98","5beefb60e015710001cbb721","4.69117278543542","0.43","0.43","1e-06","0.999999","1e-06","-64.2306502320413","-58.0138950036732"
"ID99","5bf2f728bd9f150001f6cc42","0.484312542963499","0.15","0.85","1e-06","0.999999","1e-06","-11.4799970855014","-7.22874235260207"
"ID100","5bf4123e840310000124cfca","4.69117278543542","0.29","0.71","1e-06","0.999999","1e-06","-60.5063560624132","-54.4046640373516"
"ID101","5bf44a04d7e7a70001d7a672","1.03239118471","0.15","0.85","1e-06","0.999999","1e-06","-46.0607005507916","-41.6287629482198"
"ID102","5bf4584fabf94600013a9fa1","2.20071021028099","0.85","0.57","1e-06","0.999999","1e-06","-36.7016490656354","-30.103988135469"
"ID103","5bf5b2627ea49f0001ba9372","4.69117278543542","0.71","0.99","1e-06","0.999999","1e-06","-47.2593437030346","-39.9587820452288"
"ID104","5bf728483db90d0001f48ff7","2.20071021028099","0.29","0.01","1e-06","0.999999","1e-06","-34.6424215973916","-29.5181143145425"
"ID105","5bfed3f1aa5fa3000136a998","1.03239118471","0.15","0.99","1e-06","0.999999","1e-06","-23.3654338613384","-18.6779380980208"
"ID106","5c081c45fd9c080001709937","4.69117278543542","0.43","0.15","1e-06","0.999999","1e-06","-66.4600307744789","-60.1779205535172"
"ID107","5c0843f24452300001df4ea0","1.03239118471","0.15","0.85","1e-06","0.999999","1e-06","-32.534089969942","-28.1021523673701"
"ID108","5c10377461df5c0001cb4906","0.484312542963499","0.01","0.85","1e-06","0.999999","1e-06","-65.2778414477718","-59.9012645047878"
"ID109","5c1129084be31a00014802fb","2.20071021028099","0.15","0.85","1e-06","0.999999","1e-06","-47.0625919621624","-42.1341770947905"
"ID110","5c1a54257fa1590001b96070","1.03239118471","0.15","0.85","1e-06","0.999999","1e-06","-31.6314576516674","-27.1995200490956"
"ID111","5c1a9e323407be0001cf8165","2.20071021028099","0.29","0.71","1e-06","0.999999","1e-06","-34.411375826351","-29.5905541291912"
"ID112","5c23615d70d93a0001202ea2","4.69117278543542","0.29","0.99","1e-06","0.999999","1e-06","-63.1468910018982","-56.7417133911473"
"ID113","5c28b31a0091e40001ca5030","0.05","0.01","0.99","1e-06","0.999999","1e-06","-23.2336201095438","-17.5725089074641"
"ID114","5c296b31e9b1b20001b8ac77","2.20071021028099","0.43","0.15","1e-06","0.999999","1e-06","-41.5566920965616","-36.5554522035018"
"ID115","5c36776624643200010eb6e5","4.69117278543542","0.71","0.85","1e-06","0.999999","1e-06","-54.9439660540076","-47.8989625569476"
"ID116","5c377f1965e5c300013ee88a","4.69117278543542","0.57","0.29","1e-06","0.999999","1e-06","-61.572513559188","-55.0564796110288"
"ID117","5c3ce5cde0ea82000145f9f9","1.03239118471","0.15","0.99","1e-06","0.999999","1e-06","-16.6365332315737","-11.9490374682561"
"ID118","5c3d9334337ac90001a4d6cf","0.106583155826692","0.43","0.71","1e-06","0.999999","1e-06","-6.7557311841569","-2.50073049657989"
"ID119","5c3f7c6329966300010dce78","4.69117278543542","0.71","0.15","1e-06","0.999999","1e-06","-55.9723570166545","-48.9273535195946"
"ID120","5c47260028cab20001a74aae","0.484312542963499","0.01","0.71","1e-06","0.999999","1e-06","-69.7634449823718","-64.4347954643313"
"ID121","5c4783f5c41b2a000183a24d","0.227199382119539","0.01","0.99","1e-06","0.999999","1e-06","-53.2312362158426","-47.641208804129"
"ID122","5c48f116c41b2a000183e340","1.03239118471","0.15","0.57","1e-06","0.999999","1e-06","-27.4589096919585","-23.0923270819802"
"ID123","5c4b6366c547dc0001934854","2.20071021028099","0.57","0.01","1e-06","0.999999","1e-06","-35.8125462683293","-30.2738970623826"
"ID124","5c50ce81d99f9d0001b0f696","1.03239118471","0.29","0.99","1e-06","0.999999","1e-06","-23.6347862067441","-19.0069561886951"
"ID125","5c56eb0e59095a0001bac969","0.106583155826692","0.01","0.99","1e-06","0.999999","1e-06","-32.6421998134399","-27.0312163557769"
"ID126","5c576413a7890b0001f59a92","4.69117278543542","0.85","0.71","1e-06","0.999999","1e-06","-49.7430232107375","-41.8470643850191"
"ID127","5c5d4afe4cc94200016a4982","0.484312542963499","0.01","0.99","1e-06","0.999999","1e-06","-64.0954353151318","-58.4633002114019"
"ID128","5c634aca9d0d7000012479a0","1.03239118471","0.29","0.85","1e-06","0.999999","1e-06","-32.163710873501","-27.7914390161978"
"ID129","5c654e352f6d5e000174bae5","4.69117278543542","0.29","0.57","1e-06","0.999999","1e-06","-69.3990519583441","-63.3147875009326"
"ID130","5c69be6ac3aaf50001c69311","1.03239118471","0.01","0.85","1e-06","0.999999","1e-06","-70.1844690553015","-64.627209242645"
"ID131","5c6c08c5d9c1580001ce9aab","1.03239118471","0.15","0.99","1e-06","0.999999","1e-06","-20.4256438227498","-15.7381480594322"
"ID132","5c6c78c4f9951f0001db8bd5","2.20071021028099","0.85","0.85","1e-06","0.999999","1e-06","-31.2763448193854","-24.6133288966254"
"ID133","5c6fc42118508b0001e1e711","1.03239118471","0.15","0.85","1e-06","0.999999","1e-06","-45.8931566868002","-41.4612190842284"
"ID134","5c7840493454d70001df81ee","4.69117278543542","0.57","0.29","1e-06","0.999999","1e-06","-51.0633953524095","-44.5473614042503"
"ID135","5c790c7e8fbcb100146b6cd8","4.69117278543542","0.29","0.99","1e-06","0.999999","1e-06","-64.2329434356408","-57.8277658248899"
"ID136","5c7bc8ea5a669300172440fc","2.20071021028099","0.15","0.99","1e-06","0.999999","1e-06","-45.5408261592533","-40.3568531311356"
"ID137","5c7e22dc6babcb0001850548","4.69117278543542","0.29","0.85","1e-06","0.999999","1e-06","-59.9076739802719","-53.7580545302667"
"ID138","5c7fa97a212cc800147dd154","2.20071021028099","0.29","0.85","1e-06","0.999999","1e-06","-49.0901215853446","-44.2213724632413"
"ID139","5c80097d514b730001d662f4","1.03239118471","0.01","0.71","1e-06","0.999999","1e-06","-71.6883981789099","-66.1790657911969"
"ID140","5c8119441c40f30001b464b1","2.20071021028099","0.15","0.01","1e-06","0.999999","1e-06","-58.2615630850644","-53.0775900569467"
"ID141","5c823b094c3d3f000182fc57","4.69117278543542","0.43","0.85","1e-06","0.999999","1e-06","-55.0420173896197","-48.7599071686579"
"ID142","5c8831d20d005a00131367d3","1.03239118471","0.15","0.99","1e-06","0.999999","1e-06","-26.90971117287","-22.2222154095523"
"ID143","5c8a65405abd6b0016767b56","2.20071021028099","0.15","0.71","1e-06","0.999999","1e-06","-53.5606604428549","-48.6801730004266"
"ID144","5c8bdc00302d6c0016a70680","2.20071021028099","0.43","0.85","1e-06","0.999999","1e-06","-41.1283112516561","-36.1270713585962"
"ID145","5c8cfc3772503f0001e9c965","2.20071021028099","0.01","0.29","1e-06","0.999999","1e-06","-72.092726412269","-66.0869167597559"
"ID146","5c8e05e7aa473f00015e5fe7","2.20071021028099","0.15","0.99","1e-06","0.999999","1e-06","-44.5176865859926","-39.3337135578749"
"ID147","5c915492399a770001aece93","2.20071021028099","0.29","0.01","1e-06","0.999999","1e-06","-50.7009565074842","-45.5766492246351"
"ID148","5c92a94f5983f5001664fe08","2.20071021028099","0.01","0.29","1e-06","0.999999","1e-06","-72.0421643374648","-66.0363546849518"
"ID149","5c9776a67610c800126a37a5","4.69117278543542","0.85","0.85","1e-06","0.999999","1e-06","-55.5132192545265","-47.5693330038647"
"ID150","5c9879aed87fc4000155f4ac","0.484312542963499","0.15","0.71","1e-06","0.999999","1e-06","-20.7492479420757","-16.5459206341199"
"ID151","5c9e119a881e9800147050da","1.03239118471","0.15","0.01","1e-06","0.999999","1e-06","-32.6907236117263","-28.0032278484087"
"ID152","5ca0de7d8001d50018c69031","0.484312542963499","0.01","0.57","1e-06","0.999999","1e-06","-65.8824937312448","-60.5712717808544"
"ID153","5ca1f3847a29720017ba6e03","0.227199382119539","0.01","0.15","1e-06","0.999999","1e-06","-23.3067260837271","-17.9722568327593"
"ID154","5ca3adc28618ca001742161b","4.69117278543542","0.43","0.99","1e-06","0.999999","1e-06","-64.7896250025534","-58.2519566208458"
"ID155","5ca62ff267351c0001a652d4","4.69117278543542","0.71","0.85","1e-06","0.999999","1e-06","-48.9746739823837","-41.9296704853238"
"ID156","5ca730801c2e7b0012af7c21","2.20071021028099","0.15","0.71","1e-06","0.999999","1e-06","-51.1054890210111","-46.2250015785827"
"ID157","5ca86b3cb55c520017af9d7e","0.106583155826692","0.01","0.71","1e-06","0.999999","1e-06","-49.3931783845984","-44.0856805126247"
"ID158","5cab2b8f1a90ba00141fb656","2.20071021028099","0.15","0.29","1e-06","0.999999","1e-06","-50.4106655088207","-45.5301780663923"
"ID159","5cade9a95baa830017900127","4.69117278543542","0.57","0.99","1e-06","0.999999","1e-06","-48.9833811070751","-42.1638615732266"
"ID160","5cb1ffae6e3f2c001740dfdf","0.484312542963499","0.01","0.99","1e-06","0.999999","1e-06","-65.3013602381512","-59.6692251344213"
"ID161","5cb237be9d908d000120453a","1.03239118471","0.15","0.85","1e-06","0.999999","1e-06","-25.3121755781102","-20.8802379755384"
"ID162","5cbf52b5bba52700168cbe22","2.20071021028099","0.29","0.85","1e-06","0.999999","1e-06","-52.1524842580678","-47.2837351359646"
"ID163","5cc1a87f3e1f030016f31afe","4.69117278543542","0.57","0.85","1e-06","0.999999","1e-06","-60.586361850148","-54.0224004770453"
"ID164","5cc4969c3b1b1c0018f9da36","2.20071021028099","0.15","0.85","1e-06","0.999999","1e-06","-60.6617900425836","-55.7333751752117"
"ID165","5cc8745ba94e300001fd9687","2.20071021028099","0.85","0.85","1e-06","0.999999","1e-06","-31.8492727642475","-25.1862568414875"
"ID166","5ccafdfd42a8970001f8081f","4.69117278543542","0.57","0.15","1e-06","0.999999","1e-06","-57.5458108332679","-50.9818494601652"
"ID167","5ccdb020ed1c4f001649810e","0.05","0.01","0.99","1e-06","0.999999","1e-06","-13.6439101652941","-7.98279896321439"
"ID168","5cd707bb2e50c90017583e61","0.227199382119539","0.01","0.85","1e-06","0.999999","1e-06","-64.1997958500732","-58.8653265991054"
"ID169","5cd726aab1fa62001a8de584","4.69117278543542","0.71","0.85","1e-06","0.999999","1e-06","-56.4072067952906","-49.3622032982307"
"ID170","5cdc5fc0243827001706434f","2.20071021028099","0.57","0.99","1e-06","0.999999","1e-06","-34.3643946930516","-28.825745487105"
"ID171","5cdd35e1ffe01a001631cd78","1.03239118471","0.29","0.71","1e-06","0.999999","1e-06","-25.1137487141246","-20.7894042817649"
"ID172","5cdd8bb5fceec6001763f998","4.69117278543542","0.43","0.85","1e-06","0.999999","1e-06","-65.1721537132437","-58.890043492282"
"ID173","5cdfb5e4b5dcb500011d0d07","0.227199382119539","0.01","0.01","1e-06","0.999999","1e-06","-24.8208292418928","-19.2308018301792"
"ID174","5ce50e4054e33d0001189577","4.69117278543542","0.43","0.15","1e-06","0.999999","1e-06","-56.3636582905687","-50.081548069607"
"ID175","5ce56b5de9e85d00159a0174","2.20071021028099","0.57","0.85","1e-06","0.999999","1e-06","-33.3249334621037","-28.0418424169028"
"ID176","5ce65aa96ad4e50001097566","0.05","0.15","0.29","1e-06","0.999999","1e-06","-6.02632653043705","-1.79402312413138"
"ID177","5cee4a172674040001d07c5b","0.227199382119539","0.01","0.99","1e-06","0.999999","1e-06","-50.5668591252563","-44.9768317135427"
"ID178","5ceebfea7a3448001a6dd6ee","0.227199382119539","0.01","0.71","1e-06","0.999999","1e-06","-48.4546594663544","-43.16811764033"
"ID179","5cf03597beaebd001f0d73ab","0.484312542963499","0.01","0.99","1e-06","0.999999","1e-06","-57.9350577350781","-52.3029226313483"
"ID180","5cf0f45706fb120015ecfd2e","2.20071021028099","0.85","0.57","1e-06","0.999999","1e-06","-31.4138883191475","-24.816227388981"
"ID181","5cf12ddbf17e370017a278c5","2.20071021028099","0.57","0.85","1e-06","0.999999","1e-06","-36.1514284835905","-30.8683374383896"
"ID182","5cf656e90acc8f000147f643","0.484312542963499","0.15","0.99","1e-06","0.999999","1e-06","-13.0342001320437","-8.52738723839856"
"ID183","5cfe7e8bc2acc60001196300","0.227199382119539","0.01","0.99","1e-06","0.999999","1e-06","-46.6454259078484","-41.0553984961348"
"ID184","5d0124a5b35d41000152ded3","1.03239118471","0.71","0.29","1e-06","0.999999","1e-06","-16.5868110139417","-11.3670825345272"
"ID185","5d0a345d8d7a4b000172fb93","0.484312542963499","0.01","0.99","1e-06","0.999999","1e-06","-68.2191400326155","-62.5870049288856"
"ID186","5d0b787c4d659a000139110b","0.106583155826692","0.01","0.99","1e-06","0.999999","1e-06","-34.2364517988852","-28.6254683412222"
"ID187","5d0cc9b80622c6000144f1d6","4.69117278543542","0.71","0.15","1e-06","0.999999","1e-06","-56.3828886673239","-49.3378851702639"
"ID188","5d124464019fa6000162bfdb","0.484312542963499","0.01","0.99","1e-06","0.999999","1e-06","-65.1312547387733","-59.4991196350435"
"ID189","5d1290103b20b0000102e8e3","1.03239118471","0.43","0.85","1e-06","0.999999","1e-06","-22.6566806598851","-18.1519180316254"
"ID190","5d166c21e1c05200198b446d","2.20071021028099","0.29","0.85","1e-06","0.999999","1e-06","-54.14036847295","-49.2716193508468"
"ID191","5d1bbbd63788ac0019ced5d9","0.106583155826692","0.01","0.99","1e-06","0.999999","1e-06","-26.448702010205","-20.8377185525419"
"ID192","5d1bcfd2e24a990001f327a3","2.20071021028099","0.85","0.71","1e-06","0.999999","1e-06","-26.0730070382903","-19.4579185404738"
"ID193","5d211227bdbc65001b7ace0a","2.20071021028099","0.29","0.99","1e-06","0.999999","1e-06","-51.3313302085166","-46.2070229256675"
"ID194","5d24c2146dd2960016cef0b7","1.03239118471","0.43","0.99","1e-06","0.999999","1e-06","-16.2865352453911","-11.5262144563855"
"ID195","5d26c8bc341630001a250a2f","2.20071021028099","0.71","0.57","1e-06","0.999999","1e-06","-36.4996465027086","-30.8008683261441"
"ID196","5d279cd62c5700001b7ec29a","4.69117278543542","0.71","0.85","1e-06","0.999999","1e-06","-44.4950557010244","-37.4500522039645"
