"","ID","tau","lrc","reset","sal","mem","zeta","dlrc","lp","sumll"
"ID303","5e3b0defeab8663234a735c0","2.20071021028099","0.29","1e-10","0.085715","0.999999","1e-06","1e-10","-47.6504568345953","-33.617312676822"
"ID304","5e3c595d955ce604ac669fcb","4.69117278543542","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-69.1616152447708","-50.8978171935136"
"ID305","5e43e3fdb58b932646448d07","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-57.8235942549465","-42.2880825009278"
"ID306","5e443478b58b932c06d95bbf","2.20071021028099","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-44.3053633319067","-27.4549263795079"
"ID307","5e44375e6294c22ba48ef3b7","0.106583155826692","0.43","1e-10","0.171429","0.999999","1e-06","1e-10","-33.2587375374938","-19.9400897739166"
"ID308","5e4503cbc031dd370fd4aae3","4.69117278543542","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-51.3755709149042","-36.24831384176"
"ID309","5e4554f745ab32032eb5205b","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-63.5789661428301","-48.2052859118863"
"ID310","5e45c6a821fc4a089b895774","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-58.100668167945","-43.8460267418282"
"ID311","5e4721a7eab94f1f27d57fe0","1.03239118471","0.29","1e-10","0.085715","0.999999","1e-06","1e-10","-37.8793369788205","-24.3426700858473"
"ID312","5e47ad846c3d4425c60ccbe5","2.20071021028099","0.15","1e-10","1e-06","0.999999","1e-06","1e-10","-55.8952915789678","-38.9851888813003"
"ID313","5e4c1b96d4ca7604f95231e0","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-57.330096813021","-41.7945850590023"
"ID314","5e4feb8037713502e9ed364b","4.69117278543542","0.29","1e-10","0.085715","0.999999","1e-06","1e-10","-62.1502215480753","-46.8362070624002"
"ID315","5e5024d8b0c66e06d4d4c5d8","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-37.6257245873324","-23.3710831612156"
"ID316","5e505e8297da520a2f046a09","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-45.3535199478396","-31.0988785217227"
"ID317","5e510d0760dd0913e45370dc","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-67.3934374271912","-52.4217284718641"
"ID318","5e516283779c71000b8e4493","0.106583155826692","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-27.2336941554527","-12.5520422997905"
"ID319","5e54041653ecf1405f8b228c","1.03239118471","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-57.7211192891658","-42.9994644408393"
"ID320","5e58333d4b439f04b1069026","2.20071021028099","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-39.1781201722824","-25.2589084013521"
"ID321","5e59a78652cf771b84dc6da7","4.69117278543542","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-51.132195876104","-36.0646045482283"
"ID322","5e5a5cff514eb6000d5c5354","4.69117278543542","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-53.4434336619977","-38.2433515631655"
"ID323","5e5ad8d315b8d42db10b84ce","10","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-70.7443500857639","-51.7873576345346"
"ID324","5e5bb20d6551fe38c99ede03","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-46.0659071782123","-31.8112657520955"
"ID325","5e5fc346cf3e300453d01cde","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-64.3427179535534","-48.9690377226097"
"ID326","5e662ebd5c28e1000c543cab","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-36.3349950484522","-22.0803536223353"
"ID327","5e6684fbad227705baafcd27","2.20071021028099","0.15","1e-10","0.171429","0.999999","1e-06","1e-10","-42.5303434178896","-28.5862088994611"
"ID328","5e67d165cbb37e037909c20f","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-75.3471609607269","-59.8116492067082"
"ID329","5e68e37d1f156a187d75e7b8","1.03239118471","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-70.0163568965709","-55.5411252060438"
"ID330","5e6a53649dae0e000cbe6857","1.03239118471","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-35.3151297721662","-21.5569656108494"
"ID331","5e6e37cf6c47283eaa39ceeb","1.03239118471","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-63.4416195155522","-48.7199646672257"
"ID332","5e6e5193add3930009257bb0","2.20071021028099","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-41.1082098164056","-24.1252820930502"
"ID333","5e6ec0b3b0939647aa5cfd10","1.03239118471","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-72.1395983812802","-57.4179435329537"
"ID334","5e70af30559b240008daeae3","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-77.7922291243995","-62.8205201690724"
"ID335","5e70dca90e26b505a29430ba","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-81.2809069019509","-65.9009432657493"
"ID336","5e7119565b050e0255fc4577","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-79.572737935106","-64.1927742989045"
"ID337","5e713a14dcb6a904c303ade8","4.69117278543542","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-82.9387903634131","-66.2779563993097"
"ID338","5e722d54811ec3046b5defbd","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-76.4354758101307","-61.4637668548036"
"ID339","5e7257649b289e07c047155f","4.69117278543542","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-63.8650797929365","-48.7378227197923"
"ID340","5e7412a64f333138fb44c599","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-40.3411968402038","-26.086555414087"
"ID341","5e7772003da1362dc44fdea9","0.484312542963499","0.57","1e-10","1e-06","0.999999","1e-06","1e-10","-25.8745975621472","-9.28697882112343"
"ID342","5e77733a2e31442cbf638265","0.106583155826692","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-44.3409825896557","-29.6593307339935"
"ID343","5e7921fcbd76c94d6b4fac57","0.484312542963499","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-60.7225014098199","-46.0196979080909"
"ID344","5e7c7bf3ca18002bd9cf6eca","1.03239118471","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-32.5816129569403","-18.8234487956236"
"ID345","5e7c94cc23469b0172ccdb3f","4.69117278543542","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-82.9073791001086","-66.2465451360052"
"ID346","5e804dbf2962d37261e58004","4.69117278543542","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-61.9803705290728","-46.9127792011972"
"ID347","5e808eb795fdc17626bcc164","10","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-79.2469932868817","-60.0142369257345"
"ID348","5e8237491699ef955427c59a","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-73.3656702113681","-57.8301584573494"
"ID349","5e83b9e3e3a9da1163fdd0dc","4.69117278543542","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-71.0334110560864","-52.7696130048291"
"ID350","5e850a7b45c5ca0ec7b99507","1.03239118471","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-67.0433979715537","-52.1599116001523"
"ID351","5e870beea13e700009960abe","4.69117278543542","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-67.4959720608516","-52.0201260521015"
"ID352","5e87c4c242701c45712423d9","4.69117278543542","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-64.789275706089","-49.313429697339"
"ID353","5e87ef6eec9b3347e5eae408","2.20071021028099","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-41.0384188746494","-24.0554911512939"
"ID354","5e89f8a5141e8b69bf1ee867","1.03239118471","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-63.7010207789623","-48.9793659306358"
"ID355","5e8b2835da38297d4e63e3cc","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-59.67299418819","-44.1374824341713"
"ID356","5e8b765e88065404c4d50fe2","1.03239118471","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-45.5645800982141","-31.0893484076871"
"ID357","5e8cb846e94a4406307d6da2","1.03239118471","0.15","1e-10","1e-06","0.999999","1e-06","1e-10","-49.2180658299247","-32.8044403970574"
"ID358","5e8d2e6df549ba100a770cba","4.69117278543542","0.29","1e-10","0.257143","0.999999","1e-06","1e-10","-58.3037444780001","-43.2124714260973"
"ID359","5e8d804740aaf4000a51d9e9","10","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-73.6707876875029","-54.8462860072302"
"ID360","5e8e053e16b8100a136c871a","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-80.5724266525372","-65.1924630163357"
"ID361","5e8f4b597ec957073a4ea143","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-49.180327304018","-34.9256858779011"
"ID362","5e8f8c171bd6f70ea39197d9","2.20071021028099","0.29","1e-10","0.257143","0.999999","1e-06","1e-10","-45.4664202876917","-31.6560175636907"
"ID363","5e90c561bdeaf60737085250","1.03239118471","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-69.4301027908032","-54.5466164194017"
"ID364","5e91c2c8cc3d6c4f2e8e8c30","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-56.3081227613915","-40.7726110073728"
"ID365","5e93f6b64d246b73073c3ba1","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-66.4576903833053","-51.0840101523616"
"ID366","5e96df278f41320009c08d70","0.227199382119539","0.29","1e-10","0.171429","0.999999","1e-06","1e-10","-30.3437198072678","-17.1785188605968"
"ID367","5e97f51d048d682c884ae09b","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-69.3796189658559","-53.8441072118372"
"ID368","5e998401c38a2e1b542531e2","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-52.1551973378212","-36.6196855838025"
"ID369","5e99ad97cdf86a000855cea7","4.69117278543542","0.43","1e-10","0.042858","0.999999","1e-06","1e-10","-44.7819443381662","-29.1736075584595"
"ID370","5e9eb7feae5c8e27ada35b9e","0.484312542963499","0.01","1e-10","0.128572","0.999999","1e-06","1e-10","-44.8994527471534","-30.4478437998919"
"ID371","5e9ec50dee2ccf0009319b7c","4.69117278543542","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-61.5754662645831","-46.3753841657509"
"ID372","5e9eca0cd09bbd0008c315bc","1.03239118471","0.01","1e-10","0.171429","0.999999","1e-06","1e-10","-66.8499662434195","-52.2769867797064"
"ID373","5e9f383061281c0c4c598dc9","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-78.9491915813319","-63.4136798273132"
"ID374","5e9ffcf4db51941ad78e04f3","4.69117278543542","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-49.7292466840296","-34.661655356154"
"ID375","5ea01b4b2d7b4d0243d93f78","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-79.2963218009545","-63.9163581647529"
"ID376","5ea03ed29cb1f00672af3eda","1.03239118471","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-72.0052744554728","-57.2836196071463"
"ID377","5ea04f7f43bc6507508c9aba","2.20071021028099","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-60.607751146576","-43.7573141941773"
"ID378","5ea0516dee594a000932857a","2.20071021028099","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-57.4907334771196","-43.5715217061893"
"ID379","5ea0619b737ba601d76cc9ff","4.69117278543542","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-71.5637895216829","-56.4961981938073"
"ID380","5ea06914c2b73202ae7a3f29","4.69117278543542","0.15","1e-10","0.128572","0.999999","1e-06","1e-10","-66.5158309692033","-51.2315137696521"
"ID381","5ea0a23a2c66d008a96313a8","2.20071021028099","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-44.4210108170909","-27.4380830937355"
"ID382","5ea14bf64f71e2000acbc618","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-66.047370158846","-50.5118584048273"
"ID383","5ea15f2e173fb7000932a6ff","4.69117278543542","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-50.6968690703764","-35.5696119972321"
"ID384","5ea16f92a2f503017ada93dc","4.69117278543542","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-62.022170755338","-43.7583727040808"
"ID385","5ea1950819664f04542a50bf","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-40.9311046162854","-26.6764631901685"
"ID386","5ea19c748809ad05af2d33d1","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-69.6807857764813","-54.1452740224626"
"ID387","5ea31e2cfe333e274552c8d6","10","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-74.3744239367683","-55.5499222564956"
"ID388","5ea343dd9b066613c3804f6e","4.69117278543542","0.15","1e-10","0.214286","0.999999","1e-06","1e-10","-54.4900226766861","-39.307526008591"
"ID389","5ea350945df820104602e2d0","4.69117278543542","0.15","1e-10","0.257143","0.999999","1e-06","1e-10","-55.8941423032465","-40.743203506075"
"ID390","5ea35c4c1d36a81597d48873","0.227199382119539","0.01","1e-10","1e-06","0.999999","1e-06","1e-10","-70.5803368591026","-53.2641797778392"
"ID391","5ea4864445b9ce057f270e90","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-71.2137879855413","-55.6782762315226"
"ID392","5ea4886d2da60f057634cabc","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-82.4151907589494","-67.0352271227479"
"ID393","5ea4a9cac3872a06b560229f","4.69117278543542","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-62.1978002376533","-46.7219542289032"
"ID394","5ea5cf998366db5d39a2dcb0","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-78.9828761757623","-64.0111672204352"
"ID395","5ea611dda778214a5e89fbf2","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-79.1449068395984","-63.7649432033969"
"ID396","5ea69195ed92c0000a285a1d","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-47.0677307710798","-32.813089344963"
"ID397","5ea721158bfde70ca3b31580","2.20071021028099","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-37.5319006771899","-23.439090774148"
"ID398","5ea824f580b9ef228f589930","0.227199382119539","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-30.3751229031257","-17.1751789586841"
"ID399","5ea85f0ccbdc9b0aaa815e39","4.69117278543542","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-53.4149009578014","-38.3473096299258"
"ID400","5ea889bc80b9ef2d0e1fda83","10","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-71.5320314895231","-52.5750390382938"
"ID401","5ea96eb7083ea5057fd3003c","2.20071021028099","0.29","1e-10","0.214286","0.999999","1e-06","1e-10","-36.754061478686","-22.9121008837614"
"ID402","5ea97f82f47d1e074f75a5b2","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-67.2275945754789","-51.6920828214602"
"ID403","5ea9d6ef7223d915f9157284","4.69117278543542","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-54.0594153015542","-38.859333202722"
"ID404","5eaa8fa180e800012e13e9b8","2.20071021028099","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-35.3351409389638","-18.3522132156084"
"ID405","5eaaa1f09980ee025a0e1f12","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-81.8087088787805","-66.428745242579"
"ID406","5eaabd69a768fc01c972b6ea","1.03239118471","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-30.6096780943079","-14.1232276357526"
"ID407","5eab1f263437620e2c6909eb","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-59.9367059051591","-45.6820644790423"
"ID408","5eab3a9bfec73d10dc9291f7","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-68.730853377452","-53.1953416234333"
"ID409","5eac2efe4efbe80621541711","2.20071021028099","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-78.104033462884","-62.8859013497574"
"ID410","5eac70db94edd22d57fa00c4","2.20071021028099","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-47.61592132441","-33.7695345791676"
"ID411","5ead4a2f13f83a3cf7f69d13","2.20071021028099","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-47.9359318515199","-31.0854948991211"
"ID412","5eb1ad7d6e2f922d409a33f4","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-45.0153188056816","-30.7606773795648"
"ID413","5eb2796f11e9d21ccfc58b17","2.20071021028099","0.29","1e-10","0.171429","0.999999","1e-06","1e-10","-46.705866693768","-32.8213979206082"
"ID414","5eb2ced773246705b92e0774","4.69117278543542","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-64.0178146563194","-48.8905575831751"
"ID415","5eb2e35ef11f47099b68d077","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-45.022108758235","-30.7674673321181"
"ID416","5eb2e570f2dbc909af1e16f7","1.03239118471","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-25.7127754893551","-9.35881580175637"
"ID417","5eb415e40b324a222db46f01","0.484312542963499","0.15","1e-10","1e-06","0.999999","1e-06","1e-10","-29.8357737985264","-13.6028312353315"
"ID418","5eb4564d7b27a029949eaf25","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-66.461328878102","-51.0876486471582"
"ID419","5eb66b661cf74d55c169abec","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-73.8951015892426","-58.5214213582988"
"ID420","5eb68960ff9bef0113d27eb6","0.106583155826692","0.01","1e-10","1e-06","0.999999","1e-06","1e-10","-28.3954800020068","-11.058366874794"
"ID421","5eb70f4db9918d630f1beefd","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-66.1598046542857","-50.624292900267"
"ID422","5eb741079eb7cb65f0f82a91","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-69.0028530205226","-53.6291727895788"
"ID423","5eb83d26efe062062ae82412","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-61.6230678301576","-46.0875560761389"
"ID424","5eb8c16a3a7a17837b2d1828","2.20071021028099","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-37.7565163654925","-23.9101296202501"
"ID425","5eb9199609a0310174592940","0.484312542963499","0.01","1e-10","0.257143","0.999999","1e-06","1e-10","-56.2612815880147","-41.943051043133"
"ID426","5eb9423c28bc6300099852af","0.484312542963499","0.15","1e-10","1e-06","0.999999","1e-06","1e-10","-26.4509639272534","-10.2180213640585"
"ID427","5eb9697b651aca0436adfe9d","2.20071021028099","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-35.7729344548976","-21.6801245518556"
"ID428","5eba076ccf8a3114d759fdd0","4.69117278543542","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-53.4961386145727","-38.4285472866971"
"ID429","5eba5cf82cbf431a3276c90b","4.69117278543542","0.15","1e-10","0.128572","0.999999","1e-06","1e-10","-55.9001702432924","-40.6158530437411"
"ID430","5eba9c85d1130507bd1a6219","1.03239118471","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-74.1338981632761","-59.2504117918747"
"ID431","5ebaec011a7d64080694fe74","4.69117278543542","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-65.3969218102811","-47.1331237590239"
"ID432","5ebd3dae8c3ef3000b5b1b2d","4.69117278543542","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-55.6330084922417","-40.5057514190974"
"ID433","5ebd9047a4e2fc0ab05b2e40","2.20071021028099","0.29","1e-10","0.085715","0.999999","1e-06","1e-10","-31.7841795346659","-17.7510353768927"
"ID434","5ebde7d4e24d0b12e9d60d7d","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-71.375838226068","-56.0021579951243"
"ID435","5ebe945956bdfc202ececb1b","4.69117278543542","0.15","1e-10","0.171429","0.999999","1e-06","1e-10","-69.269371301238","-54.0443664549077"
"ID436","5ebfa2c519a604383366f3e8","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-49.9007597583352","-35.6461183322183"
"ID437","5ec2683e7bf5d7035f84ddf8","4.69117278543542","0.15","1e-10","0.171429","0.999999","1e-06","1e-10","-59.7585154792713","-44.533510632941"
"ID438","5ec28a6332a7510637436a57","4.69117278543542","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-57.2259738061606","-42.0987167330164"
"ID439","5ec2eb1fdb44d61155191d85","2.20071021028099","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-44.0475521906033","-29.8525765097551"
"ID440","5ec57069f264da556b3f1cfa","1.03239118471","0.01","1e-10","0.257143","0.999999","1e-06","1e-10","-64.4001011512994","-49.9011877367452"
"ID441","5ec6563b04e80f030b94e03c","0.227199382119539","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-30.373997384291","-17.1740534398494"
"ID442","5ec681f642084e07c117dcba","4.69117278543542","0.43","1e-10","0.042858","0.999999","1e-06","1e-10","-56.2758977038795","-40.6675609241728"
"ID443","5ec875255c6a2700081554ac","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-71.6980209505276","-56.7263119952005"
"ID444","5ec92a99d799ae417aa9c71c","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-49.9230132542536","-35.6683718281368"
"ID445","5ec93926ce905a051f5704f3","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-67.5555423075239","-52.0200305535052"
"ID446","5ec96c05d06880489cae0e85","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-75.6108240390657","-60.075312285047"
"ID447","5ec9adfa68f3910f2f3b0fde","0.484312542963499","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-65.1493740219558","-50.4465705202268"
"ID448","5ecbe220d068807a5425c4de","0.106583155826692","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-26.7992405376001","-12.1175886819379"
"ID449","5ece6c76c501a121bb6add41","4.69117278543542","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-68.2832266477638","-53.0831445489316"
"ID450","5ece8a3c088813259ffc1e0f","4.69117278543542","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-59.0478313749259","-43.9802400470503"
"ID451","5eceba5be22abb2ca0077349","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-36.3326678778237","-22.0780264517069"
"ID452","5ecfd28bb14b1c05751f178c","4.69117278543542","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-82.1627110717294","-65.501877107626"
"ID453","5ecfd2be11216004c17c6b26","4.69117278543542","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-73.5716853350195","-55.4403780547189"
"ID454","5ed0c66875039f000b4e3897","1.03239118471","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-29.8511041589806","-16.0929399976638"
"ID455","5ed0d82c81c0bd1bccc8ceea","0.227199382119539","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-35.8628201541517","-22.6628762097101"
"ID456","5ed14d3bc71f86079de10d13","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-57.87060230743","-43.6159608813131"
"ID457","5ed2b2478e4b7b10b7f4a529","10","0.29","1e-10","0.257143","0.999999","1e-06","1e-10","-72.848280445193","-54.0000970408931"
"ID458","5ed358aab6ee6f2e2885eddf","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-70.5015118747132","-54.9660001206945"
"ID459","5ed38829fff60d32fb95a117","2.20071021028099","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-41.7534320915462","-24.9029951391474"
"ID460","5ed3f7a0f387a109b6580537","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-81.5584884268226","-66.1785247906211"
"ID461","5ed43096f615650c8fb1b1ea","4.69117278543542","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-61.5452289680756","-46.4179718949313"
"ID462","5ed4fa5969acac03603380a0","1.03239118471","0.15","1e-10","1e-06","0.999999","1e-06","1e-10","-41.9201101659931","-25.5064847331258"
"ID463","5ed507ce0760de048fc356bd","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-79.8372213411103","-64.4572577049087"
"ID464","5ed6a937eb466b1029493c39","2.20071021028099","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-79.4589592812544","-64.2408271681278"
"ID465","5ed7578ef05e671db283844e","2.20071021028099","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-66.5735183210792","-49.7230813686804"
"ID466","5ed8e10357f9623ee2f603e7","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-71.1423272617978","-55.6068155077792"
"ID467","5ed8f853923c0941e1238299","4.69117278543542","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-68.7841592384722","-53.7165679105966"
"ID468","5ed90e1ff2a1840a177877d3","0.227199382119539","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-30.3723938145088","-17.1724498700672"
"ID469","5ed97291fac0cc510c9bb3f2","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-80.666111867078","-65.2861482308765"
"ID470","5eda9f7c460b766ded73bdb7","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-65.4531123836283","-50.0794321526845"
"ID471","5edb6534fd7ffe7e4b7d065a","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-55.9021058741987","-40.5284256432549"
"ID472","5edbf6a29a8d508920c14f6c","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-39.9689602358097","-25.7143188096928"
"ID473","5edcfb851ba1889e083e218e","4.69117278543542","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-68.4405405970831","-52.964694588333"
"ID474","5edd630ac419bf0ed18c99b5","0.05","0.01","1e-10","1e-06","0.999999","1e-06","1e-10","-19.1099677988393","-1.7227269272099"
"ID475","5ede3fcf6b821907836e01fc","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-80.9631239635687","-65.5831603273672"
"ID476","5ede976d873bba121db3fe20","0.227199382119539","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-29.1425256863058","-16.0750725128208"
"ID477","5edf50e72ef80a1fe0267aeb","0.484312542963499","0.01","1e-10","0.214286","0.999999","1e-06","1e-10","-47.7999492024342","-33.4501607866288"
"ID478","5ee107a76411e40e242da7f1","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-56.5145158442501","-41.1408356133063"
"ID479","5ee131f793ab7b12e4b525fb","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-48.1441744547497","-33.8895330286329"
"ID480","5ee21a32d4c762283a96e624","4.69117278543542","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-83.433502474101","-66.7726685099976"
"ID481","5ee27217fd7c7c72eb755cbe","4.69117278543542","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-83.2213360537662","-66.5605020896628"
"ID482","5ee277d2e7dae975727d3985","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-67.1761633478559","-51.8024831169121"
