"","ID","tau","lrc","reset","sal","mem","zeta","lp","sumll"
"ID50","5a4e26a8f4c9dc0001b7a1b5","2.20071021028099","0.15","0.43","0.042858","0.9","1e-06","-43.6363297488692","-42.5694877405698"
"ID51","5a5a3ec6ac5624000153e0f7","0.484312542963499","0.01","0.99","0.042858","0.9","1e-06","-46.8161069131622","-44.9801896759114"
"ID52","5a5d1194acc75b00017a7b8f","4.69117278543542","0.15","0.29","0.042858","0.9","1e-06","-57.3681686970249","-55.0030287931737"
"ID53","5a69d77a56585a0001633482","1.03239118471","0.01","0.57","0.257143","0.9","1e-06","-52.0195368834531","-50.7084228867164"
"ID54","5a6f7604ff6f2300013edcd8","4.69117278543542","0.15","0.15","0.042858","0.9","1e-06","-58.085929756327","-55.6728624275322"
"ID55","5a8b513317ef35000170b86f","2.20071021028099","0.15","0.85","0.214286","0.985713428571429","1e-06","-39.5644480068247","-38.5997781676339"
"ID56","5a8c78b0ae9a0b0001aa27fd","4.69117278543542","0.29","0.99","0.042858","0.9","1e-06","-51.7697985926406","-49.1608388483687"
"ID57","5a90460d1eda41000135f918","0.227199382119539","0.01","0.99","1e-06","0.985713428571429","1e-06","-44.9715003949162","-40.3367416539095"
"ID58","5a94a3344eecca0001dd3c52","1.03239118471","0.15","0.01","0.128572","0.999999","1e-06","-18.3263511983239","-16.5455112610244"
"ID59","5a9d68a3dbdb470001eefb79","4.69117278543542","0.15","0.15","0.085715","0.9","1e-06","-53.826775361563","-51.5755395558432"
"ID60","5aa696af6219a30001c75d2a","1.03239118471","0.15","0.85","0.171429","0.999999","1e-06","-25.6398051520347","-24.1738357287018"
"ID61","5aa9528235237b0001132675","4.69117278543542","0.15","0.71","0.042858","0.9","1e-06","-62.5739165897971","-60.2087766859459"
"ID62","5ab3bc131204f90001c965bd","0.05","0.01","0.99","0.3","0.971427857142857","1e-06","-5.77510302094686","-4.20082779368886"
"ID63","5ab4e55cf69e940001d8d3bf","2.20071021028099","0.15","0.85","0.214286","0.914285571428571","1e-06","-35.4031212622768","-34.6100992660631"
"ID64","5ab5509cf69e940001d8d954","4.69117278543542","0.29","0.85","0.3","0.9","1e-06","-55.0789827954798","-53.1338358928281"
"ID65","5ac3b825e734400001da2436","2.20071021028099","0.15","0.15","0.085715","0.999999","1e-06","-27.8852663467433","-25.7741442739969"
"ID66","5ad3bfc75b53cb0001f35839","0.484312542963499","0.01","0.85","0.042858","0.9","1e-06","-46.7708924927706","-45.1905334162655"
"ID67","5ad658e2a38d7b00013afe89","2.20071021028099","0.01","0.29","0.042858","0.9","1e-06","-68.9366969553144","-66.7271051692804"
"ID68","5adf629ddee8590001b05f7b","2.20071021028099","0.15","0.57","1e-06","0.942856714285714","1e-06","-57.2836973693627","-53.5100852168253"
"ID69","5ae1a263066c510001d48146","0.05","0.01","0.57","1e-06","0.999999","1e-06","-25.8765718951567","-20.5363738464164"
"ID70","5ae59bec7edeb000014a828c","0.484312542963499","0.15","0.29","0.042858","0.985713428571429","1e-06","-8.76395441686681","-8.1713570511685"
"ID71","5ae9f13b9b283d00017ee04d","2.20071021028099","0.01","0.43","0.042858","0.9","1e-06","-66.2767185737569","-64.0845543553729"
"ID72","5af344dfdf9933000161f47a","2.20071021028099","0.01","0.43","0.3","0.942856714285714","1e-06","-62.8248919468216","-60.9896735366246"
"ID73","5afc2d1f2406810001d625c0","0.484312542963499","0.15","0.71","1e-06","0.985713428571429","1e-06","-18.2957527264115","-15.0476940891626"
"ID74","5b1d5e16503f020001e684aa","0.227199382119539","0.01","0.71","1e-06","0.985713428571429","1e-06","-48.3604753843229","-44.0292022290055"
"ID75","5b1ed2783522660001b464eb","1.03239118471","0.01","0.85","0.085715","0.9","1e-06","-56.3843508837004","-54.7851404605978"
"ID76","5b1fe253b803da0001dfbc8d","0.227199382119539","0.01","0.99","0.085715","0.914285571428571","1e-06","-18.1718209990641","-16.52600289566"
"ID77","5b35bd1d532e3d00018e8b27","2.20071021028099","0.15","0.99","0.042858","0.985713428571429","1e-06","-31.780187431433","-30.2069443455728"
"ID78","5b491b4eac6f5a0001549493","2.20071021028099","0.15","0.85","0.042858","0.9","1e-06","-43.9204152158211","-42.7882182149282"
"ID79","5b49d3a519f8e70001b7df02","4.69117278543542","0.29","0.85","0.3","0.9","1e-06","-42.3710611416523","-40.4259142390006"
"ID80","5b5d4bfc4e945800017db533","4.69117278543542","0.29","0.85","0.042858","0.9","1e-06","-46.9279727107001","-44.574571127174"
"ID81","5b5dfd9c4e945800017dcd79","1.03239118471","0.01","0.99","0.3","0.942856714285714","1e-06","-36.1509608805211","-34.4913065817848"
"ID82","5b630cec6abdd90001d98c3f","4.69117278543542","0.15","0.85","0.085715","0.9","1e-06","-58.0649692672406","-55.8137334615208"
"ID83","5b707d214415ce0001b1fd78","2.20071021028099","0.57","0.57","1e-06","0.985713428571429","1e-06","-29.8886926390006","-25.6262252571002"
"ID84","5b72d8042aeef10001972da0","0.484312542963499","0.43","0.99","1e-06","0.9","1e-06","-14.1204118350802","-10.6815305106755"
"ID85","5b8fe19ae3a406000131f1a6","1.03239118471","0.29","0.01","1e-06","0.985713428571429","1e-06","-30.8598840477948","-27.1873227004527"
"ID86","5b97a1e083bd380001b92485","0.484312542963499","0.01","0.99","0.3","0.985713428571429","1e-06","-21.2343164351419","-19.621165954544"
"ID87","5b9e1e607b196f000195b599","0.227199382119539","0.01","0.85","0.171429","0.9","1e-06","-14.4640324925268","-13.2362880157263"
"ID88","5bb756696322c5000159756c","4.69117278543542","0.15","0.99","0.042858","0.985713428571429","1e-06","-55.1731851889428","-52.3190717751808"
"ID89","5bbe3c5cee6586000142be43","0.484312542963499","0.01","0.99","0.3","0.9","1e-06","-29.6319240050353","-28.204261448659"
"ID90","5bc08c345e8a950001892156","0.05","0.01","0.85","0.042858","0.942856714285714","1e-06","-6.3696832807788","-4.7090392332365"
"ID91","5bc642c0069008000139d18b","2.20071021028099","0.15","0.85","0.085715","0.971427857142857","1e-06","-31.3053861394688","-30.217384089119"
"ID92","5bdc3c8182698d0001f076c3","0.227199382119539","0.01","0.85","0.3","0.9","1e-06","-18.2663252677388","-17.1363285641244"
"ID93","5be1f75bd536990001a4410c","2.20071021028099","0.01","0.29","0.3","0.9","1e-06","-66.2995556879485","-64.4982185827889"
"ID94","5be2fadf5e9fd30001696162","0.05","0.01","0.15","0.128572","0.9","1e-06","-2.60639336284892","-1.24825274246151"
"ID95","5be415810241050001ca2318","2.20071021028099","0.01","0.15","0.3","0.914285571428571","1e-06","-66.5061324502374","-64.6430278388899"
"ID96","5bec2847ac6b780001fec122","0.227199382119539","0.29","0.99","1e-06","0.9","1e-06","-11.1315130609969","-7.86723019956503"
"ID97","5bec6a8b1209fb00011bb521","2.20071021028099","0.15","0.85","0.042858","0.9","1e-06","-40.2773991544954","-39.1452021536025"
"ID98","5beefb60e015710001cbb721","4.69117278543542","0.15","0.43","0.042858","0.9","1e-06","-58.6046321434892","-56.256919807288"
"ID99","5bf2f728bd9f150001f6cc42","0.106583155826692","0.01","0.85","0.3","0.9","1e-06","-8.99773838275711","-7.8467856331933"
"ID100","5bf4123e840310000124cfca","1.03239118471","0.01","0.85","0.3","0.9","1e-06","-56.4254455633169","-55.0726582980138"
"ID101","5bf44a04d7e7a70001d7a672","1.03239118471","0.15","0.85","1e-06","0.985713428571429","1e-06","-45.799574777338","-42.322905845473"
"ID102","5bf4584fabf94600013a9fa1","2.20071021028099","0.43","0.57","0.3","0.957142285714286","1e-06","-30.2927927702537","-29.482807694025"
"ID103","5bf5b2627ea49f0001ba9372","2.20071021028099","0.15","0.99","0.042858","0.985713428571429","1e-06","-41.766529921832","-40.1932868359718"
"ID104","5bf728483db90d0001f48ff7","2.20071021028099","0.15","0.15","0.042858","0.999999","1e-06","-31.5970998344033","-29.3241462385819"
"ID105","5bfed3f1aa5fa3000136a998","0.227199382119539","0.01","0.99","0.171429","0.942856714285714","1e-06","-17.688921882903","-16.1543103726693"
"ID106","5c081c45fd9c080001709937","10","0.43","0.15","0.3","0.971427857142857","1e-06","-64.7037728953247","-58.7515882967876"
"ID107","5c0843f24452300001df4ea0","0.227199382119539","0.01","0.85","0.128572","0.985713428571429","1e-06","-26.607855691447","-25.1353109372041"
"ID108","5c10377461df5c0001cb4906","2.20071021028099","0.01","0.85","0.3","0.985713428571429","1e-06","-61.6652233636673","-59.6304709093426"
"ID109","5c1129084be31a00014802fb","0.484312542963499","0.01","0.71","0.085715","0.9","1e-06","-43.0041766627844","-41.6335765342979"
"ID110","5c1a54257fa1590001b96070","0.227199382119539","0.01","0.85","0.085715","0.9","1e-06","-24.5753104230991","-23.1988905616852"
"ID111","5c1a9e323407be0001cf8165","0.484312542963499","0.01","0.85","0.085715","0.971427857142857","1e-06","-33.3207226130932","-31.7845584871313"
"ID112","5c23615d70d93a0001202ea2","4.69117278543542","0.15","0.85","0.042858","0.9","1e-06","-57.0887280265364","-54.6756606977416"
"ID113","5c28b31a0091e40001ca5030","0.05","0.01","0.99","1e-06","0.985713428571429","1e-06","-23.1076758915985","-18.4018333602258"
"ID114","5c296b31e9b1b20001b8ac77","2.20071021028099","0.15","0.01","0.042858","0.999999","1e-06","-41.1553374675672","-38.6268257110001"
"ID115","5c36776624643200010eb6e5","2.20071021028099","0.15","0.99","0.042858","0.9","1e-06","-46.1117972605277","-44.724042098889"
"ID116","5c377f1965e5c300013ee88a","4.69117278543542","0.15","0.15","0.085715","0.9","1e-06","-54.8605374702061","-52.6093016644863"
"ID117","5c3ce5cde0ea82000145f9f9","0.227199382119539","0.01","0.99","0.085715","0.957142285714286","1e-06","-13.8875924005905","-12.1770416553149"
"ID118","5c3d9334337ac90001a4d6cf","0.106583155826692","0.43","0.71","1e-06","0.999999","1e-06","-6.7557311841569","-2.50073049657989"
"ID119","5c3f7c6329966300010dce78","4.69117278543542","0.29","0.01","0.3","0.999999","1e-06","-51.9359167097486","-48.5944550514227"
"ID120","5c47260028cab20001a74aae","4.69117278543542","0.15","0.71","0.128572","0.9","1e-06","-65.0457659526614","-62.9318206032776"
"ID121","5c4783f5c41b2a000183a24d","0.484312542963499","0.01","0.99","0.042858","0.9","1e-06","-41.8577244623306","-40.0218072250797"
"ID122","5c48f116c41b2a000183e340","0.484312542963499","0.01","0.57","0.3","0.957142285714286","1e-06","-24.0341628060923","-22.8488406799394"
"ID123","5c4b6366c547dc0001934854","0.484312542963499","0.01","0.01","0.171429","0.9","1e-06","-34.7522417076266","-33.2268313780642"
"ID124","5c50ce81d99f9d0001b0f696","1.03239118471","0.29","0.99","1e-06","0.985713428571429","1e-06","-22.7545084034023","-19.0819470560602"
"ID125","5c56eb0e59095a0001bac969","0.484312542963499","0.01","0.99","0.3","0.9","1e-06","-25.9180775230852","-24.4904149667088"
"ID126","5c576413a7890b0001f59a92","4.69117278543542","0.29","0.71","0.128572","0.9","1e-06","-39.8798506506397","-37.8255710465246"
"ID127","5c5d4afe4cc94200016a4982","1.03239118471","0.01","0.71","0.085715","0.985713428571429","1e-06","-57.1190818596525","-55.3823109372719"
"ID128","5c634aca9d0d7000012479a0","0.227199382119539","0.01","0.85","0.3","0.985713428571429","1e-06","-28.8191924514344","-27.5037078235985"
"ID129","5c654e352f6d5e000174bae5","4.69117278543542","0.15","0.29","0.042858","0.9","1e-06","-63.4015296850015","-61.0363897811503"
"ID130","5c69be6ac3aaf50001c69311","2.20071021028099","0.01","0.71","0.214286","0.9","1e-06","-66.0211972349011","-64.1646205347906"
"ID131","5c6c08c5d9c1580001ce9aab","0.227199382119539","0.01","0.99","0.171429","0.9","1e-06","-15.1406074459561","-13.6573048084098"
"ID132","5c6c78c4f9951f0001db8bd5","1.03239118471","0.15","0.57","0.3","0.9","1e-06","-13.6278503521086","-13.4657402894838"
"ID133","5c6fc42118508b0001e1e711","0.484312542963499","0.01","0.85","0.128572","0.957142285714286","1e-06","-40.5515694629421","-39.1438322177887"
"ID134","5c7840493454d70001df81ee","0.484312542963499","0.01","0.85","0.042858","0.9","1e-06","-41.7425405057472","-40.1621814292422"
"ID135","5c790c7e8fbcb100146b6cd8","2.20071021028099","0.01","0.99","0.3","0.985713428571429","1e-06","-61.3044110947642","-59.0141004796937"
"ID136","5c7bc8ea5a669300172440fc","2.20071021028099","0.29","0.85","1e-06","0.9","1e-06","-41.5757429054524","-37.8477503782775"
"ID137","5c7e22dc6babcb0001850548","4.69117278543542","0.15","0.85","0.128572","0.9","1e-06","-52.022033141854","-49.8601603675268"
"ID138","5c7fa97a212cc800147dd154","2.20071021028099","0.15","0.85","0.042858","0.9","1e-06","-45.0666393025107","-43.9344423016178"
"ID139","5c80097d514b730001d662f4","2.20071021028099","0.01","0.71","0.042858","0.9","1e-06","-68.1196062370456","-65.9100144510115"
"ID140","5c8119441c40f30001b464b1","1.03239118471","0.01","0.01","0.128572","0.9","1e-06","-50.9059325751676","-49.1405270227118"
"ID141","5c823b094c3d3f000182fc57","4.69117278543542","0.15","0.29","0.171429","0.9","1e-06","-50.0358496999538","-47.9812167037909"
"ID142","5c8831d20d005a00131367d3","1.03239118471","0.15","0.99","1e-06","0.985713428571429","1e-06","-26.0057075875703","-22.2734804949596"
"ID143","5c8a65405abd6b0016767b56","1.03239118471","0.01","0.71","0.3","0.985713428571429","1e-06","-49.9502905909683","-48.4599428263873"
"ID144","5c8bdc00302d6c0016a70680","2.20071021028099","0.15","0.85","0.085715","0.942856714285714","1e-06","-32.4445761129561","-31.4229017624507"
"ID145","5c8cfc3772503f0001e9c965","2.20071021028099","0.01","0.15","0.042858","0.9","1e-06","-68.6470982859266","-66.389579074949"
"ID146","5c8e05e7aa473f00015e5fe7","1.03239118471","0.01","0.99","0.3","0.914285571428571","1e-06","-40.9454232722566","-39.3232377649634"
"ID147","5c915492399a770001aece93","1.03239118471","0.01","0.15","0.3","0.9","1e-06","-49.514888653176","-48.1621013878729"
"ID148","5c92a94f5983f5001664fe08","2.20071021028099","0.01","0.57","0.042858","0.9","1e-06","-69.8521747246718","-67.6600105062877"
"ID149","5c9776a67610c800126a37a5","4.69117278543542","0.29","0.57","0.171429","0.9","1e-06","-44.1410964736634","-42.1635567904193"
"ID150","5c9879aed87fc4000155f4ac","0.484312542963499","0.15","0.71","1e-06","0.999999","1e-06","-20.7492479420757","-16.5459206341199"
"ID151","5c9e119a881e9800147050da","0.484312542963499","0.01","0.01","0.171429","0.9","1e-06","-31.1311912989659","-29.6057809694035"
"ID152","5ca0de7d8001d50018c69031","2.20071021028099","0.01","0.71","0.3","0.985713428571429","1e-06","-63.7906408440283","-61.8038158146472"
"ID153","5ca1f3847a29720017ba6e03","0.227199382119539","0.01","0.01","1e-06","0.985713428571429","1e-06","-22.4430096249078","-17.808250883901"
"ID154","5ca3adc28618ca001742161b","4.69117278543542","0.15","0.85","0.042858","0.9","1e-06","-58.5281249923539","-56.1150576635591"
"ID155","5ca62ff267351c0001a652d4","2.20071021028099","0.29","0.85","0.085715","0.9","1e-06","-37.7139437983297","-36.8032440657804"
"ID156","5ca730801c2e7b0012af7c21","1.03239118471","0.01","0.85","0.3","0.985713428571429","1e-06","-48.4612130748837","-46.9229378853591"
"ID157","5ca86b3cb55c520017af9d7e","0.484312542963499","0.01","0.57","0.085715","0.985713428571429","1e-06","-44.5125185769315","-42.9738580918735"
"ID158","5cab2b8f1a90ba00141fb656","1.03239118471","0.01","0.15","0.171429","0.971427857142857","1e-06","-42.0732704170353","-40.5050988060144"
"ID159","5cade9a95baa830017900127","2.20071021028099","0.15","0.99","0.042858","0.9","1e-06","-46.7173801723816","-45.3296250107429"
"ID160","5cb1ffae6e3f2c001740dfdf","1.03239118471","0.01","0.71","0.042858","0.971427857142857","1e-06","-57.1427540902062","-55.3120029964405"
"ID161","5cb237be9d908d000120453a","0.484312542963499","0.01","0.99","0.3","0.9","1e-06","-23.0778843677791","-21.6502218114027"
"ID162","5cbf52b5bba52700168cbe22","0.484312542963499","0.01","0.29","0.171429","0.9","1e-06","-44.7586286414056","-43.5367038975325"
"ID163","5cc1a87f3e1f030016f31afe","4.69117278543542","0.29","0.85","0.3","0.9","1e-06","-55.1051235265234","-53.1599766238717"
"ID164","5cc4969c3b1b1c0018f9da36","4.69117278543542","0.15","0.15","0.257143","0.9","1e-06","-56.581250350168","-54.5527559782205"
"ID165","5cc8745ba94e300001fd9687","1.03239118471","0.29","0.57","0.085715","0.928571142857143","1e-06","-18.9918958510861","-18.6125067758487"
"ID166","5ccafdfd42a8970001f8081f","4.69117278543542","0.15","0.15","0.085715","0.985713428571429","1e-06","-55.2483121729795","-52.8115884430382"
"ID167","5ccdb020ed1c4f001649810e","0.05","0.01","0.99","1e-06","0.9","1e-06","-12.4863389352871","-7.96598432813588"
"ID168","5cd707bb2e50c90017583e61","1.03239118471","0.01","0.71","0.085715","0.942856714285714","1e-06","-59.979719618597","-58.3771277477506"
"ID169","5cd726aab1fa62001a8de584","4.69117278543542","0.15","0.85","0.3","0.9","1e-06","-49.6556266900588","-47.6508140421385"
"ID170","5cdc5fc0243827001706434f","2.20071021028099","0.15","0.85","0.085715","0.942856714285714","1e-06","-29.8125013588435","-28.7908270083382"
"ID171","5cdd35e1ffe01a001631cd78","1.03239118471","0.15","0.01","0.042858","0.999999","1e-06","-22.2684276809946","-20.2363931892276"
"ID172","5cdd8bb5fceec6001763f998","4.69117278543542","0.15","0.71","0.042858","0.9","1e-06","-60.327827484393","-57.9626875805418"
"ID173","5cdfb5e4b5dcb500011d0d07","0.106583155826692","0.01","0.01","1e-06","0.9","1e-06","-23.3105246697871","-18.8402978070525"
"ID174","5ce50e4054e33d0001189577","4.69117278543542","0.15","0.15","0.042858","0.942856714285714","1e-06","-51.3021070194303","-48.8377308179482"
"ID175","5ce56b5de9e85d00159a0174","2.20071021028099","0.29","0.85","0.3","0.9","1e-06","-25.909731283797","-25.2454547090472"
"ID176","5ce65aa96ad4e50001097566","0.05","0.01","0.57","0.3","0.985713428571429","1e-06","-3.53497550584944","-2.21376208024105"
"ID177","5cee4a172674040001d07c5b","0.484312542963499","0.01","0.99","0.128572","0.9","1e-06","-45.2014085099132","-43.6166858271299"
"ID178","5ceebfea7a3448001a6dd6ee","0.484312542963499","0.01","0.99","0.042858","0.9","1e-06","-44.2881887580136","-42.4522715207628"
"ID179","5cf03597beaebd001f0d73ab","1.03239118471","0.01","0.85","0.042858","0.9","1e-06","-51.4678517703037","-49.7068098241262"
"ID180","5cf0f45706fb120015ecfd2e","1.03239118471","0.29","0.29","0.171429","0.9","1e-06","-13.9192945644945","-13.7016749063022"
"ID181","5cf12ddbf17e370017a278c5","2.20071021028099","0.15","0.99","0.085715","0.985713428571429","1e-06","-32.6620266614006","-31.2506150986154"
"ID182","5cf656e90acc8f000147f643","0.106583155826692","0.01","0.99","0.3","0.9","1e-06","-8.21452757929713","-6.80801666898752"
"ID183","5cfe7e8bc2acc60001196300","0.484312542963499","0.01","0.29","0.085715","0.9","1e-06","-39.2386071933861","-37.8680070648996"
"ID184","5d0124a5b35d41000152ded3","1.03239118471","0.71","0.29","1e-06","0.999999","1e-06","-16.5868110139417","-11.3670825345272"
"ID185","5d0a345d8d7a4b000172fb93","1.03239118471","0.01","0.85","0.042858","0.9","1e-06","-62.9783658661702","-61.2173239199927"
"ID186","5d0b787c4d659a000139110b","0.484312542963499","0.01","0.99","0.214286","0.942856714285714","1e-06","-28.0798522952451","-26.5456412712304"
"ID187","5d0cc9b80622c6000144f1d6","2.20071021028099","0.15","0.15","0.042858","0.9","1e-06","-46.5026470374824","-45.3704500365895"
"ID188","5d124464019fa6000162bfdb","1.03239118471","0.01","0.57","0.042858","0.9","1e-06","-58.7055919403392","-57.0099049867553"
"ID189","5d1290103b20b0000102e8e3","1.03239118471","0.43","0.85","1e-06","0.985713428571429","1e-06","-21.6136132259677","-18.0641192684148"
"ID190","5d166c21e1c05200198b446d","0.484312542963499","0.01","0.85","0.3","0.9","1e-06","-49.7921106086989","-48.6200062130684"
"ID191","5d1bbbd63788ac0019ced5d9","0.484312542963499","0.01","0.85","0.257143","0.985713428571429","1e-06","-23.2349777821622","-21.8537037382829"
"ID192","5d1bcfd2e24a990001f327a3","0.106583155826692","0.29","0.29","0.128572","0.999999","1e-06","-16.4790050261258","-15.2631509355235"
"ID193","5d211227bdbc65001b7ace0a","1.03239118471","0.01","0.99","0.3","0.985713428571429","1e-06","-50.0810686872987","-48.2872353370283"
"ID194","5d24c2146dd2960016cef0b7","1.03239118471","0.43","0.99","1e-06","0.985713428571429","1e-06","-16.0885640948497","-12.283511976551"
"ID195","5d26c8bc341630001a250a2f","2.20071021028099","0.15","0.43","0.3","0.985713428571429","1e-06","-30.2272227623592","-29.3831475107128"
