"","ID","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","ll"
"ID","54240de1fdf99b691fb383a8",0.714875591704586,1.48199726010527,0.642558661055683,1.19467729126142,2.97381147271465,1.19045060998571,0.00835230091598125,1.04497788119985,NA,NA,NA,NA,-72.111349710344
"ID1","54b60d74fdf99b1ce0367ab5",0.412646038220605,1.01299430365464,0.416560254649503,6.83423821268719,0.196737398868525,-1.39761161077665,0.82471867799196,0.245462552583514,NA,NA,NA,NA,-33.3280597798221
"ID2","55780ee6fdf99b4cbc0aef95",0.201383595615021,3.15137682611471,0.976993712307616,1.45779651137522,0.385514330658163,1.05305097447394,0.28768088990246,0.666955535000068,NA,NA,NA,NA,-23.1987091268563
"ID3","559cdad9fdf99b66f54b7794",0.985227748544288,7.62668625458565,0.954415608778255,1.31132459619684,1.23210784534392,1.68162113719991,0.124573110368898,0.13243045897897,NA,NA,NA,NA,-65.5964570186586
"ID4","55a77810fdf99b444b9d255c",0.622621835522885,0.181829237399628,0.289415201729562,6.70234182560872,2.60440116492254,-4.18805913676481,1.79455449740453,0.0763988714615095,NA,NA,NA,NA,-50.6760170442708
"ID5","55b95e2ffdf99b469f622883",0.573433533621564,0.27074757350883,0.974572159895857,4.07569461885203,1.03791730664877,-0.620623508426553,0.5793923144697,0.143533345941524,NA,NA,NA,NA,-50.4744531088009
"ID6","55d6d91d69dbc30005b66ffe",0.0415738198243623,0.206203564493225,0.554602320059252,3.12505306032766,2.09578366482131,-0.873385519707074,0.435152747832581,0.85120409883913,NA,NA,NA,NA,-39.0223966975239
"ID7","56051814e372c00011bd556a",0.178029159705725,6.37598590313042,0.702374662459615,0.868695871463368,0.137914622504218,-2.5229974170861,0.23005513678427,0.116086933529037,NA,NA,NA,NA,-50.3336036709816
"ID8","560aef7d01c38a00127693d3",0.640278472912229,0.729789319870557,0.680025361668741,0.760239924006552,0.0595594839387975,0.0879300322472265,4.19924193384164,4.296454943046,NA,NA,NA,NA,-0.413758015010063
"ID9","5687d434369319000c269c03",0.302326647666971,0.0962668146391437,0.493529372372871,2.3019168923355,2.04857284923181,-1.70423904588771,1.82620789498497,0.105090052172956,NA,NA,NA,NA,-47.5167788636
"ID10","56c81007ba8e37000d7b211e",0.22401893004988,3.74116670827345,0.857489480000918,2.7211483092858,0.0720164442572428,0.617923401105319,0.0416551534840353,0.0272513521605143,NA,NA,NA,NA,-27.387092728064
"ID11","56f699e876348f000c883bba",0.547397423509234,0.0958769591789713,0.991763714019314,4.42229709615493,2.76921919016084,0.575620785348518,2.32795576820023,9.004418274459,NA,NA,NA,NA,-41.589406358498
"ID12","571de7af13b1b70009be2f26",0.382123175091362,0.330836572070651,0.94005725884627,0.818048195629763,4.90455208652772,-0.761167861912529,0.310420049282133,1.62935543167287,NA,NA,NA,NA,-58.8000856291962
"ID13","5744bbe15e549100063b08cb",0.162435401816438,0.969142733794413,0.128052248234213,1.20143231308243,0.662428815936144,-3.86367225915134,0.381161839435821,0.433870614113901,NA,NA,NA,NA,-54.9831320815905
"ID14","57611238eaf3f80007481e8e",0.451138497730822,2.19765274915925,0.646386953580029,0.0787835383455466,2.20644681684246,-1.62217026589002,0.227297142648085,1.16641821513451,NA,NA,NA,NA,-58.1226510312454
"ID15","5778eeb20e49300001ba9ec0",0.819482960653052,1.64687237467323,0.934513091255813,2.63493086571373,0.364570809190422,0.672977535864855,9.39756473483883,7.16263055437321,NA,NA,NA,NA,-64.7434874108702
"ID16","577a6900f8f7ed00014b537b",0.169033843506052,2.35033354910423,0.976785165202124,0.428000217457979,0.405774854661805,2.71548079519427,6.1558396078127,6.95499547772935,NA,NA,NA,NA,-83.4583809713952
"ID17","5784d25070c76a00012427e0",0.0461622175505962,0.982702037174324,0.215356117264888,1.90700829321415,0.0850837022431661,-0.179643442536211,0.129531628319814,0.330358078421968,NA,NA,NA,NA,-15.5744816226055
"ID18","579fb6f46475d400015ab855",0.975917111711909,1.65405286396101,0.960164968796085,0.135212126047189,3.69631647001099,-1.2630100085616,0.570487665625451,0.260835051987212,NA,NA,NA,NA,-47.1051713700954
"ID19","57f8a3ece480f5000136f588",0.31456113555757,4.04628983856142,0.969724589911061,3.60974117431826,2.16565578830284,6.04979965047111,0.169352109000797,1.70525932131126,NA,NA,NA,NA,-48.0536091268763
"ID20","5808ec7ff0740c0001789a1b",0.704328764974937,2.02543168207646,0.125319192375999,1.69480397423321,1.48297160669697,-1.0167901201786,0.551338159422923,0.00813669492881161,NA,NA,NA,NA,-74.1439137562473
"ID21","584726b8f063d30001161e6a",0.0290139702666258,1.24355688671512,0.639115627973122,2.12541025823595,1.98825550210339,-0.56582129319067,0.120428491004217,0.246778274666692,NA,NA,NA,NA,-65.5014088582351
"ID22","58513454b9f14b000151795f",0.0267915507021848,0.323711640028702,0.849863980385136,2.41408474475382,1.48492679160642,-3.20844009367214,0.372890946447986,2.22248604631509,NA,NA,NA,NA,-48.1784831852909
