"","ID","pHI0","uHI0","pSI0","uSI0","upi","etaHI","etaSI","ll","Persec","ICARTot","Order"
"ID425","5eb741079eb7cb65f0f82a91",0.217887769994614,0.175096060118388,0.0488218699581929,0.391929023975073,6.22309073372237,0.0437988942884565,0.483594487897205,-72.8710661060555,3,2,"Fair"
"ID426","5eb83d26efe062062ae82412",0.647206122762279,1.80903678449316,0.999775255346024,1.18836841215339,5.28936777189531,0.376826714624031,0.029431786973879,-73.6435348338524,2,7,"Fair"
"ID427","5eb8c16a3a7a17837b2d1828",0.223157964335723,0.0550554620699812,0.584922676876221,0.215212533666238,1.99174279081837,0.111971096802214,0.177402355462443,-38.0832492335929,0,9,"Fair"
"ID428","5eb9199609a0310174592940",0.115978172826501,0.224835965101763,0.241228110048596,1.3855180865397,3.11135232218844,0.484431534376927,0.999972948892646,-57.6923487132966,5,2,"Unfair"
"ID429","5eb9423c28bc6300099852af",0.043783410311145,0.524818522936465,0.0776788345554907,2.26482824001245,5.68728070612354,0.900268473597601,0.613658445192226,-70.9239644549396,0,10,"Fair"
"ID430","5eb9697b651aca0436adfe9d",0.42968248865523,4.4035510349764,0.944301846109857,0.245515713163232,5.04686664030958,0.15749982379425,0.13526727570548,-65.3212163405237,0,6,"Fair"
"ID431","5eba076ccf8a3114d759fdd0",0.0020695176024983,1.28918395681345,0.976915918457206,0.122993932831503,0.504733226540014,0.607661900852808,0.137671622669447,-0.411136254521592,1,10,"Unfair"
"ID432","5eba5cf82cbf431a3276c90b",0.510475026368809,0.261925208947416,0.922557822008564,4.38674895837915,0.778238255798288,0.4543868915018,0.0578360599451376,-44.403652717543,1,3,"Fair"
"ID433","5eba9c85d1130507bd1a6219",0.112880441317263,7.09497474870471,0.976576779535814,0.620339233411517,10.7721739605146,0.759343448922144,0.0204390669187631,-77.6255219797378,0,2,"Fair"
"ID434","5ebaec011a7d64080694fe74",0.979050837755648,0.503341277350944,0.985833251686821,0.656293569937796,4.54885036079741,0.00482975060289081,0.00192831213324254,-69.5024168158337,0,6,"Fair"
"ID435","5ebd3dae8c3ef3000b5b1b2d",0.998319133214684,3.362979845124,0.997949837730938,1.04996448288308,2.53997654305234,0.842065693370112,0.0492695095369603,-102.640047509134,11,3,"Unfair"
"ID436","5ebd9047a4e2fc0ab05b2e40",0.986350807634975,2.02751910995348,0.998818608167744,1.98822182500753,2.84030504967279,0.326011414278378,0.121220075124681,-68.2821472376991,0,8,"Unfair"
"ID437","5ebde7d4e24d0b12e9d60d7d",0.396644100885119,0.767555376031392,0.0685738478719078,2.33492589338938,2.14951267551577,0.895296848450366,0.792811118448895,-83.4444265195468,11,2,"Unfair"
"ID438","5ebe945956bdfc202ececb1b",0.509444057523112,0.30761888086244,0.934437945463552,0.0606692995895386,3.69797261672474,0.467181943155854,0.718644318732868,-47.4382802908838,3,5,"Unfair"
"ID439","5ebfa2c519a604383366f3e8",0.955250637029181,0.204704470678327,0.780105206268337,0.0699275200556851,2.88709684611132,0.674310084022234,0.204768640950863,-48.6747135489932,21,0,"Fair"
"ID440","5ec2683e7bf5d7035f84ddf8",0.315672184572918,0.126434583203197,0.750314309570215,0.077170895366887,1.87235787667065,0.905433689723618,0.804732229322999,-35.6987768999086,0,6,"Fair"
"ID441","5ec28a6332a7510637436a57",0.644511485200488,3.72140432350892,0.990306712419124,3.53580221656502,2.2203703700045,0.000150239961144938,0.42321629393203,-77.0283377485491,0,3,"Fair"
"ID442","5ec2eb1fdb44d61155191d85",0.89318266351925,0.315617670978726,0.869868963235237,0.346713530749267,5.92884807401428,0.360011937152982,0.783191613305973,-70.9154716643475,2,4,"Unfair"
"ID443","5ec57069f264da556b3f1cfa",0.00326535065334521,1.56423287879227,0.0568689969869626,1.19173191634398,0.691752087565584,0.496588446505153,0.976028383985387,-58.9295335621118,9,5,"Fair"
"ID444","5ec6563b04e80f030b94e03c",0.267442240261342,0.395092223662445,0.0517242247644135,6.8036397201818,4.51005692923304,0.660354792330684,0.708800105032115,-78.8162086245192,1,8,"Fair"
"ID445","5ec681f642084e07c117dcba",0.510933069393098,0.60670304083397,0.605182324641889,0.58620952010749,1.86243840519616,0.257057782932791,0.158967685735683,-68.4960184926923,11,2,"Unfair"
"ID446","5ec875255c6a2700081554ac",0.353487141912434,8.54779252959833,0.634470059975928,0.626504152164741,4.19989127823776,0.300486303638073,0.844064804523614,-78.5240656566283,3,5,"Fair"
"ID447","5ec92a99d799ae417aa9c71c",3.33490131937067e-05,3.01818759522651,0.143330866536888,2.88128952324648,2.35703304422312,0.647681151665831,0.263741718729723,-60.9578221229063,1,2,"Fair"
"ID448","5ec93926ce905a051f5704f3",0.994988545514617,1.58634710266309,0.991727310219256,0.673719557186914,13.128589815402,0.257965416496604,0.176135574658148,-81.7386230344635,0,6,"Unfair"
"ID449","5ec96c05d06880489cae0e85",0.698652246126332,9.14602148587427,0.965454572310149,0.490443200795609,14.2448869504382,0.841566381490892,0.0779430326188197,-86.2436812002647,11,6,"Unfair"
"ID450","5ec9adfa68f3910f2f3b0fde",0.945528837571949,0.783088643608945,0.999479778919305,4.89099147064342,1.40463194131622,0.0813355844404303,0.59639054230738,-53.6517030495296,0,4,"Unfair"
"ID451","5ecbe220d068807a5425c4de",0.321504743660454,0.847818295286163,0.676971544101373,0.528307539279839,0.16330011423631,0.880768739114198,0.297633900103821,-29.4113472053451,3,5,"Unfair"
"ID452","5ece6c76c501a121bb6add41",0.953846673529769,1.85245110771449,0.980678953087728,1.23347747003875,3.10706728948331,0.923592477325618,0.859226220614058,-71.8691532400431,7,5,"Unfair"
"ID453","5ece8a3c088813259ffc1e0f",0.215881047465953,3.50904003632746,0.957265406411761,0.307837244853637,9.3321728973522,0.0804468665602628,0.0315040583103547,-72.9261676175062,24,7,"Fair"
"ID454","5eceba5be22abb2ca0077349",0.806073847481803,3.59013136015787,0.999550585177743,4.38302715174574,15.9360197243428,0.82459000726139,0.0827822910002322,-93.9568137663511,0,3,"Unfair"
"ID455","5ecfd28bb14b1c05751f178c",0.157915505174419,1.06240246118315,0.0534320955005978,2.24917596510997,6.85016015358101,0.695940692512682,0.903128387664113,-82.8667771056749,29,2,"Fair"
"ID456","5ecfd2be11216004c17c6b26",0.970844237317679,0.829194057633926,0.99958095161031,2.50751008847569,9.30411686697024,0.154953692939799,0.763388561658301,-75.3348010372712,0,2,"Unfair"
"ID457","5ed0c66875039f000b4e3897",0.998094152748241,2.10544272382439,0.999819429766983,2.58081154508727,1.60339685308028,0.331551617582778,0.739622134927255,-95.7348099724803,0,2,"Unfair"
"ID458","5ed0d82c81c0bd1bccc8ceea",0.733965818139544,3.70585313089495,0.999996689920855,2.36792783227032,2.31235290403482,0.57816324712165,0.456371571207229,-73.4455773856006,0,7,"Fair"
"ID459","5ed14d3bc71f86079de10d13",0.473568643521046,0.19933156949094,0.826462270987783,0.222208825905357,1.66249842431724,0.933676792356494,0.398049967995495,-42.1082164944781,0,6,"Unfair"
"ID460","5ed2b2478e4b7b10b7f4a529",0.105533713561068,5.65250882670771,0.779861979636923,3.00439823521358,7.3675244561467,0.61720665893001,0.462157364408799,-85.3479929184138,0,6,"Unfair"
"ID461","5ed358aab6ee6f2e2885eddf",0.271211944086218,2.69557679473573,0.878865258565172,0.0542259135114996,4.83876136999679,0.947346402888082,0.830599996105889,-56.9345687812029,3,1,"Fair"
"ID462","5ed38829fff60d32fb95a117",0.994499954751283,2.11839680740218,0.998856884911992,2.63575704814049,1.43260288426003,0.0700456142714883,0.192765778603332,-65.0831999404767,4,5,"Fair"
"ID463","5ed3f7a0f387a109b6580537",0.998878219089314,1.6348805175379,0.998355141456764,1.82999021203057,1.08353746253996,0.438970658603433,0.447509251475368,-91.8522550576006,0,7,"Unfair"
"ID464","5ed43096f615650c8fb1b1ea",0.999448764325026,2.74114905647085,0.99929856341688,0.0977812775400053,2.82946545455622,0.00157576815357245,0.0383629052273421,-71.1918693001326,0,5,"Unfair"
"ID465","5ed4fa5969acac03603380a0",0.414581204705217,1.5027183598889,0.639366524069909,0.585757285780505,1.0464502474136,0.559757736460917,0.156878269430823,-77.2272516635352,1,7,"Unfair"
"ID466","5ed507ce0760de048fc356bd",0.748477130674637,0.353489486947866,0.888714227106575,0.499602446051658,1.10002378644388,0.842103409424417,0.193880367777919,-38.6658812319546,12,5,"Unfair"
"ID467","5ed6a937eb466b1029493c39",0.299006196823247,0.66928511102959,0.421760925497675,0.916391325530317,0.729349323594606,0.837756648273158,0.0246036837209217,-56.720190920598,25,4,"Unfair"
"ID468","5ed7578ef05e671db283844e",0.319487919054952,2.86214890264137,0.762744320173378,2.35867059744795,9.335203357102,0.477379430604263,0.278186664878674,-86.4310710599007,0,7,"Unfair"
"ID469","5ed8e10357f9623ee2f603e7",0.0539858341995398,3.22309711714248,0.352098635408145,2.44138659155079,1.25708431136635,0.916684268946608,0.626241072790829,-72.4003438256464,5,8,"Fair"
"ID470","5ed8f853923c0941e1238299",0.999661683539262,2.502256307199,0.984232638795432,0.961532510412166,7.66217974074137,0.643344957201033,0.453781027656863,-75.3983780345055,0,4,"Unfair"
"ID471","5ed90e1ff2a1840a177877d3",0.123235248853129,0.801862657602997,0.948842913842662,0.923193202408934,2.37507869560651,0.739635460936839,0.658521168340171,-46.224204776118,0,10,"Unfair"
"ID472","5ed97291fac0cc510c9bb3f2",0.12651419114201,0.0468945049109253,0.268900628959923,0.183090902380455,2.68936312163822,0.0444311460097814,0.00248013876771802,-43.3226756792208,0,3,"Unfair"
"ID473","5eda9f7c460b766ded73bdb7",0.488737294647226,0.110419131624111,0.805517375472795,2.13288600334094,0.172507392691526,0.454336856005312,0.170301056860779,-41.7994104744218,12,3,"Unfair"
"ID474","5edb6534fd7ffe7e4b7d065a",0.62818625045293,0.120512578860295,0.984573913581305,1.52666140014696,3.81451970448462,0.636578888797424,0.0811389330388689,-65.0160578180609,3,4,"Unfair"
"ID475","5edbf6a29a8d508920c14f6c",0.923621719634713,0.442588796196177,0.999855183566724,2.22659174179404,8.25626576004515,0.590141346135197,0.744990809749329,-72.1059701429678,0,6,"Unfair"
"ID476","5edcfb851ba1889e083e218e",0.352345841981151,0.0869327952549608,0.741723278307252,0.0621772312373858,2.15994225243041,0.604432184443198,0.929993972388328,-32.844960725712,8,9,"Fair"
"ID477","5edd630ac419bf0ed18c99b5",6.36327253094697e-05,2.17094258606086,0.659581971830118,2.28910960957686,1.72544939051312,0.307815049084969,0.986817112781081,-18.8807674481608,0,6,"Unfair"
"ID478","5ede3fcf6b821907836e01fc",0.204083121804867,0.069879786730409,0.719582393389598,0.148565325393722,1.75092165409625,0.178991875751118,0.343560871700616,-34.4372397966121,1,3,"Unfair"
"ID479","5ede976d873bba121db3fe20",0.818299389279781,8.84375849672945,0.998188031215824,8.26179071373043,10.1296046265953,0.355925451156061,0.252917043240671,-86.0609439389867,1,7,"Unfair"
"ID480","5edf50e72ef80a1fe0267aeb",0.507206466166839,0.0313956086556152,0.445883143460492,0.0257897318522969,1.8931377325017,0.531354408744124,0.256945761649328,-20.1640322061439,0,5,"Unfair"
"ID481","5ee107a76411e40e242da7f1",0.90056234731834,0.441492223395294,0.669186324338511,0.110074352593354,16.3827008166115,0.891715970639176,0.102583595405266,-81.9353327399632,0,3,"Unfair"
"ID482","5ee21a32d4c762283a96e624",0.339959961614468,4.81965347090034,0.986741422581958,0.0843564396753807,4.43972253138862,0.16166449801033,0.903506301483376,-81.6051064034259,2,6,"Fair"
"ID483","5ee27217fd7c7c72eb755cbe",0.702475151096596,2.65107513476875,0.921522862033338,0.395290525314703,18.1481110739589,0.300151815452667,0.0453696225877479,-84.1945338188231,0,0,"Fair"
"ID484","5ee277d2e7dae975727d3985",0.421698957324205,0.207780671367735,0.331493417755886,4.45459466568944,3.32653158373055,0.153997434550519,0.0254162855909413,-67.0917633284632,0,3,"Unfair"
"ID485","5ee40191f8b4750f5e7a5474",0.979711292968758,2.54199975626086,0.927090985808846,2.30222414874316,4.22983911629235,0.357525877666818,0.0380006532071764,-80.9823353632255,1,1,"Fair"
"ID486","5ee531ca5f4c6f0be142ded4",0.99890264888018,2.49333943021426,0.692627755298036,0.712653966094482,0.0857532158510102,0.0422701335007885,0.886253568258885,-88.4186087671106,5,7,"Fair"
"ID487","5ee53fa05b6d910eb9ea2df8",0.430577115124997,0.344740565628747,0.564478226056942,0.267305445541671,4.27067974479283,0.245250039039427,0.308925992651961,-73.6409540740055,8,4,"Unfair"
"ID488","5ee64d0bf796cb3b252a8c99",0.997666699560764,1.72701130563468,0.998976282713533,3.28982301077227,3.16643366193375,0.341352696867948,0.174309000479405,-77.2442736255774,0,8,"Unfair"
"ID489","5ee655f6137975087129de08",0.00534350289762122,0.136024221020472,0.162102794643745,4.92091129896217,3.98772654276026,0.237184110593869,0.0780898648182261,-50.2747896088375,3,1,"Fair"
"ID490","5ee7a8ab87d5560568bc2dca",0.998173523671239,2.68229647329143,0.996504172229627,1.090944722301,1.18879249356889,0.654013202553832,0.659547960939482,-78.0752467124638,1,2,"Unfair"
"ID491","5ee7c7df09973e09bb653014",0.725013782752951,0.26929593089469,0.72240541879233,0.0322346359208121,0.499994174674564,0.941312008884149,0.444471042911513,-17.468374587615,24,1,"Fair"
"ID492","5ee7ccc7e257390912a8101e",0.81373089056121,0.0593888989180365,0.805616091370847,0.0171499457966113,5.48895013540892,0.704698013029409,0.957326055762365,-77.9903945055098,17,2,"Unfair"
"ID493","5ee8e3de1c649a215bae3e59",0.9890318248002,3.86148907055499,0.954287766415401,2.2876192905098,4.08300148452093,0.00728984416707995,0.260422433572285,-74.1609658923733,2,4,"Fair"
"ID494","5ee91ec1ef56832aa7947169",0.356153359174135,0.148335849141999,0.989392799063327,3.06881769026652,2.87743672875658,0.465406043263963,0.0549475606743761,-55.0891598329532,1,9,"Fair"
"ID495","5ee9e9c1496265000a792544",0.000145107113383318,1.97755565045912,0.00454328368110843,1.7209084421053,2.70022506920861,0.118533066879382,0.174738959372378,-77.6085148794342,9,4,"Unfair"
"ID496","5eea8c81e1959f14a3999921",0.241739442534426,4.77070717758126,0.979061432239252,0.0483672351161247,5.73943239154212,0.372193659903712,0.144435136319515,-54.9798561203514,5,4,"Fair"
"ID497","5eeb621a7c83c62d2473afb1",0.00190825918908792,0.139616160903122,0.176811660323911,2.31218823808816,4.27867269465337,0.476893335282535,0.133380550022281,-45.9594705403143,3,4,"Fair"
"ID498","5eeb6f6cff37eb08003590e8",0.53831985256621,1.39100229848127,0.660287007571833,0.744823889623261,0.984170026980592,0.824212890209014,0.293247196270581,-64.5192582086367,0,9,"Unfair"
"ID499","5eec977365b56a02f54f7bcd",0.0559826024655829,4.53442512286592,0.0782860516612023,4.27137686079213,0.539418533151509,0.898028573340822,0.898677417291261,-55.8724213829375,3,2,"Fair"
"ID500","5eecdb2f8343cb0aa4ed34c6",0.992370643395818,0.644118957307271,0.999959872979666,2.66785324875973,1.11306163132335,0.457550260341129,0.734368018615698,-86.2611531679173,20,9,"Unfair"
"ID501","5eed184c2c93d51212cf04e2",0.3363789952411,2.53414038892205,0.524471463382449,1.05982996713295,5.51015730908193,0.543541002537596,0.271154157062303,-82.9343492776388,3,3,"Fair"
"ID502","5eee89a6c00bfb337a3c54a8",0.0508001224826579,2.71709225560556,0.225859396782897,2.37997515019082,15.6527698358834,0.179962013140132,0.861805373339671,-90.7066661147232,1,10,"Fair"
"ID503","5ef0c9b95817dc145532fcee",0.730281154230974,3.92526158043445,0.964198883670418,0.974447654260826,10.764627920707,0.186170688559592,0.0368622868424751,-81.145675434633,14,2,"Fair"
"ID504","5ef1bb10c673fd7d2d14e439",0.00885753186076593,1.7090951763637,0.0342347271119661,3.20333770802964,4.77326423653984,0.95098900507638,0.0984759295603164,-78.1964285827689,0,8,"Fair"
"ID505","5ef22304270c550357f4dd5d",0.0333650609582979,2.0997217856386,0.121892407143878,1.26029504407068,1.98293676753579,0.445461944955016,0.803698343572621,-67.0246327263714,5,6,"Fair"
"ID506","5ef241253eb63511d02451e6",0.383373205631931,5.49195514098238,0.984210638604139,0.522247479463437,7.57941365530145,0.354937708355421,0.0145029704531144,-71.8979206732512,1,2,"Fair"
"ID507","5ef329d8cfbdc00379011819",0.40704684654618,0.675075515521286,0.699532803805683,0.141746040751236,1.34311786171437,0.278572856202416,0.562795982999752,-47.4336800341324,5,7,"Unfair"
"ID508","5ef360348e5e520a532e67c8",0.199167238784832,1.13925257866605,0.968525807194343,0.171674384630281,0.176955614552519,0.96528794118374,0.525281679604667,-17.6220431949193,6,9,"Unfair"
"ID509","5ef4ba6145dfc00b3f7224a6",0.606188027108484,3.08849694547104,0.994086279932197,1.26592706683442,0.998961231120909,0.0242673236404798,0.0998133397165001,-47.4427300318183,0,4,"Fair"
"ID510","5ef52a87f04c781600ae4114",0.85154612628673,1.65718180177375,0.585804623444892,0.854325208821791,1.32167509025162,0.0193226497886418,0.768842680382742,-65.5953659403769,11,5,"Unfair"
"ID511","5ef5cef8548fce031f1ceca4",0.941690536481194,0.707180436178519,0.993718516158046,1.63965724170946,0.172723209271363,0.15813659391557,0.26817411797328,-125.01372764476,0,6,"Fair"
"ID512","5ef5d41822b3c903597a9309",0.0282185172918846,5.22720536272421,0.535710897611875,7.24781476878861,17.9088142852317,0.475049368907136,0.496193306492526,-93.1406997300657,2,7,"Unfair"
"ID513","5ef71356f4d5414121333bac",0.614778392862055,5.62207551775553,0.991233253805457,1.70399726433279,14.1687023619672,0.182068874482001,0.00403836792335524,-89.6975417776179,1,6,"Fair"
"ID514","5ef722c333956242acf17935",0.617959400607884,0.764392493112648,0.660528389276071,1.10647349589556,0.616859422882062,0.00379061442590045,0.16862174489041,-50.795208678109,9,5,"Fair"
"ID515","5ef7ad0882b7740c33fe20cc",0.996870618011044,1.93873285012432,0.999933205632413,1.53335703300227,3.725065760933,0.340692612078102,0.590195271326376,-76.2320520314768,0,7,"Unfair"
"ID516","5ef8eeb63f6343097030fd37",0.998786426838776,5.1674066606809,0.846301914805153,0.361280383971152,6.11458275802215,0.186454747787551,0.24848448297718,-73.263994956352,15,8,"Fair"
"ID517","5ef91678cd20bc6a46a34d6e",0.506323493729209,0.0605978792663308,0.531417051633476,0.0790696811912364,2.72945099237837,0.634605983908079,0.549995611348656,-37.8479029984509,22,4,"Unfair"
"ID518","5ef92a8979cf2c6b9ca11f99",0.888351378639088,0.113066227045637,0.942949578549848,0.140437484498877,4.98724498576565,0.315255087512695,0.209756360358896,-53.5455955460684,0,5,"Fair"
"ID519","5ef9ae64e14ff874891401b6",0.995156970291861,2.19024245644301,0.996620527314248,1.65906640533768,5.14788314958493,0.000677057297947592,0.0460071603519528,-79.1719660335074,1,5,"Unfair"
"ID520","5ef9be1c61ecb401ef5be7b4",0.750192480362602,1.14867927991962,0.862357480547802,2.34987488508534,1.22278065064097,0.0627240888241297,0.0579107619946411,-58.4511410188912,22,3,"Fair"
"ID521","5ef9eeaccb96bd7aee3120ec",0.000280719064076148,2.43716276296734,0.967904846312705,1.25868810450418,2.83910330542015,0.485517472356238,0.349812116300449,-60.4503434327784,0,6,"Fair"
"ID522","5efa02a5f512b17ea54f360a",0.174844029033272,3.34385788402104,0.62072694686324,0.412638784857687,3.92759798361433,0.957930616303222,0.46992958843173,-77.6799347931483,0,7,"Unfair"
"ID523","5efa2a8948fdb90f5ba612c7",0.0261959119012276,3.25436242587735,0.559996716189565,0.0339053606130914,2.27337092098733,0.0106470035822929,0.0625033631090955,-55.8858767375205,2,8,"Unfair"
"ID524","5efae8f0156229941fcf363e",0.960130394657122,0.0719807884090377,0.999410717000651,5.23864955855081,4.05285028780065,0.431471823334946,0.66589598425722,-94.8953052532099,2,7,"Unfair"
"ID525","5efb14b20602b4024585eec6",0.0378226160472663,0.111204556255361,0.0525889959239499,0.500892304841379,2.48518076989057,0.0130168843397742,0.361472811171685,-52.2074796199354,0,7,"Fair"
"ID526","5efb934059dba21145bee143",0.263746328602579,0.677731391816897,0.999397902324298,2.89838490748535,0.664223154694901,0.168148242157652,0.61276004933718,-47.0558199950309,0,5,"Fair"
"ID527","5efc9f18c573ed060f50cd68",0.271056090045841,0.0617278607774251,0.507306582109572,0.280775726418062,2.74299947443773,0.146712607937936,0.481956979849536,-51.936740288843,0,8,"Fair"
"ID528","5efcbb97df2a840990b0da94",0.318554285139052,0.0233552381077419,0.958374529032648,0.121632870823517,3.62833717851511,0.197762685972501,0.546492078318576,-50.9748177211196,7,6,"Unfair"
"ID529","5efd048628bf7f13e1c89fe5",0.505118887062578,0.977300141971466,0.823047250975781,1.42851634104734,2.27477805356205,0.355271041098318,0.307527162771047,-72.4196162150821,0,6,"Unfair"
"ID530","5efd138927b6ba154b29d7e0",0.456774306805181,4.71297361040478,0.976179254991503,3.37005591127969,18.9504034757897,0.567244771306751,0.322035976838901,-93.4499268680616,5,9,"Unfair"
"ID531","5efd3f336893231898d7baf4",0.83710296018634,1.28084128588268,0.904725454697118,1.76415243825153,1.79825481044168,0.01889436033258,0.0707675499125648,-68.0175122767332,1,5,"Fair"
"ID532","5efdb59031628202f67defe6",0.190222783065132,0.0740998502198681,0.827240170092129,0.932351854884396,2.89736032958871,0.882582794311879,0.334591697092255,-48.3760524681349,2,9,"Unfair"
"ID533","5efe04e9e399372b1b7ca8c0",0.997595092573258,2.04165226415564,0.996693885431099,0.876515345683239,2.26736136484715,0.0118049844561856,0.558048620248584,-63.4625445239563,0,7,"Unfair"
"ID534","5efe1017a220682cb76fd5f0",0.824084093280563,1.15562301638191,0.780884713685662,1.10561219680859,4.44560306404729,0.167754968395493,0.19640767025512,-78.3103028667696,13,6,"Fair"
"ID535","5efe4cb9c5fa3134b8ca9fbb",0.349905354955041,0.0605507946262718,0.888803579321387,3.82203983327535,3.96771924864502,0.870443774682586,0.587770328098592,-55.0288433490091,0,7,"Unfair"
"ID536","5eff17d115ba87434ab3829b",0.0660636740861745,4.93786816615187,0.6198427882288,4.37665262061758,2.21307104953373,0.127498464312676,0.998567125834631,-71.362894999082,3,6,"Fair"
"ID537","5eff423e0edf450b7e5e90ea",0.977614513409761,1.41178324505203,0.99954686219572,2.38076266333004,3.25660028158249,0.303568596060586,0.155908987167184,-74.4510241271438,0,3,"Fair"
"ID538","5eff7df90aede705593e92d7",0.0508823606876981,0.767216449684994,0.754754730920192,0.131008341184765,3.00547138868204,0.0661698203074652,0.151459719882798,-50.3178699736289,0,4,"Unfair"
"ID539","5f00350508190111df898b16",0.678961602108808,0.560257693158983,0.637985168019909,0.524338112843136,4.58922636958751,0.498468397919346,0.586209932682474,-75.6834180757279,0,4,"Unfair"
"ID540","5f01c985f119a1317aa68d30",0.309792697453219,0.270510904491222,0.720790390805282,0.0418411537991145,1.20104805188087,0.548517249325855,0.510570260375865,-29.9705300343868,0,6,"Unfair"
"ID541","5f022bbeaaa45a0d1377a965",0.0397426223928627,0.771182628083341,0.691010849804996,0.367689763344005,3.75951410284128,0.490197570117812,0.156811137585535,-60.8867019293883,1,7,"Unfair"
"ID542","5f03183c2e1a9e4bcee3177d",0.0568489574130401,0.357793420902488,0.999853530310101,3.15608207844146,1.71589508540098,0.740576057737231,0.961259768553368,-28.3385821879242,0,2,"Unfair"
"ID543","5f034e4e4e80ca2344b11ae1",0.360056201149912,0.127026731584201,0.741141484814484,0.117790652426146,7.42552040044215,0.230140131386194,0.919618316374194,-62.1659668220538,8,3,"Fair"
"ID544","5f04348a0f815501257f51f2",0.537786675708782,0.0492509845720017,0.949553981694143,0.0882647761254913,4.58020691279576,0.145797233176642,0.11869805990903,-53.551457140792,9,2,"Unfair"
"ID545","5f0487b0cde3b70a5ec02b22",0.0193368657624302,0.523851234705789,0.481728702060648,0.210930639687095,4.09860283566213,0.811406546604445,0.890307278499165,-54.334685968199,1,6,"Fair"
"ID546","5f05ebf3f060ae0d5e6a3c8e",0.969762049290988,6.34698750934872,0.981573918460589,0.152806713353868,12.0658837072592,0.130244587556247,0.390803857417108,-86.8931247963459,31,3,"Unfair"
"ID547","5f070c04c2cb9f29c87ca982",0.0467631625385425,0.299480645536152,0.934277450227519,1.2583957007757,9.50971139338211,0.555807560248993,0.691290087176444,-65.4332384042983,2,7,"Unfair"
"ID548","5f07601a8515d13515268f96",0.401804390822362,1.03673036499326,0.446187151521939,0.477421677244428,2.03365672312453,0.00557084338223057,0.456014371546678,-74.2935101834261,7,2,"Unfair"
"ID549","5f086d2cb09ff006bde079f5",0.665917298624546,1.41871188815138,0.68109737311035,0.870439401959448,1.85893943964517,0.467728042783394,0.397405070243438,-67.9035575550149,0,5,"Fair"
"ID550","5f0898d879ce1f0c6ffae5e4",0.107922124579996,0.0726733328111021,0.564053506155733,0.0757235068797677,3.5445216335832,0.169963541356222,0.696402197294687,-38.2394440896405,0,5,"Fair"
"ID551","5f0c40ce134b8f062eda439f",0.016974528739291,1.19023138523356,0.91007132170231,3.849396859164,3.59035296101419,0.360899301597624,0.913492463113527,-57.728754038505,0,8,"Unfair"
"ID552","5f0c5f689c6dab0745d30097",0.00736400920038752,3.88922473695099,0.987558139671909,2.57587892907792,3.04939923124731,0.326400136801953,0.538379916746785,-68.8799264151283,0,5,"Fair"
"ID553","5f0d75595c3a52000819b39c",0.997310220418231,1.77644746332943,0.926599718112238,0.607719975161342,3.47894078994086,0.0607079999694786,0.0154689000932135,-64.1922042778775,0,8,"Fair"
"ID554","5f0da340554d3d01c4aa512a",0.290444630068853,0.247241224353536,0.552746305037832,0.264549609173743,0.927088580287144,0.0241413029456213,0.878899303600979,-46.1473601023053,2,5,"Unfair"
"ID555","5f0dc15ace21a50008f6c7a7",0.299427315601595,0.0771603382223481,0.738066176333632,0.124700197222565,2.31772181872742,0.245616627288297,0.105696540305855,-40.2962519829981,16,9,"Unfair"
"ID556","5f0e293207ba641591b3a0d6",0.568658966949878,0.707619194374919,0.583322202800507,0.658077381704021,0.475979550536438,0.0472166452946282,0.0613247210732794,-44.3876119563024,21,5,"Unfair"
"ID557","5f0ea9746afc8c073073cc94",0.108387842506993,0.296930451004979,0.119582208846914,0.213460709355951,15.5181806475172,0.0199993805074078,0.152695468950938,-89.2814957002468,3,2,"Fair"
"ID558","5f10282c5c490e276c9a75e7",0.579224829524779,0.39992408676891,0.631423047957453,0.294894228952989,4.99478558134616,0.21902308612111,0.168694586031878,-75.6877743227104,0,3,"Unfair"
"ID559","5f103e2a914f5e000826e6f1",0.208478804312365,2.61537761198092,0.659632447829365,2.41371098348562,3.58218311029022,0.442358930754088,0.868528024529846,-76.6336211701631,0,4,"Fair"
"ID560","5f104232adba66000a8eddfb",0.465040207622285,0.0236174662633826,0.739625716640661,0.446927731126208,2.00765085532626,0.275395278830221,0.38704649526184,-38.9764737663875,0,2,"Unfair"
"ID561","5f10620fbc10dd02e56ce013",0.00908751791416471,0.10269743622806,0.698224581366799,1.00176345048687,3.21728389337365,0.364929467479297,0.861822083001433,-28.8988420493744,5,3,"Unfair"
"ID562","5f107507408f603232383b27",0.733270743961126,0.222889498947075,0.771465293826626,0.0208269180618182,1.55863445672765,0.594407883498296,0.815591927103293,-32.4355708198367,0,10,"Unfair"
"ID563","5f10d3f1be1cf9403317378c",0.884817342851996,9.76864091929925,0.988402641011459,0.738051733449509,14.8818175694037,0.791120689093469,0.186810587726466,-87.7446475567343,5,6,"Unfair"
"ID564","5f12e48a0e816727e429bc3d",0.439848265287817,0.925182524290102,0.760676708523881,0.0833450801993848,3.43246465234056,0.949033885887309,0.716010410226841,-60.8820673293102,6,3,"Unfair"
"ID565","5f155e9d426b2a6028c0a80d",0.338539916979207,0.961731906807444,0.679312981554698,1.62147258740234,0.542290053860567,0.374254458185045,0.520399370053958,-45.0117329631002,1,4,"Unfair"
