"","ID","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","ll"
"ID","54240de1fdf99b691fb383a8",0.327149299009908,0.103095535721481,0.12482246843425,2.41567291677774,7.64365936574034,0.523743464812852,NA,NA,NA,NA,NA,NA,-75.0155487897747
"ID1","54b60d74fdf99b1ce0367ab5",0.401348592018432,0.156304354453637,0.534169136959557,0.251452428311308,1.05648374825369,0.849203572224766,NA,NA,NA,NA,NA,NA,-42.6117001786374
"ID2","55780ee6fdf99b4cbc0aef95",0.384006514343143,0.517520822137772,0.985616013440576,0.0525786869706575,0.526486189873802,0.984588467483146,NA,NA,NA,NA,NA,NA,-30.9368357595204
"ID3","559cdad9fdf99b66f54b7794",0.966738709452909,11.1851804599221,0.998012349120725,0.640783944153875,11.1905765142745,0.115860497617684,NA,NA,NA,NA,NA,NA,-72.6800704229697
"ID4","55a77810fdf99b444b9d255c",0.591217666053381,0.709254872074609,0.609158580357392,0.858117559367928,0.374028016446959,0.01741688690955,NA,NA,NA,NA,NA,NA,-45.4819419353288
"ID5","55b95e2ffdf99b469f622883",0.583457242534588,0.134440151879526,0.994516444921625,1.50846694206362,2.80863197587292,0.0950593045171404,NA,NA,NA,NA,NA,NA,-51.1398176981683
"ID6","55d6d91d69dbc30005b66ffe",0.082536935753541,0.0508781632741927,0.792427405753367,3.85256220742453,4.38811453729152,0.122249834002214,NA,NA,NA,NA,NA,NA,-44.352157204374
"ID7","56051814e372c00011bd556a",0.778486608654003,4.05994437640964,0.813223591159553,0.178000914918188,2.53873477698485,0.0739553554642754,NA,NA,NA,NA,NA,NA,-59.7687069888742
"ID8","560aef7d01c38a00127693d3",0.494905485304048,0.00538712064092774,0.500666742131015,0.0154967306520966,2.3388935371359,0.634202150438123,NA,NA,NA,NA,NA,NA,-0.571341064994567
"ID9","5687d434369319000c269c03",0.0157629210157759,3.86261012169014,0.621718771064906,0.333153267157161,1.71409041762948,0.308319704780812,NA,NA,NA,NA,NA,NA,-64.4116225675859
"ID10","56c81007ba8e37000d7b211e",0.0193862023827167,2.5271549569826,0.564572812874048,0.9832536703601,1.27356457032571,0.979658668114895,NA,NA,NA,NA,NA,NA,-49.3287305226275
